TCGA.A6.A565	TCGA.A6.2671	TCGA.AA.A02K	TCGA.AZ.4682	TCGA.AA.3973	TCGA.A6.5664	TCGA.A6.A566	TCGA.AZ.6600	TCGA.AA.3680	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.CM.4748	TCGA.AA.3692
ENSG00000011566	2008	576	1459	1704	1205	1912	1082	944	628	1375	841	948	21	1170
ENSG00000011590	142	5	22	13	3	36	51	19	3	51	7	4	4	7
ENSG00000011600	1537	1413	686	636	293	1842	3427	766	329	456	335	324	53	2330
ENSG00000011638	2231	830	2460	2161	639	1661	995	1021	1127	706	838	727	85	1942
ENSG00000011677	3	3	389	1	4	22	4	19	83	1	1	0	16	158
ENSG00000012048	1509	548	3374	1145	292	1498	1070	535	361	2851	688	564	40	697
ENSG00000012061	1751	735	1597	2801	938	1471	1656	1436	865	1068	946	991	78	1638
ENSG00000012124	3107	22	70	7	21	275	59	472	56	47	9	19	14	41
ENSG00000012171	5940	869	2031	872	1072	4026	1047	2811	655	9196	425	1062	103	385
ENSG00000012174	1107	398	1785	1929	1343	1139	1075	644	334	613	870	516	39	592
ENSG00000012211	599	885	915	1052	538	605	303	350	231	371	397	336	20	399
ENSG00000012223	970	26	13	82	138	543	120	139	151	74	15	14	5	52
ENSG00000012232	3642	586	565	1232	832	2980	1740	1458	711	1161	838	1071	86	701
ENSG00000012504	968	0	8	12	1	208	6	910	109	9	5	0	0	31
ENSG00000012660	3590	1606	182	2513	1415	1686	2287	1150	720	3878	1558	251	97	1572
ENSG00000012779	2446	429	279	655	184	1621	1502	916	1286	573	214	134	6	439
ENSG00000012817	6	152	3425	1247	859	1763	4	1500	5	2	0	585	1	5
ENSG00000012822	3948	1537	4209	3160	2104	3250	2680	2229	1356	2883	1036	779	54	1763
ENSG00000012963	2274	535	1328	2172	792	1925	1548	1823	609	883	1112	648	67	1217
ENSG00000012983	2827	408	684	1186	612	2094	2227	1479	617	932	781	434	53	835
ENSG00000013016	882	271	82	183	128	537	1146	258	60	137	71	77	18	198
ENSG00000013275	4789	4795	4901	4935	1334	3872	3077	3561	1253	3312	2006	2380	177	2560
ENSG00000013288	4646	1766	1057	2676	1323	2777	2903	3848	1301	1637	962	1140	106	788
ENSG00000013293	14	5	0	0	3	39	1	82	2	0	0	0	3	2
ENSG00000013297	95	131	34	24	54	151	50	395	16	9	20	20	3	20
ENSG00000013306	9330	7240	16995	20352	3687	7148	5580	6580	2534	12429	4558	5784	357	7230
ENSG00000013364	34352	12483	33843	16727	6657	13714	12944	34589	7723	19085	10360	8362	707	6869
ENSG00000013374	4847	2071	6614	4852	1534	2722	3041	2630	1894	2675	2266	1377	165	1919
ENSG00000013375	3120	729	2201	2750	993	2430	2161	1271	767	1690	742	845	54	974
ENSG00000013392	439	105	201	531	233	303	327	122	190	302	134	260	10	423
ENSG00000013441	6685	1105	2903	1903	1023	2338	2269	1144	884	1834	1283	1350	28	2222
ENSG00000013503	717	350	932	616	241	948	558	594	352	536	404	220	31	465
ENSG00000013523	1818	750	910	2158	1307	1661	1065	961	534	710	1138	651	62	1912
ENSG00000013561	2535	716	3474	2949	837	1575	1476	2272	1104	1367	1607	1312	42	1620
ENSG00000013563	1546	364	1146	1255	886	1046	1145	875	336	779	460	387	40	465
ENSG00000013573	2424	654	3360	1482	420	1851	1485	592	956	2204	687	546	33	643
ENSG00000013583	1738	592	1117	1257	768	2269	1934	1397	1332	862	521	422	47	1353
ENSG00000013588	31803	16007	9229	23979	17977	48173	9843	18896	11812	17197	8232	7550	697	7751
ENSG00000013619	447	43	30	54	26	202	251	281	89	28	22	16	14	74
ENSG00000013725	2072	105	268	486	122	535	292	251	161	390	309	31	12	245
ENSG00000013810	3703	1418	4242	2831	685	3506	2586	1404	572	3312	1703	1232	140	1351
ENSG00000014123	3028	404	2191	2449	1018	2156	1629	1709	1099	1307	700	822	50	900
ENSG00000014138	1787	651	1175	1991	307	1220	1014	583	437	1409	1010	457	49	839
ENSG00000014164	1824	1931	2837	1514	661	1201	749	1415	531	2141	482	687	68	1346
ENSG00000014216	17775	13541	22923	17718	5794	14383	9452	16543	6045	14119	7094	8762	776	6690
ENSG00000014257	972	42	1026	282	5	721	326	94	198	75	198	119	9	333
ENSG00000014641	5641	2809	5732	8467	1861	4967	4540	6416	1849	3762	3230	3562	135	4758
ENSG00000014824	5009	916	2177	5102	1550	4067	3762	3971	1600	2760	1733	1650	123	2070
ENSG00000014914	13523	578	8476	6345	2843	1101	2490	4376	2206	2290	1388	1157	144	3029
ENSG00000014919	3152	704	1939	2590	1222	1900	1925	2147	747	1602	1539	1092	81	1296
ENSG00000015133	6632	1003	2892	1548	914	3358	1588	2433	1052	1015	769	389	55	1235
ENSG00000015153	870	264	632	1216	277	913	716	416	231	548	513	316	13	469
ENSG00000015171	3667	1687	5310	3310	1394	3652	2560	2783	1494	1557	1316	871	80	1034
ENSG00000015285	1412	251	201	115	43	660	741	424	82	231	80	55	13	226
ENSG00000015413	955	15497	9233	33585	2584	5552	8431	81	780	11594	6811	7491	158	17960
ENSG00000015475	1810	1602	1653	5594	539	2162	1467	1240	1093	2414	2006	819	120	2970
ENSG00000015479	412	47	250	86	60	225	193	111	60	120	111	78	2	79
ENSG00000015520	2310	16	1761	11	27	1738	33	9	17	284	12	5	13	28
ENSG00000015532	1905	900	2113	1988	962	1938	1457	755	871	1708	738	598	57	1504
ENSG00000015568	5	2	2	0	0	0	1	1	0	1	0	0	0	0
ENSG00000015592	9	1	0	2	0	14	1	23	1	1	0	2	0	0
ENSG00000015676	5618	5672	8965	6662	2038	4386	3350	3038	2746	3792	2662	2008	234	3250
ENSG00000016082	195	5	0	15	5	28	3	9	7	42	14	18	1	86
ENSG00000016391	2621	3888	4371	2807	1786	3603	451	937	1023	2763	2246	1542	124	3371
ENSG00000016402	310	520	2128	1929	1507	934	692	121	511	734	562	955	42	753
ENSG00000016490	121503	41	11	3200	8	30671	78	22137	24652	569	952	1098	113	16243
ENSG00000016602	60947	1	98	462	1	13	46	2838	53	523	217	842	7	448
ENSG00000016864	2557	1223	1217	1563	1415	2025	2036	1110	703	1339	840	1135	46	1428
ENSG00000017260	6077	3163	5028	4582	2627	5578	4092	3410	3207	2240	2284	2297	104	2670
ENSG00000017427	80	68	13	30	15	244	12	76	14	7	5	6	3	18
ENSG00000017483	3571	1097	7485	8855	3286	276	1645	929	716	5556	1982	1173	113	2277
ENSG00000017797	4983	1363	3426	2149	867	2315	2986	3579	1825	2665	711	797	79	1217
ENSG00000018189	1662	406	1046	760	540	1157	929	866	317	577	338	457	15	459
ENSG00000018236	45	20	2	10	16	214	132	269	27	6	2	18	3	11
ENSG00000018280	1764	329	491	95	83	512	2647	51	68	380	24	129	16	328
ENSG00000018408	2451	809	403	775	1156	3075	2548	2010	266	400	210	341	30	469
ENSG00000018510	3930	1195	3132	2645	856	4058	3738	3680	1961	2342	1381	1425	60	1528
ENSG00000018607	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000018610	1231	635	1470	2176	807	662	769	916	377	1393	725	667	38	648
ENSG00000018625	56	114	2	17	30	327	3	536	16	7	4	8	13	22
ENSG00000018699	713	794	1460	1379	261	837	635	791	325	646	352	579	41	841
ENSG00000018869	87	9	15	58	6	35	45	86	7	11	6	5	5	13
ENSG00000019102	4494	10	456	1810	7	2387	112	6185	3156	159	466	344	34	587
ENSG00000019144	5126	1299	3681	1101	1213	2521	4634	3239	999	1264	470	497	84	848
ENSG00000019169	25	211	20	31	22	1939	900	3	13	12	4	10	12	109
ENSG00000019186	66	24	71	20	5	22	5	2	0	42	60	3	5	2
ENSG00000019485	517	754	1015	479	348	886	305	527	401	149	126	138	35	254
ENSG00000019505	4321	333	1059	899	481	1906	445	2454	1587	74	1030	313	63	620
ENSG00000019549	638	177	72	174	81	299	1104	341	73	113	79	147	8	146
ENSG00000019582	72525	31329	11017	22912	9368	79178	108321	35813	13117	48150	26517	6948	1186	33568
ENSG00000019991	329	89	32	133	72	405	521	279	38	68	79	114	19	136
ENSG00000019995	998	280	629	590	371	840	478	540	260	437	171	224	8	203
ENSG00000020129	1533	1184	1609	1446	322	1534	1078	745	322	1311	320	356	50	729
ENSG00000020181	2993	1321	727	684	458	2415	3389	1941	297	577	299	363	93	528
ENSG00000020219	1	0	0	0	1	0	0	1	0	0	0	0	2	1
ENSG00000020256	907	1604	1657	1648	952	909	657	648	435	1124	476	777	51	1100
ENSG00000020426	462	129	289	615	238	394	505	269	199	203	252	147	22	405
ENSG00000020577	1241	407	199	377	362	1032	1076	1008	176	595	56	191	17	339
ENSG00000020633	1465	277	91	160	619	1673	1016	671	469	2345	130	34	29	233
ENSG00000020922	1619	405	1753	1035	712	1460	986	653	343	1203	520	544	41	787
ENSG00000021300	1931	1874	793	1974	8789	1985	222	713	868	827	1176	1263	140	1667
ENSG00000021355	18862	2661	6082	25482	3119	12315	8382	14545	10080	9568	10826	6938	469	10430
ENSG00000021461	3	1	5	1	1	1	0	0	0	0	0	1	1	1
ENSG00000021488	8	4	13	38	3	5	7	8	12	488	3	3	0	23
ENSG00000021574	1502	350	1422	1688	744	1288	909	1028	695	839	490	669	46	829
ENSG00000021645	171	153	78	826	380	530	172	197	22	9	13	10	23	452
ENSG00000021762	2979	2559	4920	2174	1037	1819	1655	2099	1008	216	693	739	82	764
ENSG00000021776	3471	762	3818	2471	692	2813	1666	2335	1475	1799	1217	1013	71	1480
ENSG00000021826	57	21	8	8	4	167	91	38	174	310	8	2	9	26
ENSG00000021852	0	0	0	0	0	0	2	0	0	0	0	1	2	0
ENSG00000022267	2378	1078	906	1093	500	3975	1711	4823	483	286	244	251	59	755
ENSG00000022277	4590	3829	6144	7214	3193	3647	3011	3272	1334	7850	2135	2889	183	3223
ENSG00000022355	2	2	0	0	0	3	0	3	0	0	0	0	0	0
ENSG00000022556	1133	11	38	29	1	1873	227	132	26	18	27	25	8	1068
ENSG00000022567	3931	1529	1430	1354	718	1220	711	1735	547	2772	342	550	74	739
ENSG00000022840	8851	4144	7182	8610	3067	8983	5911	7082	2706	5734	3746	2700	274	3911
ENSG00000022976	619	78	388	195	117	247	287	195	164	147	108	41	10	185
ENSG00000023041	3458	775	2085	4135	999	2062	2125	1536	540	1993	1288	1758	58	960
ENSG00000023171	474	49	63	167	68	205	308	93	56	217	40	39	9	27
ENSG00000023191	8095	9549	10453	6793	3867	6969	6192	7105	2623	4857	3776	2848	211	3973
ENSG00000023228	7082	2771	7916	6033	2268	5616	3532	7463	2185	3769	3439	3258	156	3820
ENSG00000023287	3177	491	1916	2895	1273	1866	1431	1236	904	2558	693	1008	43	1817
ENSG00000023318	6605	2058	6612	7356	2913	4584	3348	3807	2282	2857	3385	1881	167	3711
ENSG00000023330	5088	2030	2284	3989	884	4897	2485	4959	1212	3752	2021	1569	92	1674
ENSG00000023445	5087	327	481	1745	134	3949	2186	1447	413	1935	784	573	17	987
ENSG00000023516	4689	1234	3403	3557	1869	2805	2275	2097	1248	4941	1611	3093	98	1049
ENSG00000023572	474	181	739	1296	264	251	310	351	149	436	275	303	36	252
ENSG00000023608	367	47	190	319	96	306	281	134	86	118	130	84	9	115
ENSG00000023697	2038	658	2880	3920	934	2301	1757	2239	1889	1354	2476	896	62	2194
ENSG00000023734	6065	3621	6786	10052	2303	8752	6049	4300	2859	7233	4532	3512	188	4645
ENSG00000023839	89	11	334	581	315	107	379	23	3	843	38	218	4	91
ENSG00000023892	2763	548	1100	1634	427	1274	553	703	516	346	350	397	33	537
ENSG00000023902	2434	781	507	670	317	1725	2815	949	250	540	277	217	45	823
ENSG00000023909	1273	257	2171	1619	233	968	1035	1191	331	1104	773	497	35	788
ENSG00000024048	4605	887	2338	2470	1179	2213	1688	2090	1276	1693	962	1208	59	1155
ENSG00000024422	4667	2258	733	1054	599	5285	6573	4100	444	675	437	670	95	713
ENSG00000024526	660	123	999	464	99	734	789	183	156	462	716	366	11	536
ENSG00000024862	1037	269	921	1481	720	658	756	767	467	462	355	474	55	636
ENSG00000025039	626	137	123	93	926	225	382	245	58	58	594	111	9	167
ENSG00000025156	574	195	691	841	253	444	384	220	199	383	302	237	8	360
ENSG00000025293	2240	1718	4036	2842	1362	2909	1631	1438	777	3110	1066	1344	105	1720
ENSG00000025423	140	72	43	152	37	156	360	145	29	32	36	15	0	63
ENSG00000025434	1484	900	2761	1504	626	1504	1238	1603	578	632	459	366	42	1159
ENSG00000025708	3786	1983	2436	814	332	2107	4954	2300	573	1503	866	375	98	1286
ENSG00000025770	2440	1132	2145	3857	386	1891	1417	1517	605	2102	1263	701	80	1845
ENSG00000025772	1648	2578	7789	7766	1254	2973	2042	1493	743	6829	1814	2593	101	2164
ENSG00000025796	5770	1454	4914	5793	1926	5583	3690	3588	1910	3530	1446	1872	97	1895
ENSG00000025800	5589	1811	3599	4683	877	4002	2886	3108	1487	2676	1588	1395	101	1197
ENSG00000026025	31629	6447	5730	7517	4065	30028	70132	22781	2646	5242	2972	3661	451	7457
ENSG00000026036	423	199	260	205	105	118	149	62	45	1705	262	325	11	128
ENSG00000026103	1275	190	374	733	630	1326	1090	915	271	284	229	272	15	494
ENSG00000026297	4843	1704	8160	14961	2395	2067	2282	3693	1848	1461	1402	1326	283	2668
ENSG00000026508	14443	8163	11773	17155	3635	29489	13192	5826	6892	6094	13072	7502	424	15297
ENSG00000026559	247	65	10	64	43	12	33	203	14	1	59	3	6	149
ENSG00000026652	1181	99	152	108	67	1095	582	367	76	93	61	71	14	74
ENSG00000026751	1449	136	129	228	65	676	256	1788	292	354	237	85	5	565
ENSG00000026950	4521	553	1357	1367	1735	1179	1740	860	721	1523	925	943	37	953
ENSG00000027001	1146	1462	5679	3707	1509	1390	1096	1329	606	2062	1626	2361	74	885
ENSG00000027075	2305	307	140	484	312	1117	1159	720	413	378	199	164	30	315
ENSG00000027644	2	7	1	0	1	5	12	1	5	5	4	0	12	29
ENSG00000027697	6637	1727	3912	9510	1231	5404	3657	4236	2248	7073	1811	2194	144	2784
ENSG00000027847	1750	833	3011	2378	638	1531	1164	929	772	1200	780	834	90	1183
ENSG00000027869	476	139	648	275	284	308	356	265	181	298	201	120	29	369
ENSG00000028116	904	345	1109	816	199	767	640	559	330	522	269	287	29	430
ENSG00000028137	5354	3099	3541	2870	1002	5315	4698	1955	927	6856	1206	1492	59	1046
ENSG00000028203	3550	707	2257	1995	912	4426	2307	1780	1155	1754	1330	718	87	1100
ENSG00000028277	1190	58	193	42	47	433	474	367	97	153	37	17	10	140
ENSG00000028310	3223	1198	3036	1530	709	1977	1302	1254	620	2011	1092	1185	86	764
ENSG00000028528	6917	1566	2433	3531	1258	4593	3470	3806	1739	3041	1699	1308	77	2359
ENSG00000028839	913	570	805	2065	387	653	503	439	389	553	455	653	32	879
ENSG00000029153	1462	449	573	1317	176	1733	1249	198	706	1230	520	510	17	491
ENSG00000029363	7944	1494	5372	4323	2138	6399	4296	5394	2409	4357	2341	2280	114	2149
ENSG00000029364	5881	1499	3403	5121	2533	4094	2809	3890	2146	2180	2251	1900	79	3320
ENSG00000029534	155	29	21	29	20	111	80	25	20	30	31	9	26	27
ENSG00000029559	64	95	1	1	5	8	218	0	2	0	2	2	0	16
ENSG00000029639	461	317	1306	1103	230	810	487	357	163	553	420	364	30	461
ENSG00000029725	3433	770	1704	1167	1053	2843	2035	2011	849	933	930	629	61	701
ENSG00000029993	2768	2041	3139	4979	1326	3489	1654	2332	732	2065	1908	1014	175	1660
ENSG00000030066	3555	3248	2781	3326	1005	3317	1903	1910	1055	2418	1435	1049	108	2186
ENSG00000030110	3821	890	2146	3290	458	1537	1429	3357	688	2649	1739	950	52	1159
ENSG00000030304	60	1	20	5	1	43	0	140	1	1	1	1	2	6
ENSG00000030419	629	24	47	70	27	272	259	152	169	69	35	35	4	56
ENSG00000030582	29984	22202	30515	16321	11350	17760	21174	24820	7658	16240	5157	6449	685	11970
ENSG00000031003	1361	285	1127	530	410	947	687	1384	511	946	439	308	32	398
ENSG00000031081	2085	379	252	683	286	1367	2208	1268	454	330	246	226	31	388
ENSG00000031691	442	92	419	640	191	406	210	110	114	272	217	212	2	277
ENSG00000031698	7300	3812	8531	14539	1517	7909	5613	5851	2326	4342	4129	3841	302	4776
ENSG00000031823	3466	3239	3780	3173	1366	3876	1836	2418	1048	2356	1021	1283	146	1411
ENSG00000032219	1827	200	589	637	618	1145	731	593	602	304	303	278	43	528
ENSG00000032389	1600	1391	3143	2042	505	1445	1179	988	444	1327	866	1037	75	1087
ENSG00000032444	4230	4406	4234	3423	1840	3101	2795	3692	1328	3105	1073	1868	191	1479
ENSG00000032742	909	346	1645	1300	588	625	527	613	296	1263	404	1042	31	353
ENSG00000033011	1546	1162	3512	1651	765	1402	962	1051	611	1361	794	650	60	1342
ENSG00000033030	1550	276	1006	1099	590	1108	900	1003	477	966	606	380	21	677
ENSG00000033050	3534	2992	6413	6347	1491	2924	3008	2384	1298	3869	1963	1727	162	2617
ENSG00000033100	5972	1990	4948	4169	1456	4070	3325	3170	1507	3164	1525	1381	199	1329
ENSG00000033122	60	0	27	10	4	17	16	131	11	27	3	10	1	5
ENSG00000033170	2652	390	776	2801	826	4015	2156	1001	1556	526	529	487	62	2605
ENSG00000033178	3537	1108	3818	2654	918	2098	2158	1592	877	2112	1136	982	43	1381
ENSG00000033327	1974	932	1341	893	967	2639	1426	2081	843	973	471	361	31	651
ENSG00000033627	6146	2393	7451	3124	1293	3011	2521	4440	1436	4340	1297	1711	84	1797
ENSG00000033800	2787	552	1328	1249	454	1847	1051	1288	824	1297	659	498	45	826
ENSG00000033867	1777	189	395	1065	367	1753	1093	511	248	1347	451	408	15	739
ENSG00000034053	1052	685	69	100	46	211	757	139	30	97	40	40	18	89
ENSG00000034152	7006	4897	4473	7694	1278	5754	2934	6538	1391	2056	1798	925	82	2054
ENSG00000034239	17	1	0	8	4	4	26	23	0	4	2	2	6	2
ENSG00000034510	62724	55525	113900	72587	18043	63046	49220	41381	21758	23964	26999	28115	3510	50335
ENSG00000034533	670	197	582	502	194	325	346	352	223	245	144	196	15	292
ENSG00000034677	4941	1776	1204	1800	657	2729	1626	1941	976	2180	665	696	56	1231
ENSG00000034693	501	307	1003	1466	287	580	538	446	249	459	298	297	17	419
ENSG00000034713	3205	815	3029	4472	2169	2270	2335	2254	1245	2103	2125	1692	83	2911
ENSG00000034971	1	5	2	1	3	27	3	499	3	1	0	0	4	1
ENSG00000035115	4245	2039	4176	7055	2495	1454	2081	2095	1294	1666	2890	4232	197	3100
ENSG00000035141	3273	1923	3414	3642	1483	2146	1991	1932	1039	2966	1232	1882	92	2306
ENSG00000035403	14326	3523	4690	6419	2596	12322	11313	13084	3080	3149	1982	2073	216	1960
ENSG00000035499	680	294	934	869	928	973	486	234	177	836	692	354	22	835
ENSG00000035664	3263	853	377	2375	691	1283	333	1322	690	265	835	354	49	948
ENSG00000035681	2234	624	1155	2112	689	1488	1133	1244	803	2190	904	1137	52	1964
ENSG00000035687	3554	1290	4345	4866	1589	3411	2254	2364	1473	2101	1334	1680	100	1810
ENSG00000035720	259	7	10	8	7	94	18	169	13	6	3	3	2	11
ENSG00000035862	14094	5510	3093	4181	3630	17719	27815	11822	1681	5607	1406	2437	219	3019
ENSG00000035928	3039	630	1465	1820	1157	2568	1662	1369	878	2443	1071	955	81	1368
ENSG00000036054	2443	740	1244	2021	739	1554	1403	1227	832	1529	774	935	48	1021
ENSG00000036257	4587	2285	3717	3873	1998	3034	2060	3339	1550	2416	1328	1828	126	1978
ENSG00000036448	150	74	86	80	62	49	54	226	20	10	52	103	16	22
ENSG00000036473	22	4	0	634	2	32	58	301	530	325	16	19	9	74
ENSG00000036530	63	4	11	7	3	21	38	21	3	3	1	2	9	6
ENSG00000036549	1956	555	2064	2650	527	1763	1220	1152	878	1262	777	994	47	1378
ENSG00000036565	144	69	0	62	134	851	8	80	37	0	34	14	9	39
ENSG00000036672	645	62	26	136	9	130	28	739	14	35	63	32	5	68
ENSG00000036828	8	0	2	4	0	5	0	6	2	1	0	0	8	8
ENSG00000037042	475	209	1250	255	228	410	592	157	144	464	73	89	10	209
ENSG00000037241	739	481	945	1739	227	687	588	446	177	657	583	374	36	709
ENSG00000037280	1416	287	261	208	90	855	1168	503	88	137	83	96	38	123
ENSG00000037474	5383	2276	5906	4375	1634	3532	3146	3579	1585	4688	2549	2129	191	2445
ENSG00000037637	1720	948	1539	679	348	1297	889	1014	455	1020	555	613	35	524
ENSG00000037749	1249	259	498	627	397	894	686	726	364	590	313	383	6	388
ENSG00000037757	1095	247	868	1114	638	659	345	574	343	383	433	415	30	828
ENSG00000037897	1008	709	1538	1698	349	1174	869	570	283	1224	703	480	37	903
ENSG00000037965	1	0	154	3	1	19	27	0	9	0	0	0	0	0
ENSG00000038002	913	441	608	1388	461	686	747	697	583	163	599	316	11	666
ENSG00000038210	1561	222	1350	2388	499	1862	1636	1270	786	1016	1213	693	24	946
ENSG00000038219	4660	664	1320	1081	888	2677	1922	1909	932	1659	597	509	62	723
ENSG00000038274	4416	1728	2782	4711	2388	3385	2855	3137	2599	2156	3021	1928	133	3996
ENSG00000038295	191	10	14	16	5	217	92	197	15	9	3	1	0	16
ENSG00000038358	3221	1477	3058	1713	987	2017	1240	1964	796	1592	1026	953	83	1068
ENSG00000038382	7743	3503	4622	2614	2002	6657	3838	4555	1582	3296	1965	1977	133	2731
ENSG00000038427	7388	2188	1450	2426	926	11146	23645	2324	586	1385	710	1019	118	1625
ENSG00000038532	2583	1577	2554	1338	611	1934	1163	1887	508	2080	780	589	67	575
ENSG00000038945	1257	555	214	165	177	1119	3104	273	132	116	147	226	20	748
ENSG00000039068	37464	10922	46605	30651	11552	29444	6175	30801	14239	17565	15205	11071	714	16101
ENSG00000039123	3481	1287	3974	3938	1032	3519	1927	2408	1602	2700	1846	1815	107	2120
ENSG00000039139	35	23	70	49	33	233	46	9	27	15	25	55	13	31
ENSG00000039319	2507	372	2231	1768	773	1903	1710	1328	821	1208	1418	921	50	1193
ENSG00000039523	2893	1405	3770	1095	775	2343	3333	2136	497	1359	820	774	73	930
ENSG00000039537	24	48	36	9	3	50	5	50	6	3	4	3	1	280
ENSG00000039560	4289	666	1252	1354	457	1870	4689	928	368	774	362	412	39	603
ENSG00000039600	76	13	166	62	19	196	38	105	13	1	15	47	12	33
ENSG00000039650	2355	1303	2790	2101	592	1508	1392	1323	633	1213	747	871	95	908
ENSG00000039987	374	79	0	288	1	6	34	1639	169	9	30	15	12	114
ENSG00000040199	2522	153	2462	583	272	674	769	1582	399	505	420	310	17	430
ENSG00000040275	864	215	631	978	223	715	605	142	137	652	435	420	7	403
ENSG00000040341	1911	688	1128	2652	567	1651	1101	1231	659	1355	601	589	55	1502
ENSG00000040487	998	567	1237	355	209	503	529	439	197	616	259	262	37	311
ENSG00000040531	1130	391	993	649	425	540	835	591	293	463	226	156	36	413
ENSG00000040608	252	331	732	299	93	191	143	168	114	127	185	94	14	194
ENSG00000040633	2334	1091	1761	1461	882	1811	1276	1068	628	805	740	441	77	809
ENSG00000040731	3	1	0	0	0	5	0	15	3	0	0	0	1	0
ENSG00000040933	2231	680	1307	675	388	1096	936	857	363	707	319	334	38	542
ENSG00000041353	1516	26	118	219	54	397	491	521	1181	151	246	68	18	439
ENSG00000041357	7683	1744	6479	10510	796	5868	4829	3813	1785	4817	3344	2268	179	3790
ENSG00000041515	39	13	11	6	3	8	7	4	1	7	2	2	2	5
ENSG00000041802	2758	1694	3562	2632	893	1856	1473	1961	892	2104	1044	1188	81	1522
ENSG00000041880	1800	1429	668	903	695	1332	748	765	629	535	749	461	35	811
ENSG00000041982	21143	6118	775	1199	900	16927	9682	1689	380	1769	889	1875	192	1036
ENSG00000041988	544	228	747	434	172	384	347	199	225	302	221	259	35	276
ENSG00000042062	366	74	84	60	31	142	339	162	31	236	56	81	12	70
ENSG00000042088	1091	393	957	1591	726	1214	778	576	491	416	480	291	21	917
ENSG00000042286	2742	1609	1599	1944	423	1244	1100	1695	515	1968	703	667	63	465
ENSG00000042304	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000042317	301	82	180	356	299	331	198	123	176	72	135	86	9	265
ENSG00000042429	1719	433	1736	1347	516	1362	910	877	444	998	710	512	48	885
ENSG00000042445	13909	1951	12130	3637	1631	4363	5221	6181	3426	3348	1485	1504	118	2274
ENSG00000042493	7009	3617	9294	8417	2138	8924	8212	3311	3076	2496	2497	2279	223	5949
ENSG00000042753	3942	4199	5464	5585	1382	3774	3668	2796	966	3466	2076	2055	214	2244
ENSG00000042781	14	2	8	25	2	9	2	4	6	9	11	12	16	7
ENSG00000042813	0	2	1	1	0	0	0	0	1	0	0	0	4	2
ENSG00000042832	2109	447	653	1049	21	932	596	23	67	55	170	117	17	162
ENSG00000042980	1958	32	73	117	75	923	503	855	291	199	137	70	4	239
ENSG00000043039	759	0	56	378	45	558	185	425	312	323	38	31	16	83
ENSG00000043093	1816	431	1285	1766	470	1404	1020	1160	729	908	624	689	43	798
ENSG00000043143	2667	1379	3196	1869	1909	2235	1012	1159	1211	1370	1223	709	93	948
ENSG00000043355	1	9	474	6	0	76	307	4	469	1201	0	0	10	5
ENSG00000043462	2915	415	282	359	163	1392	2229	881	275	462	313	215	37	658
ENSG00000043514	1421	387	1445	2432	268	1067	923	614	523	785	464	603	27	1125
ENSG00000043591	40	18	6	7	25	45	0	203	27	8	11	1	9	15
ENSG00000044012	461	5	3	141	2	12	7	1498	5	9	3	22	0	33
ENSG00000044090	2911	898	2646	1345	1150	2526	1786	1013	1043	1092	401	580	57	1153
ENSG00000044115	31753	11628	30668	18538	8107	22037	16006	22105	10422	16134	11123	9593	670	10334
