TCGA.EB.A6QZ	TCGA.EB.A5KH	TCGA.EB.A6QY	TCGA.EB.A553	TCGA.EB.A57M	TCGA.EB.A85J	TCGA.D3.A51H	TCGA.EB.A3Y6	TCGA.EB.A5SH	TCGA.EB.A5UL	TCGA.W3.A825	TCGA.EB.A3XC
ENSG00000013725	61	179	120	219	393	1261	2970	216	541	884	1240	130
ENSG00000013810	3632	1247	5171	1793	2150	4188	6418	2708	2506	7254	2806	5319
ENSG00000014123	709	629	3807	240	225	1038	1803	1487	320	1915	1551	818
ENSG00000014138	2393	1068	1544	671	896	856	1202	1219	911	1364	1591	2224
ENSG00000014164	900	5371	977	2242	3682	3703	1755	2478	7163	2553	3928	1414
ENSG00000014216	10826	15590	7545	3140	12333	10073	5742	10343	9539	7299	8782	7799
ENSG00000014257	1287	1	546	6	26	21	13	12	2	9	560	315
ENSG00000014641	9130	4848	22936	2750	3025	7632	6795	31277	5867	17136	5144	8603
ENSG00000014824	3474	2114	7758	854	1608	2461	1465	5469	2093	3651	2364	1830
ENSG00000014914	464	116	270	182	342	258	138	575	54	566	627	396
ENSG00000014919	1701	1097	3758	649	1456	2184	1432	1764	952	2016	1441	1443
ENSG00000015133	117	257	590	521	843	1478	5526	173	736	1783	1117	520
ENSG00000015153	354	150	835	290	172	392	654	438	112	1013	887	376
ENSG00000015171	2320	1977	2618	899	1536	2572	1889	4299	1163	4732	1286	1651
ENSG00000015285	140	251	131	482	565	1536	6225	438	586	1191	1299	296
ENSG00000015413	1	15	7	0	119	17	38	33	4	98	52	4
ENSG00000015475	1680	525	911	729	1206	1481	1341	2420	728	2021	1078	1323
ENSG00000015479	115	50	236	45	33	97	338	234	26	651	298	73
ENSG00000015520	0	2	10	7	9	2	1	4	1	6	14	3
ENSG00000015532	2778	1824	3658	931	2036	1955	1929	2995	2511	2604	2391	1299
ENSG00000015568	0	0	1	0	2	0	1	0	0	0	2	0
ENSG00000015592	0	0	0	2	0	1	2	0	2	1	547	1
ENSG00000015676	12772	8408	5962	4041	11616	4448	2598	9661	7044	7011	6491	9026
ENSG00000016082	0	24	2	0	6	179	0	3	109	33	253	8
ENSG00000016391	83	441	16	23	852	147	114	57	18	80	85	37
ENSG00000016402	4	2	284	1	55	0	3	11	0	0	5	206
ENSG00000016490	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000016602	13	0	277	2	0	0	2	16	0	0	0	310
ENSG00000016864	3063	746	2288	1318	2901	2974	1471	7633	2027	2575	3750	2086
ENSG00000017260	2880	3651	9311	3155	5724	3858	2248	6424	3398	6724	3553	3701
ENSG00000017427	45	6	309	1015	119	25	86	24	10	17	220	626
ENSG00000017483	134	31	738	183	855	218	659	502	50	629	256	298
ENSG00000017797	3266	3420	6602	633	3510	4692	1977	3356	2320	4780	2643	4278
ENSG00000018189	907	589	2665	1690	395	933	1443	2610	622	2317	1097	653
ENSG00000018236	220	36	830	50	1158	0	217	1791	42	578	191	199
ENSG00000018280	198	49	262	333	372	574	280	67	25	524	1151	277
ENSG00000018408	3097	2792	5920	1980	1180	1218	1822	6283	923	5896	21014	1905
ENSG00000018510	2418	791	7355	1057	1039	2689	1303	3458	2001	3611	2789	5803
ENSG00000018607	0	0	0	0	1	0	0	0	0	0	5	0
ENSG00000018610	2038	808	1721	174	1333	1549	825	2982	1581	1935	1567	1531
ENSG00000018625	25	6	9	0	154	0	36	5	6	11	369	7
ENSG00000018699	1648	541	1453	406	873	968	729	1455	950	1027	1024	1188
ENSG00000018869	10	45	168	23	19	49	136	20	5	91	177	21
ENSG00000019102	27	3	17	27	49	13	31	9	3	7	161	11
ENSG00000019144	8813	6081	1999	1068	5331	2284	783	4102	7479	2074	12095	1627
ENSG00000019169	44	20	72	137	33	232	723	20	12	419	615	108
ENSG00000019186	2	7	54	2	24	5	12	14	0	1	1087	14
ENSG00000019485	697	475	115	155	924	406	452	551	1337	650	1434	378
ENSG00000019505	2	0	4	0	29	7	2	7	7	93	169	174
ENSG00000019549	4039	5073	1757	537	3876	6515	568	3923	9396	2286	957	1033
ENSG00000019582	14126	30308	21676	36758	119540	348685	464220	59876	62827	121756	119071	40133
ENSG00000019991	40	25	37	16	115	23	86	78	28	51	398	37
ENSG00000019995	535	577	897	111	571	663	351	614	507	741	850	509
ENSG00000020129	4975	4412	4955	1545	3491	1633	1741	3542	3813	5697	2501	1754
ENSG00000020181	2688	2298	539	196	5200	2723	1044	5118	19242	1400	11982	480
ENSG00000020219	0	1	0	4	0	0	1	1	0	0	1	1
ENSG00000020256	1066	876	1204	285	1629	1192	571	1088	1812	2212	1778	1169
ENSG00000020426	282	228	635	177	237	480	390	708	244	743	548	1068
ENSG00000020577	2037	1577	1017	1446	2646	3069	786	3425	3890	1602	1104	901
ENSG00000020633	2582	6199	9130	3007	2638	5616	6084	11623	11281	12082	1690	9528
ENSG00000020922	980	438	1238	357	234	706	1221	637	144	877	1633	1350
ENSG00000021300	36136	399	208	185	2715	559	611	26136	4089	3336	1981	884
ENSG00000021355	4509	2262	5033	1587	3534	5197	4032	12237	628	5089	2408	2702
ENSG00000021461	1	1	0	0	1	2	6	0	0	2	2	0
ENSG00000021488	3	6	5	5	0	6	13	10	6	18	6	2
ENSG00000021574	910	283	1690	228	282	724	1013	974	336	816	1498	531
ENSG00000021645	927	33	28	6	132	9	64	423	13	436	93	9
ENSG00000021762	1483	4561	632	553	2160	844	1354	1704	2607	1531	6080	3343
ENSG00000021776	2398	748	3847	456	1943	2103	1899	3021	1269	3544	4024	1388
ENSG00000021826	679	21	384	40	172	368	32	534	155	994	415	595
ENSG00000021852	0	0	0	0	0	12	0	0	0	0	0	1
ENSG00000022267	1002	183	204	181	2159	281	1220	735	405	322	6027	434
ENSG00000022277	9620	4219	14162	5434	9714	9920	3670	11401	19118	15885	7806	12216
ENSG00000022355	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000022556	20	4	661	66	51	248	690	29	52	575	2214	374
ENSG00000022567	416	770	1194	513	975	1275	579	2010	1475	1496	1372	616
ENSG00000022840	8533	10458	11498	5670	11259	7356	5928	6679	7002	7259	11945	6573
ENSG00000022976	317	356	456	274	391	450	442	409	395	348	549	295
ENSG00000023041	1093	572	2610	876	714	1320	1659	1604	482	2275	888	1255
ENSG00000023171	353	16	22705	4771	115	186	352	164	36	232	473	679
ENSG00000023191	12598	23129	8189	2470	18787	7877	6370	11178	12834	7997	8448	15363
ENSG00000023228	5546	2878	11239	2078	2263	3644	2125	6657	3235	9687	3256	3065
ENSG00000023287	711	1095	2940	518	355	2075	2007	4438	399	3099	4257	908
ENSG00000023318	3330	1160	4985	3065	1817	2881	2771	5333	2097	4708	3184	6192
ENSG00000023330	3067	1764	5534	1714	3343	4257	1508	4737	3763	5019	2108	4253
ENSG00000023445	403	30	455	181	300	743	11864	309	108	1339	1179	237
ENSG00000023516	1736	311	2238	556	845	1233	2908	2170	484	1767	2675	844
ENSG00000023572	390	117	662	748	256	563	379	1120	102	1090	433	886
ENSG00000023608	134	105	535	191	86	374	305	323	123	555	697	628
ENSG00000023697	2037	3948	5870	1023	2637	2891	1167	2781	1257	7677	1152	5858
ENSG00000023734	5827	7826	12047	1030	4321	4922	2877	6356	3111	8848	9007	8611
ENSG00000023839	418	729	4714	227	1071	238	163	1231	1355	953	32	1103
ENSG00000023892	263	139	478	798	539	1505	5545	327	482	1234	1040	507
ENSG00000023902	3090	2038	2480	2614	1887	3748	7766	2544	3600	2830	8335	1955
ENSG00000023909	324	228	2980	176	212	513	704	647	163	864	480	917
ENSG00000024048	1796	984	3379	699	2393	2700	2282	4198	2679	2372	2104	2048
ENSG00000024422	3924	13838	5422	2728	18019	1509	1351	2526	8175	3476	4306	2847
ENSG00000024526	497	102	2081	145	43	304	400	672	35	1945	601	1256
ENSG00000024862	630	410	1265	271	359	1093	1216	723	398	603	938	636
ENSG00000025039	1456	2903	7392	2076	1021	2667	956	2130	1926	6110	779	2977
ENSG00000025156	504	434	1217	283	330	941	604	524	601	923	1732	504
ENSG00000025293	2243	2207	3941	1349	2344	2886	2068	3711	2015	3507	4638	1893
ENSG00000025423	30	32	22	3	88	101	23	60	45	49	76	26
ENSG00000025434	1451	258	416	607	968	2042	2359	459	250	1432	1805	996
ENSG00000025708	1159	491	5021	2550	7319	8804	8087	3833	2823	6345	6834	4711
ENSG00000025770	4150	1881	3251	3280	3376	3687	2741	1760	5523	7999	2788	4330
ENSG00000025772	3290	2371	6600	1235	2610	3383	2065	3089	2843	8658	4434	3644
ENSG00000025796	4045	3107	9089	1255	1694	5528	2982	6090	2459	5696	6670	3432
ENSG00000025800	4992	3710	7178	761	3952	2982	2665	5573	4335	6604	3270	4442
ENSG00000026025	150437	478580	55451	183021	305261	419792	145835	149856	170833	160462	103672	68407
ENSG00000026036	189	38	324	414	53	156	230	169	94	502	159	105
ENSG00000026103	513	94	610	95	113	454	802	369	58	306	416	187
ENSG00000026297	399	974	690	1183	633	2237	6722	837	947	1639	3652	1368
ENSG00000026508	59833	5926	17573	6785	78770	38635	227424	51713	65934	17196	9417	27861
ENSG00000026559	109	313	25	15	408	594	775	14	718	34	344	36
ENSG00000026652	39	1478	217	589	201	253	265	83	64	524	2228	368
ENSG00000026751	92	60	4938	656	621	3787	2319	4275	143	4751	1338	10984
ENSG00000026950	1866	730	2690	440	1139	3145	6796	3443	884	2521	1135	854
ENSG00000027001	1732	1400	1372	263	1894	1581	584	2290	1337	2082	872	1211
ENSG00000027075	385	775	2115	600	2180	1409	2167	811	1092	1074	1399	1350
ENSG00000027644	5	2	5	3	9	20	16	47	1	8	25	5
ENSG00000027697	1296	485	5351	669	753	1932	6125	3026	644	2394	2433	2986
ENSG00000027847	2863	1803	2904	1371	2096	1605	1409	3157	2416	1654	1285	1238
ENSG00000027869	95	101	501	303	241	2159	718	268	219	623	662	644
ENSG00000028116	606	264	1303	259	240	609	721	1475	184	966	638	1193
ENSG00000028137	685	676	607	683	3154	5181	5413	1270	1547	2503	5213	1014
ENSG00000028203	1207	276	2838	519	550	1145	1343	1474	277	1067	2722	1637
ENSG00000028277	116	120	66	210	177	1126	5452	102	238	582	443	109
ENSG00000028310	4141	1533	1545	2280	2651	2770	1831	3596	1769	1324	3575	1311
ENSG00000028528	10172	3508	6155	2017	4123	5957	4727	12586	3915	5834	12215	4345
ENSG00000028839	340	169	996	139	242	578	725	401	348	711	910	479
ENSG00000029153	272	6	1546	51	129	148	473	140	10	357	269	435
ENSG00000029363	3364	2154	5885	942	1187	4292	4633	4123	1712	5049	5032	3065
ENSG00000029364	4127	1839	5011	1172	4398	3820	2062	4900	4486	2804	3271	3279
ENSG00000029534	18	30	16	12	178	71	168	27	20	35	427	16
ENSG00000029559	7	0	5	4	14	0	10	396	0	12	5	45
ENSG00000029639	291	474	845	509	152	643	649	710	171	472	448	415
ENSG00000029725	4105	1514	4006	1215	1326	3251	2944	4399	1276	2904	4153	2185
ENSG00000029993	2203	614	3045	6890	1417	2514	870	1281	1220	3408	5096	5254
ENSG00000030066	3638	824	2551	633	1599	1657	1908	2610	1315	3123	6786	3328
ENSG00000030110	1553	1628	1897	452	2777	2764	1137	2074	4286	3734	1336	2252
ENSG00000030304	3	0	0	0	0	0	40	0	4	0	1	0
ENSG00000030419	11	7	322	19	46	183	858	273	62	246	208	38
ENSG00000030582	44810	29312	64522	11522	51739	48332	13793	52959	75916	43382	23053	44979
ENSG00000031003	2675	600	2202	629	970	1289	1370	2950	476	2911	1151	1119
ENSG00000031081	5841	2496	2292	1136	5929	1706	1623	6520	2039	4792	1225	1470
ENSG00000031691	173	35	683	56	63	426	301	618	82	157	464	552
ENSG00000031698	11826	6708	7198	3137	8885	7127	4238	8178	30467	7736	6489	8225
ENSG00000031823	5238	4713	2487	2525	5296	4182	3268	4143	11106	3657	6560	2471
ENSG00000032219	325	262	632	270	180	616	1039	796	252	788	966	417
ENSG00000032389	2152	749	1934	598	1785	1378	1352	2067	1710	1338	1440	3208
ENSG00000032444	4515	6961	3403	2896	6162	4849	3463	4166	4397	4945	4832	2406
ENSG00000032742	1054	326	686	164	312	674	418	1060	214	428	1050	352
ENSG00000033011	2761	1328	2371	195	2004	1980	636	2170	1820	1149	844	1136
ENSG00000033030	696	600	1407	1151	768	801	1430	856	452	1057	1428	1160
ENSG00000033050	5305	4775	9352	3512	7206	4470	2621	7215	7570	8018	3294	10985
ENSG00000033100	5923	2309	15472	5980	8625	4309	2745	3870	5896	4098	5961	11290
ENSG00000033122	187	20	45	1	3	8	40	152	1	54	241	7
ENSG00000033170	823	217	882	430	1493	1137	1107	2496	829	1278	724	878
ENSG00000033178	988	633	3960	1120	439	844	1573	2602	462	1784	1646	1695
ENSG00000033327	5049	3220	3022	956	32343	2233	1935	2521	63105	2909	3756	2355
ENSG00000033627	8130	8242	8212	1872	6164	8218	3061	10561	18152	7056	4543	2343
ENSG00000033800	1305	583	1981	557	856	1220	1810	1597	425	2008	2086	1241
ENSG00000033867	637	321	1577	569	472	627	1121	1226	859	775	1302	1272
ENSG00000034053	1675	393	113	342	4095	2237	758	698	4174	1283	3761	91
ENSG00000034152	3241	1373	6516	1997	3477	4533	2451	4945	2881	4001	2553	5848
ENSG00000034239	7	0	132	1	3	2	2	2	0	2	0	4
ENSG00000034510	38576	24113	57332	132436	31990	75159	60505	35742	53411	50899	66747	53098
ENSG00000034533	665	219	562	314	540	469	425	511	259	553	358	559
ENSG00000034677	2314	356	2766	1716	760	1784	4521	4303	792	5551	3055	1312
ENSG00000034693	327	231	1869	166	188	508	527	481	217	777	496	896
ENSG00000034713	5044	1199	5691	575	3013	2218	2696	5512	2264	3386	4083	2132
ENSG00000034971	375	0	0	0	51	0	0	8	1	1	3	0
ENSG00000035115	519	456	1841	815	597	570	1199	1563	466	1098	1635	410
ENSG00000035141	2932	975	3335	1592	888	2083	1698	3255	1444	4143	2447	3059
ENSG00000035403	4670	7607	3862	1388	8748	2711	1744	5034	2647	3281	9104	3064
ENSG00000035499	622	41	501	132	102	357	454	552	80	683	386	476
ENSG00000035664	293	55	248	69	152	203	248	201	36	181	366	139
ENSG00000035681	3036	1299	1603	786	1938	2483	2193	3941	1116	3265	2213	1535
ENSG00000035687	3832	2057	4429	1815	2814	5358	2157	9266	2378	5535	3193	4752
ENSG00000035720	1	2	6	9	17	29	2762	13	41	129	19	6
ENSG00000035862	74916	103230	52042	12695	71114	34008	17449	79456	110709	43314	24388	38886
ENSG00000035928	3079	2169	7186	637	1434	2929	2059	4364	2160	4401	2713	2425
ENSG00000036054	872	467	3792	539	483	862	1161	2773	679	2863	1876	1209
ENSG00000036257	2478	1100	3651	512	1002	2061	2835	3974	1239	4479	3478	2002
ENSG00000036448	218	41	46	18	20	74	75	195	44	211	337	101
ENSG00000036473	0	0	1	0	1	2	1	1	0	0	4	0
ENSG00000036530	11	10	4	118	8	9	60	37	28	18	87	5
ENSG00000036549	1037	897	4868	684	690	1496	1542	2660	503	4558	2799	2216
ENSG00000036565	13	3	0	0	0	14	5	1	1	1	130	0
ENSG00000036672	232	168	610	36	498	118	71	347	91	262	166	83
ENSG00000036828	0	7	0	0	6	0	4	0	0	2	0	0
ENSG00000037042	1865	790	1355	930	911	1048	1196	2176	669	1671	2127	664
ENSG00000037241	778	272	1065	436	439	781	628	1203	307	841	810	1061
ENSG00000037280	392	413	171	412	481	169	888	355	523	239	716	182
ENSG00000037474	6338	3359	5189	1754	2058	4702	2989	8342	2897	2565	4754	3230
ENSG00000037637	2190	1244	2311	686	2001	1590	1088	1993	3545	2718	2017	1533
ENSG00000037749	507	322	935	40	566	422	249	702	445	456	550	413
ENSG00000037757	716	268	955	351	1124	564	1359	779	257	1140	1139	823
ENSG00000037897	1459	1348	1859	1280	987	1259	553	1310	683	2426	1588	2174
ENSG00000037965	168	614	42	278	274	57	119	284	65	88	176	271
ENSG00000038002	2065	1168	2040	1210	570	1267	837	1982	492	2603	642	2122
ENSG00000038210	342	207	1173	250	139	526	843	819	88	725	421	363
ENSG00000038219	1933	2246	7078	436	1203	2171	3282	4803	1281	3894	2719	1320
ENSG00000038274	1692	1033	2543	403	2435	2889	5049	3218	1472	2507	2462	1657
ENSG00000038295	3	7	43	19	76	6	83	94	14	15	32	27
ENSG00000038358	3098	2611	4421	549	2958	1743	2091	1676	4048	5286	2761	2474
ENSG00000038382	2941	2850	5470	4253	4158	1855	2687	4979	3633	2345	4978	1945
ENSG00000038427	6355	8497	1116	790	6029	445	1085	9224	498	1693	50532	2030
ENSG00000038532	2093	2679	2709	830	2653	2184	1929	2540	3435	1907	1969	1206
ENSG00000038945	351	100	462	585	475	825	548	1198	119	544	1056	733
ENSG00000039068	22960	18330	15318	259	12669	378	1932	11725	66	22580	640	5867
ENSG00000039123	2142	1257	2677	557	1226	2055	2498	3586	1097	2795	2531	1939
ENSG00000039139	7	1	10	12	2	47	12	11	1	2	21	10
ENSG00000039319	1834	1182	7376	2261	589	2001	1801	8335	574	6332	1552	4062
ENSG00000039523	6181	6126	4841	2720	6595	3092	4776	3763	2990	8419	6026	4894
ENSG00000039537	0	3	4	8	86	8	41	0	10	8	0	1
ENSG00000039560	5312	2391	1545	1436	1079	1948	1489	6603	913	1897	7791	1331
ENSG00000039600	10	18	20	1	17	18	33	41	9	12	14	24
ENSG00000039650	2899	2106	2644	3116	3146	2371	2506	1848	3207	1609	1413	2196
ENSG00000039987	0	0	4	2	1	1	0	0	0	1	3	0
ENSG00000040199	478	243	711	199	245	145	479	301	313	925	576	670
ENSG00000040275	511	234	630	371	248	791	747	1520	195	1109	1067	580
ENSG00000040341	1306	639	1383	280	958	1254	1073	2508	431	1771	1709	629
ENSG00000040487	2012	1525	2909	1599	2165	1419	954	1649	3535	3349	1195	2029
ENSG00000040531	2767	3547	2989	539	3152	2793	561	1726	3170	2246	1588	2404
ENSG00000040608	427	421	239	1598	641	958	730	1685	1216	3185	463	933
ENSG00000040633	5048	3606	5496	1383	4665	4424	1342	5077	4626	3525	2727	4980
ENSG00000040731	2	4	0	0	0	0	0	0	1	0	261	0
ENSG00000040933	1565	1246	2158	653	1228	1558	2189	2377	1920	2184	2032	1569
ENSG00000041353	15	6	565	14	41	6	54	62	0	11	217	174
ENSG00000041357	5283	1508	7736	1256	2505	5065	4700	6591	1175	6644	6688	9238
ENSG00000041515	54	35	357	1	69	44	100	89	19	428	22	17
ENSG00000041802	2278	1332	6078	1531	1944	2410	1633	4632	1865	3691	1968	2580
ENSG00000041880	1724	421	633	762	1703	884	874	1852	519	857	1048	1586
ENSG00000041982	40050	75017	27540	393	34131	4160	5848	73443	4442	46524	24201	52850
ENSG00000041988	831	827	684	589	686	966	702	883	768	1171	1170	926
ENSG00000042062	26	9	86	41	345	49	280	102	33	59	116	74
ENSG00000042088	1318	474	803	329	937	1703	1027	1020	788	692	1632	1029
ENSG00000042286	2054	999	1645	1751	1210	1554	771	936	427	1934	577	2113
ENSG00000042304	0	0	10	0	0	0	0	0	0	0	0	0
ENSG00000042317	172	79	280	145	161	334	144	374	209	233	358	193
ENSG00000042429	922	735	1129	276	523	738	1005	728	368	865	2091	1533
ENSG00000042445	6182	13805	7444	1732	6191	5227	1504	19337	12783	8763	1817	4705
ENSG00000042493	6484	610	36507	2530	5744	8771	40341	39905	2048	53259	2066	19415
ENSG00000042753	9599	3804	9428	6024	4671	6095	2289	6627	8279	12668	4372	5003
ENSG00000042781	30	13	89	5	9	8	14	25	7	121	17	23
ENSG00000042813	1	0	0	0	1	1	1	1	0	2	0	0
ENSG00000042832	144	478	20	5	102	37	39	71	32	60	183	7
ENSG00000042980	36	26	54	62	91	235	4904	119	40	383	392	30
ENSG00000043039	49	0	595	43	370	61	22	11	4	32	28	428
ENSG00000043093	540	366	2392	579	243	701	970	1192	297	1481	865	833
ENSG00000043143	2933	1721	1413	2041	3613	3551	4330	3123	2515	3833	912	1906
ENSG00000043355	21	2	4	61	5	6	7	0	222	68	56	4
ENSG00000043462	1828	224	1807	429	863	1803	3503	1071	548	2421	1996	2313
ENSG00000043514	602	329	996	457	900	984	729	1459	1060	1380	1575	595
ENSG00000043591	9	0	2	1	7	2	45	5	0	3	337	1
ENSG00000044012	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000044090	5251	6491	5977	1636	9124	3941	2081	5478	9706	2757	7191	2654
ENSG00000044115	33063	10487	16284	2874	29578	15525	9891	25370	15095	22292	25293	11862
ENSG00000044446	1509	1301	1611	673	1027	1074	1696	3328	1902	3833	2515	673
ENSG00000044459	302	249	755	402	81	268	257	403	177	245	499	236
ENSG00000044524	247	41	122	11	50	16	228	226	47	710	15391	20
ENSG00000044574	32998	16685	45444	5544	15092	25689	11814	58856	19228	47909	61393	36960
ENSG00000046604	174	576	278	450	902	262	52	236	2	2749	1212	292
ENSG00000046647	1014	526	411	229	1002	289	465	2586	1155	660	1554	466
ENSG00000046651	553	198	872	724	218	702	2819	2151	213	1997	2736	504
ENSG00000046653	17081	2273	3931	2074	1490	9688	1159	22796	18894	10555	7308	1768
ENSG00000046774	10241	275	7047	212	1865	14	11	4139	0	1	78	3689
ENSG00000046889	25	26	81	65	242	53	130	76	287	61	383	65
ENSG00000047056	1235	1550	1821	1152	1007	2010	1161	1819	615	1693	585	558
ENSG00000047188	1627	1086	1812	414	564	1219	2164	2339	462	1572	1409	607
ENSG00000047230	1089	624	741	315	834	940	866	2455	876	2021	2605	1193
ENSG00000047249	2731	2965	4232	823	2066	3866	1653	9341	2237	4817	3250	2087
ENSG00000047315	6372	3276	11144	1266	11724	4609	4041	8150	4789	6145	4680	4948
ENSG00000047346	638	164	1633	346	195	710	2074	1084	98	1390	1185	436
ENSG00000047365	341	102	1773	169	142	386	1662	751	169	885	517	351
ENSG00000047410	4489	2357	7018	3206	1953	9524	5676	5003	1813	10265	9238	5596
ENSG00000047457	60	62	30	8	151	42	592	15	151	102	3416	14
ENSG00000047578	6206	1179	2735	516	2033	2094	1003	3187	1803	1459	1572	1498
ENSG00000047579	2152	1250	1815	619	2096	4043	1178	1956	2119	3170	1245	1925
ENSG00000047597	7	5	265	17	21	37	7	84	1	75	21	27
ENSG00000047617	12	5	62	19	105	10	16	23	8	13	30	8
ENSG00000047621	586	193	1616	481	184	767	712	961	371	1541	865	1064
ENSG00000047634	187	26	731	429	93	284	1775	710	119	1157	939	356
ENSG00000047644	1602	5134	1611	1429	4172	3781	4360	7785	9506	4089	3257	2840
ENSG00000047648	26	53	29	38	106	23	79	64	386	26	611	27
ENSG00000047662	53	9	26	8	41	100	39	158	59	99	56	52
ENSG00000047849	17298	24149	17265	8086	38289	18839	8603	32020	45715	13640	23011	12803
ENSG00000047932	1027	833	2996	646	480	1456	1845	1693	849	1993	2965	1402
ENSG00000047936	6	0	14	1	2	0	0	3	0	0	300	19
ENSG00000048028	730	547	868	229	308	377	1030	501	229	744	1020	879
ENSG00000048052	84	95	1352	107	223	81	954	156	23	508	600	592
ENSG00000048140	4843	1210	2180	830	3020	4072	1593	5008	3580	2407	1777	1907
ENSG00000048162	1722	1196	1164	1897	1485	2341	1152	2561	2141	1418	844	1308
ENSG00000048342	1569	1275	1627	464	1015	765	127	1799	1517	1141	788	697
ENSG00000048392	1535	254	1607	346	538	1204	1473	2584	333	1250	2695	461
ENSG00000048405	659	499	2478	764	658	579	1280	1022	326	1711	726	1013
ENSG00000048462	3	13	8	6	45	219	719	0	25	342	25	10
ENSG00000048471	2695	1996	2906	489	3027	1844	3177	1184	2174	979	1001	1069
ENSG00000048540	2	2	56	1	14	62	15	42	63	35	1471	3
ENSG00000048544	2629	731	4686	496	2429	3640	1526	3617	2240	3696	1389	2242
ENSG00000048545	0	0	5	1	32	2	1	2	3	3	4	3
ENSG00000048649	1332	990	1511	463	2860	1406	2022	996	6455	1220	3562	1371
ENSG00000048707	8071	2045	4876	765	5388	1935	2233	3055	2369	4789	1674	2253
ENSG00000048740	4494	5887	7961	1707	5151	4672	7576	12055	3727	10341	3621	3050
ENSG00000048828	7395	7022	9647	3192	4674	5720	6170	12036	4411	12694	3454	8167
ENSG00000048991	1878	890	2572	697	781	1112	1848	2317	842	2942	1549	1557
ENSG00000049089	362	48	200	57	333	253	1297	393	110	595	1671	247
ENSG00000049130	368	113	1635	265	159	79	190	360	34	420	1302	549
ENSG00000049167	668	187	328	155	230	337	226	428	244	308	296	225
ENSG00000049192	14	8	29	64	33	24	229	52	2	88	97	19
ENSG00000049239	6678	6738	5465	1669	6371	5517	3745	5035	3824	4343	4716	5861
ENSG00000049245	7652	4987	12026	2870	7123	7206	2682	8131	4674	7938	5087	8989
ENSG00000049246	1485	732	1428	581	1237	1727	602	667	1233	1952	347	1312
ENSG00000049247	2	5	5	4	47	9	24	10	0	101	4	11
ENSG00000049249	19	11	71	33	48	1198	1328	112	64	347	647	39
ENSG00000049283	30	2	627	18	305	1	11	35	0	17	17	338
ENSG00000049323	682	237	1994	183	7037	91	366	2126	375	338	1755	977
ENSG00000049449	5592	1156	13509	3415	2406	3372	3031	5895	469	9180	10424	10281
