TCGA.3B.A9HP	TCGA.X9.A971	TCGA.3B.A9I0	TCGA.K1.A3PN	TCGA.IE.A3OV	TCGA.3B.A9HR	TCGA.DX.A8BV	TCGA.3B.A9HL	TCGA.X6.A8C4	TCGA.DX.A6YX	TCGA.DX.A3LU	TCGA.3B.A9HV	TCGA.FX.A48G	TCGA.DX.A3UC	TCGA.DX.A8BU
ENSG00000011007	2833	2752	1889	2463	2989	2733	3648	4684	7348	7411	2268	2803	1166	1241	5883
ENSG00000011009	2366	1345	1614	2067	2014	1272	2513	2748	4745	3162	4032	1598	2566	790	2977
ENSG00000011021	1665	1125	1724	1044	3046	1878	1379	1382	3552	2477	613	1397	464	319	2243
ENSG00000011028	6211	1621	928	2330	2015	2120	19735	28016	24513	6168	57120	1857	33915	3504	15444
ENSG00000011052	27	132	15	33	41	66	49	140	87	90	101	68	49	16	146
ENSG00000011083	5	2	6	0	1	235	4	1	124	8	0	0	4	0	23
ENSG00000011105	5812	2212	5505	1563	2596	2034	4361	5164	5997	5731	2436	2701	5403	1874	7855
ENSG00000011114	1077	5224	1292	1620	2480	3536	2248	1703	2598	2825	432	1177	442	887	1525
ENSG00000011132	1653	2641	2360	1241	1590	1636	945	620	641	1269	1126	1385	788	916	860
ENSG00000011143	709	1175	869	946	467	1055	498	798	473	969	529	1248	1256	490	914
ENSG00000011198	357	1582	425	647	709	1176	517	1052	2507	1084	258	1172	195	393	521
ENSG00000011201	71	896	2	213	394	167	1901	493	3	519	102	1109	26	62	116
ENSG00000011243	2943	2853	4006	1205	3127	3509	2602	2422	3929	3401	2306	3680	3045	1892	4243
ENSG00000011258	967	1115	660	447	623	1833	1030	1516	483	560	481	932	176	438	1534
ENSG00000011260	1243	1311	1011	863	784	1165	1673	1868	2170	4760	1212	1239	1159	537	2934
ENSG00000011275	3916	2524	7232	23144	4800	6598	2679	3711	4849	6699	1650	4154	3599	4375	6039
ENSG00000011295	960	2065	1090	5912	1522	5209	1594	2009	3310	1460	1071	1337	1751	1230	2133
ENSG00000011304	10767	24264	14275	6612	12253	14396	14258	16856	14763	26166	11809	19181	7619	4640	14673
ENSG00000011332	52	1516	169	781	130	1026	128	133	69	203	16	1287	132	793	543
ENSG00000011347	210	1241	191	97	1069	170	47	549	153	7191	132	11	126	58	1136
ENSG00000011376	856	1110	989	1171	1830	2007	975	945	1827	2401	599	2208	535	447	1122
ENSG00000011405	1547	2291	1676	1145	3225	6847	1816	3013	1066	4033	613	1943	217	840	1779
ENSG00000011422	2774	1667	890	269	435	283	2570	4760	12309	17750	3463	1470	704	450	1977
ENSG00000011426	849	19777	3443	7634	3920	16870	2894	3536	9015	19418	744	11122	214	8034	15582
ENSG00000011451	4921	4278	4750	2689	5938	6426	3597	6043	3742	7023	2021	5643	4663	4131	5092
ENSG00000011454	5550	8978	8619	7920	7188	21773	3910	3911	3393	2347	2705	16745	5636	5822	5328
ENSG00000011465	28607	3165	54	2457	14468	617	111349	120166	34839	13260	174511	45875	14016	7	43750
ENSG00000011478	458	784	484	213	225	375	350	424	1002	782	779	498	583	655	1720
ENSG00000011485	3403	6094	3121	2307	1723	6536	3495	3829	2286	4793	1933	7226	1387	2908	6244
ENSG00000011523	2207	2697	2658	2588	2256	3370	2093	1818	793	1799	667	1816	1705	899	1699
ENSG00000011566	1263	2068	1105	760	1186	1753	1427	1549	1096	3008	394	3300	101	403	1243
ENSG00000011590	19	11	39	10	25	13	21	14	9	11	50	3	8	7	18
ENSG00000011600	4396	702	5487	1930	3959	454	4251	5619	3108	3016	39668	725	5384	1164	2012
ENSG00000011638	2181	5542	3947	2191	5496	5752	1327	3114	411	1494	2016	4411	2991	2513	2740
ENSG00000011677	55	616	6	318	34	4	24	412	277	5	4	1	329	178	1011
ENSG00000012048	460	2086	1001	1117	1053	3027	853	905	1410	1719	518	1977	211	703	1123
ENSG00000012061	3821	3512	2061	1683	1342	3425	2726	2661	8594	6103	5251	3508	4127	2389	4030
ENSG00000012124	77	41	59	13	29	22	71	29	14	8	49	15	15	10	4
ENSG00000012171	2055	921	2801	288	4298	1571	510	205	30	60	297	1107	1833	23	252
ENSG00000012174	938	2990	1010	984	3718	974	1152	2109	1617	4067	795	1411	744	1549	1318
ENSG00000012211	324	413	183	663	1165	648	454	428	436	843	201	612	312	1271	739
ENSG00000012223	183	18	57	118	56	65	196	88	3	2	16	35	81	11	9
ENSG00000012232	2688	4385	2118	2803	3623	3033	3237	2625	1947	2651	799	1830	6112	2586	4620
ENSG00000012504	37	30	14	17	21	11	0	9	0	1	0	2574	204	6	0
ENSG00000012660	2653	9996	3011	3277	3737	4937	5367	10237	6038	8450	2769	5656	1423	1150	5838
ENSG00000012779	701	212	908	248	400	79	422	1085	333	1508	516	52	71	151	248
ENSG00000012817	2	0	4449	1	369	1	2793	3314	0	0	1024	3	0	5	223
ENSG00000012822	7236	3189	11556	5823	8191	14508	3406	3523	3125	1959	1611	4268	2698	2033	3515
ENSG00000012963	1700	18753	4343	4630	4107	7705	3374	2075	4475	6195	1257	3395	586	3127	3639
ENSG00000012983	2233	11815	1741	1703	3990	7130	2887	2950	2892	6616	675	3719	739	1820	2323
ENSG00000013016	710	929	493	112	137	916	978	520	818	493	303	99	393	107	294
ENSG00000013275	3707	4616	3329	2590	5765	5590	3947	4378	2680	6507	5586	5753	3941	2819	6277
ENSG00000013288	3016	8951	2916	1748	5502	4546	3407	2871	5294	5188	4124	6612	2343	4748	3889
ENSG00000013293	4	0	0	0	0	3	2	7	2	1	9	2	1	4	0
ENSG00000013297	923	46	5	14	83	15	2215	64	2754	2187	9228	172	42	131	151
ENSG00000013306	4979	5085	4428	6025	3570	3925	4852	6549	4697	9665	8166	5270	10309	3376	6439
ENSG00000013364	8378	6140	15069	8891	22079	9582	6511	8055	16150	27045	20563	9126	20465	3717	11405
ENSG00000013374	3436	3095	4011	3067	4874	6033	2136	3044	3837	5761	4653	3289	4683	2144	2732
ENSG00000013375	1501	2554	715	416	872	831	2660	1872	2204	2415	1731	1603	886	512	3037
ENSG00000013392	454	484	390	110	413	392	247	418	204	309	299	521	493	180	582
ENSG00000013441	3968	3005	5938	2043	3561	4694	5305	3558	3858	2998	2087	2561	891	1686	2949
ENSG00000013503	530	295	340	286	710	539	832	674	664	1888	431	563	310	79	369
ENSG00000013523	857	1142	877	564	1253	1735	846	1073	1044	1657	336	424	761	588	1422
ENSG00000013561	1808	3265	2104	2419	5118	2301	2031	1969	3096	2654	1388	3524	1829	1301	3583
ENSG00000013563	600	598	604	1080	598	775	453	365	556	3450	279	1353	207	517	955
ENSG00000013573	1356	3845	2120	1311	1686	1496	1097	625	3729	1643	658	2050	967	999	398
ENSG00000013583	2252	2501	2041	1497	1393	1731	2281	3443	5371	4751	2739	1407	3500	860	1222
ENSG00000013588	609	2314	166	1213	492	678	290	2501	1559	3683	354	864	601	374	162
ENSG00000013619	433	1768	2966	706	1359	1079	644	562	180	894	191	2032	140	468	1054
ENSG00000013725	269	36	499	73	524	12	37	99	203	39	840	81	211	152	100
ENSG00000013810	1774	17552	6438	11739	4060	4777	3031	3770	7474	8057	4390	7724	2484	3654	6078
ENSG00000014123	1491	2601	1401	903	2570	2742	1720	1621	1451	2019	897	2171	201	765	2209
ENSG00000014138	1112	1721	2369	2857	1047	2523	1274	1486	3848	3658	1602	1803	2344	1217	1885
ENSG00000014164	2232	989	1562	1389	2067	2041	863	1570	767	2204	1365	1433	1577	1348	2044
ENSG00000014216	6491	7127	7366	6726	8005	7199	6513	6116	10343	18672	6009	5779	7914	4308	4338
ENSG00000014257	43	6	31	16	10	1	15	18	117	280	25	2	5	10	142
ENSG00000014641	5834	6532	6483	22376	4880	9201	3717	4446	8594	5145	5132	31267	6848	3012	3186
ENSG00000014824	2461	4818	2535	2501	3990	4141	1935	3953	6464	4507	1717	3651	2623	985	3754
ENSG00000014914	2078	2222	2269	1762	4907	1859	730	368	725	1749	233	2152	1098	1064	853
ENSG00000014919	1057	1017	1059	1462	2347	2541	1350	1565	1851	1447	1623	1905	2164	544	1348
ENSG00000015133	880	5221	1799	653	5426	1743	1401	510	66	88	454	3018	2706	1161	123
ENSG00000015153	787	1006	1117	340	874	1118	1022	851	966	605	522	979	585	208	1459
ENSG00000015171	2031	3380	1826	2374	4420	3487	3286	2914	2061	4413	1848	3632	1704	2260	4788
ENSG00000015285	648	130	1290	324	1005	54	664	1035	360	695	4468	89	486	305	317
ENSG00000015413	113	29	4	10	21	32	173	7	5	5	38	2	540	0	19
ENSG00000015475	1093	400	759	565	536	381	1913	1125	2148	1309	2005	1596	1069	410	1285
ENSG00000015479	198	482	133	73	250	568	309	280	249	289	3	265	7	125	384
ENSG00000015520	272	42	376	22	125	727	5	13	19	18	0	41	11	33	1
ENSG00000015532	3339	1691	2608	1241	736	2848	2265	2762	3565	4785	1735	2118	3945	1477	2749
ENSG00000015568	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSG00000015592	23	47	73	7	69	14	2	1	6	3	0	7	593	17	1
ENSG00000015676	7144	3100	6469	5693	4097	7944	4295	4814	6628	11038	3405	8228	7202	3384	5126
ENSG00000016082	722	0	2335	794	7	5	171	136	1	0	143	1	17	2	48
ENSG00000016391	129	186	7	51	25	10	155	150	4	3	50	501	44	70	199
ENSG00000016402	3	1	1	1	5	0	1	1650	7	26	403	4	5	23	102
ENSG00000016490	1	0	0	0	0	1	2	1	3	0	94	0	0	0	2
ENSG00000016602	0	0	0	0	2	0	0	3	3	0	6	10	1	0	0
ENSG00000016864	2810	2825	2486	1875	3982	3529	2939	5844	4116	4045	4827	1499	2594	932	2837
ENSG00000017260	2677	3782	2166	2479	3970	3772	3759	3740	5119	13548	1737	4475	1337	1414	7913
ENSG00000017427	54	36	127	53	236	51	742	94	12	42	548	23	1190	42	532
ENSG00000017483	343	325	434	46	210	54	1105	242	11112	2867	1080	51	200	22	664
ENSG00000017797	4060	6352	3173	4681	5718	6928	5070	4680	3443	8269	1631	5806	1077	1446	9655
ENSG00000018189	1422	2193	693	431	1560	1408	1296	1352	1308	1397	797	1585	1853	787	1822
ENSG00000018236	60	13	2	176	103	10	5	20	1133	3	40	1525	2	95	13
ENSG00000018280	421	172	328	759	110	69	198	582	540	590	125	135	63	74	500
ENSG00000018408	6046	8131	5458	7134	7181	14091	8522	8398	8875	14447	3171	13502	3119	2533	11932
ENSG00000018510	2042	3847	1611	1727	2203	4040	3499	2549	5354	3213	2302	2119	825	1043	4635
ENSG00000018607	1	0	0	1	0	0	0	0	0	0	0	0	2	4	0
ENSG00000018610	1235	1575	1318	1208	1074	2066	891	676	492	1841	778	2691	1141	479	1324
ENSG00000018625	370	84	8571	23	90	5454	124	24	5	0	3	7979	578	179	753
ENSG00000018699	881	963	1105	664	615	1097	1006	719	2025	1475	610	858	756	199	715
ENSG00000018869	215	218	142	67	53	300	185	142	122	11	170	206	191	112	35
ENSG00000019102	45	171	120	6	60	40	55	47	3	490	11	24	63	112	11
ENSG00000019144	4544	8516	5067	3688	5034	4078	8514	9459	1736	8128	2253	3643	2075	2947	3409
ENSG00000019169	76	62	38	64	57	2	261	836	613	514	80161	0	13	2	23
ENSG00000019186	20	9	0	11	1	6	7	0	199	546	1	9	3	4	9
ENSG00000019485	491	2438	704	831	433	1347	816	1128	200	818	139	585	328	341	427
ENSG00000019505	2	14	0	0	7	7	0	3	2	1	0	45	0	5	1
ENSG00000019549	1770	974	922	1902	5799	2190	5500	5108	13345	7190	3688	1331	3350	852	11944
ENSG00000019582	80695	17260	215736	33956	206885	8673	26820	32191	28456	100979	325269	7175	68716	28452	45842
ENSG00000019991	516	293	198	356	7358	1818	423	521	661	10959	289	23	1669	210	4191
ENSG00000019995	504	1866	646	401	1488	2203	813	1287	1246	1058	125	1244	59	224	1489
ENSG00000020129	2332	494	2400	1880	2310	3010	1764	1745	4256	5559	1917	2589	1252	911	2880
ENSG00000020181	6972	13728	1747	533	4037	1325	9638	16481	5899	12249	1465	17747	2065	2275	1345
ENSG00000020219	2	1	2	9	5	1	1	1	1	0	0	1	0	2	0
ENSG00000020256	943	598	601	738	1215	1270	861	695	757	2105	420	1008	398	350	829
ENSG00000020426	526	1535	811	619	670	1191	525	640	661	1686	312	1269	306	467	1130
ENSG00000020577	1641	9062	1224	1901	1593	5316	1569	2404	2309	4539	1002	701	465	1150	2272
ENSG00000020633	411	1251	715	1434	864	587	195	199	395	92	884	365	171	150	1137
ENSG00000020922	1184	2078	1304	953	1154	1908	982	1173	1441	3034	860	1060	527	840	1731
ENSG00000021300	334	20	119	141	45	263	19	20	17	42	61	127	199	197	89
ENSG00000021355	1980	2496	2034	1163	1952	3001	2699	2713	1969	3164	3838	972	570	369	2276
ENSG00000021461	5	4	1	2	0	5	1	2	3	5	0	0	0	0	5
ENSG00000021488	26	54	18	8	7	105	14	29	9	14	12	26	3	36	25
ENSG00000021574	841	1310	566	489	757	690	1093	1205	1093	1182	767	1331	206	176	955
ENSG00000021645	419	2219	1431	1688	4612	264	115	87	5	21	7	1464	398	1858	150
ENSG00000021762	3635	1904	2876	2872	6985	5442	2379	1993	1512	2592	974	5214	3809	1687	1707
ENSG00000021776	1978	2521	1739	1650	3029	4496	2472	2210	2676	5143	1140	3828	608	1445	2501
ENSG00000021826	386	2159	1180	1199	397	1965	840	460	1958	980	19	1498	742	679	151
ENSG00000021852	0	0	0	4	2	0	0	1	0	1	0	0	0	0	0
ENSG00000022267	24221	56585	76964	45239	37393	81553	6355	11289	6190	12541	4946	160811	9875	43749	57734
ENSG00000022277	6178	3602	6806	6141	8917	9152	4972	4966	5879	6841	3605	9500	6068	2224	10436
ENSG00000022355	0	0	0	1	2	0	0	4	0	0	0	0	0	0	2
ENSG00000022556	120	17	29	15	18	1	163	6	4	38	143	1	66	1	5
ENSG00000022567	1885	499	638	715	2027	1525	1246	744	289	161	942	651	955	452	460
ENSG00000022840	7212	6142	7530	10477	8263	9818	7081	9717	11790	17517	8084	15175	7752	4666	12153
ENSG00000022976	226	635	484	581	426	878	375	292	385	728	84	176	48	256	99
ENSG00000023041	973	1703	731	822	1034	1983	1378	1106	2565	2016	809	1264	862	561	1741
ENSG00000023171	277	197	118	35	123	202	202	1008	500	1370	240	68	350	295	1361
ENSG00000023191	10035	6070	8309	7188	12729	12380	12082	9044	8870	25727	15911	10120	13988	5315	10845
ENSG00000023228	3206	4244	3286	4777	6348	6258	3533	3691	6154	4296	2344	5481	2460	1662	3480
ENSG00000023287	3335	1966	2024	1880	4842	5863	3483	2343	4498	4907	908	3085	957	1679	6424
ENSG00000023318	2956	3385	3670	2404	1413	4354	3743	6109	4538	2796	7344	3555	4338	1793	3312
ENSG00000023330	1773	2361	1758	3291	4579	3841	2282	3107	2557	3513	1456	4245	1998	880	1827
ENSG00000023445	1358	513	1846	309	2016	244	531	189	178	3250	1078	95	160	441	735
ENSG00000023516	3039	2751	1824	1465	5334	5662	2288	2398	3229	3884	1468	7131	376	1866	2245
ENSG00000023572	327	565	278	443	463	285	391	188	1107	688	314	657	311	335	520
ENSG00000023608	426	934	444	619	589	923	410	667	1174	2116	217	399	190	284	683
ENSG00000023697	851	2528	1239	2025	1108	918	1276	1858	2306	1788	1558	1546	1215	660	860
ENSG00000023734	3793	7202	3947	5143	6002	6660	4181	6542	11622	9756	2700	6292	4061	1701	5383
ENSG00000023839	39	106	29	14	168	103	447	79	103	126	87	16	7	16	25
ENSG00000023892	605	118	974	215	725	156	547	556	285	560	2623	661	361	212	212
ENSG00000023902	13306	10608	22482	26217	10485	9601	4818	7288	24073	6541	21681	19105	23571	13487	12172
ENSG00000023909	674	1152	316	417	1144	916	1320	704	7765	4526	312	401	34	332	1131
ENSG00000024048	1961	2485	1862	792	3332	4949	1977	2131	1997	2168	9404	1953	1225	612	5883
ENSG00000024422	14410	29584	11896	15421	6831	29636	18208	20314	12155	15669	12928	32626	11267	9081	28905
ENSG00000024526	288	3615	1065	2179	1689	2801	720	821	2272	3576	305	3181	125	1177	5409
ENSG00000024862	1207	1056	898	540	697	748	824	1698	748	651	1003	1795	913	450	2776
ENSG00000025039	720	3544	394	950	430	1816	326	1009	282	202	606	2349	196	1015	2533
ENSG00000025156	943	1735	943	583	829	1301	922	614	728	1308	547	2297	596	899	2442
ENSG00000025293	2191	1786	2690	2017	5556	5365	2262	3429	3638	4940	1387	3459	1877	1292	8199
ENSG00000025423	2151	2702	2777	1495	3841	5171	19	107	33	27	14	4741	864	576	99
ENSG00000025434	1710	325	1401	1006	1468	1137	1940	2157	256	598	3998	387	1306	450	387
ENSG00000025708	3456	3348	8779	6283	10511	348	5135	4074	2355	4245	14661	974	1590	3031	1940
ENSG00000025770	3497	14915	8462	4800	7320	5538	2215	3016	8303	4857	3499	11238	4489	6351	4150
ENSG00000025772	1795	974	1052	1197	1467	1249	827	1163	4518	8741	1459	3454	1964	571	3780
ENSG00000025796	4019	6439	3669	1854	4320	3158	5976	6599	5024	6848	4075	7796	3233	1864	7391
ENSG00000025800	3413	5827	4644	4679	7011	7843	3311	4152	5382	9365	1525	4897	1110	2625	8606
ENSG00000026025	75425	154664	65124	129301	126240	194573	100930	69632	215757	395219	66967	69771	170270	23714	124176
ENSG00000026036	166	413	352	109	279	246	111	158	106	140	31	218	25	171	212
ENSG00000026103	1076	2835	2169	1974	2861	599	1359	1991	2335	1665	900	971	536	1471	962
ENSG00000026297	2543	867	1926	581	1979	479	1583	1642	1025	1809	13509	905	3799	926	1015
ENSG00000026508	12870	11116	28679	19449	19558	14660	6435	35520	45686	60774	13445	1358	22419	2567	22343
ENSG00000026559	1253	1471	45	8992	2047	644	118	495	304	2852	94	523	4948	451	223
ENSG00000026652	1432	1035	1072	350	649	904	767	1536	1656	1451	1954	1075	2049	465	1943
ENSG00000026751	239	133	376	86	1084	63	65	72	57	61	2890	24	188	86	191
ENSG00000026950	2596	1445	2236	455	4558	880	1929	1057	2018	1326	2990	1207	545	287	765
ENSG00000027001	587	642	284	733	771	445	521	532	1323	1185	545	878	664	427	808
ENSG00000027075	1309	796	872	997	1247	732	1916	1393	230	473	819	304	329	271	567
ENSG00000027644	11	113	24	214	6	11	103	219	505	241	78	20	1	22	7
ENSG00000027697	3406	3744	4558	1384	5727	1665	4313	18331	1966	3672	2137	2012	957	1693	3410
ENSG00000027847	1937	1780	1475	1881	1287	1973	1586	1727	1084	3073	3379	1262	3573	1274	643
ENSG00000027869	144	52	205	97	225	8	95	193	397	76	602	14	112	51	51
ENSG00000028116	518	738	541	530	781	518	659	355	790	1000	334	1322	65	187	597
ENSG00000028137	4559	774	7548	1340	4992	669	6103	12441	2946	2069	13977	502	2157	1277	2666
ENSG00000028203	2433	3298	1825	2531	2791	3804	1939	1858	2236	5365	797	5949	950	2185	2221
ENSG00000028277	458	163	357	96	347	184	374	124	919	299	834	40	224	144	82
ENSG00000028310	2326	1675	1042	1776	1292	2782	4282	2087	5313	2699	1200	1726	2544	878	1966
ENSG00000028528	6448	4022	7567	5591	6287	13807	6234	5159	10824	8566	3775	6835	2054	3623	6748
ENSG00000028839	663	906	501	285	561	671	638	1460	1005	682	676	852	634	294	799
ENSG00000029153	676	4405	668	928	549	1250	883	472	5207	14802	508	1142	203	1036	1171
ENSG00000029363	4464	7282	3923	2417	5350	7482	5794	6540	6649	5573	3474	6841	2810	1965	5795
ENSG00000029364	1732	8340	2761	3112	4596	4524	3439	4288	3277	5064	2242	1859	1325	1679	2225
ENSG00000029534	209	2402	480	1674	481	624	194	220	1361	2667	266	358	20	252	4595
ENSG00000029559	6	106	0	0	0	16	0	0	2	4	0	0	0	2	210
ENSG00000029639	413	546	349	206	212	211	271	137	415	331	244	506	475	148	308
ENSG00000029725	1628	2803	1350	1792	3858	3144	4584	3794	6051	3172	2457	4090	3655	2122	3679
ENSG00000029993	503	5278	418	1183	796	1029	2088	938	2236	4779	1225	5075	871	269	5518
ENSG00000030066	1919	5138	2467	2186	3727	4458	5087	2972	2565	6077	1012	3335	326	918	4000
ENSG00000030110	857	1152	834	909	1235	1651	1126	1207	1244	1156	1512	1505	884	421	1564
ENSG00000030304	15	4	11	14	1	32	8	0	10	28	0	1	4	2	709
ENSG00000030419	179	155	385	100	1789	195	116	536	49	278	136	95	25	88	166
ENSG00000030582	19947	15555	27654	18984	16726	19949	22259	20149	14097	30648	55859	19894	41741	11894	34996
ENSG00000031003	1558	3843	2628	2609	5066	6971	1499	814	2165	1172	604	3184	874	1135	1526
ENSG00000031081	1825	1661	967	579	3391	1059	3527	3448	1365	2972	1050	858	1078	538	1309
ENSG00000031691	161	694	193	258	200	1184	337	230	862	410	102	384	89	90	737
ENSG00000031698	6975	7211	9330	7689	11274	8850	7336	7533	15865	6482	7741	11227	8656	2064	9423
ENSG00000031823	6088	10843	7551	4425	7426	7189	3662	3569	4232	4696	3929	9091	3673	3014	4991
ENSG00000032219	812	1993	1153	857	2749	2533	1380	1054	648	1719	374	1154	198	1097	1249
ENSG00000032389	660	898	1032	1028	770	555	724	983	1832	987	1256	1353	721	322	478
ENSG00000032444	5810	9949	8077	4940	9888	6935	2997	2089	4546	7523	3214	4146	7205	2641	3194
ENSG00000032742	894	700	239	401	516	466	638	800	1005	1039	458	1242	642	415	919
ENSG00000033011	882	716	846	1572	1902	686	753	876	1015	1732	813	985	1102	433	492
ENSG00000033030	1225	1492	1343	1065	1085	1445	1350	1330	1170	1673	551	1220	216	621	1040
ENSG00000033050	3036	2710	2744	2806	3171	5779	1912	3941	5024	8266	1962	3247	3873	1395	2619
ENSG00000033100	3912	3193	2942	2191	3052	4579	3358	5905	6439	11041	5939	2177	6045	1999	4397
ENSG00000033122	394	1483	47	61	118	2598	29	336	55	32	81	4510	10	801	132
ENSG00000033170	781	5960	1223	965	2427	2832	914	1147	1293	11493	931	18545	646	1451	981
ENSG00000033178	1539	2617	1423	1365	2041	1851	1690	1409	1990	2230	1391	2948	973	1028	2638
ENSG00000033327	3770	2411	4221	1095	2777	2132	3297	6180	2499	2418	1096	1383	3465	1653	2167
ENSG00000033627	3723	3746	4479	5269	3259	4233	1785	2425	1742	1806	4622	3336	5318	1607	1837
ENSG00000033800	1668	1741	1425	1309	2836	5685	2145	1476	2234	3072	869	4479	331	1307	2391
ENSG00000033867	1633	8104	1529	1045	10873	6202	2589	1572	3309	2548	482	5655	162	4056	1813
ENSG00000034053	426	33	34	26	51	6	39	48	3	4	122	3392	213	387	18
ENSG00000034152	1815	2047	2012	8937	2390	1121	2848	3426	4483	3297	2325	1549	1825	2172	2831
ENSG00000034239	22	3	7	2	223	104	42	180	707	122	224	65	844	93	1699
ENSG00000034510	54319	39806	30048	33762	28268	18939	69460	43683	96961	54096	243969	64926	364074	27735	26059
ENSG00000034533	411	643	389	460	834	616	657	459	576	765	449	540	311	216	552
ENSG00000034677	5186	4063	3506	3594	17197	6007	3889	3165	2126	948	894	4535	793	4100	3313
ENSG00000034693	501	1163	591	245	614	977	544	775	579	821	383	765	238	334	977
ENSG00000034713	3913	3233	4543	2211	3488	3352	3566	2810	2769	2929	2625	2775	3489	779	6935
ENSG00000034971	10	429	892	86	4112	1176	42	3	0	1	7	6926	604	1031	4
ENSG00000035115	1216	365	772	207	993	300	793	661	1123	666	507	1030	226	308	261
ENSG00000035141	1420	1541	1788	1692	788	1103	1370	1005	4257	1943	1887	2565	1888	525	1836
ENSG00000035403	12633	40980	38852	39957	63432	26904	12474	15197	13600	19448	3183	21630	7128	24633	13753
ENSG00000035499	55	1046	227	452	257	597	270	146	284	912	88	727	25	283	558
ENSG00000035664	957	336	459	97	426	359	725	458	376	153	152	51	34	194	858
ENSG00000035681	1895	1925	1535	939	2292	1979	1550	1617	11792	11378	1402	1472	986	906	1949
ENSG00000035687	2708	3362	1588	1712	3188	3395	2263	2100	4803	7392	1478	5914	821	1096	1559
ENSG00000035720	30	5	70	8	9	7	26	5	1	15	91	2	1	5	6
ENSG00000035862	41108	83563	33864	27918	25357	34394	61754	69804	84487	53414	95554	85240	76747	32802	48475
ENSG00000035928	2927	5545	2842	2739	4386	6171	2359	3753	5794	5113	1745	7102	2077	1931	6711
ENSG00000036054	1592	2714	1317	1214	2095	2950	2115	2288	2571	3226	993	1731	631	702	5422
ENSG00000036257	2142	3368	1951	1892	1967	2583	2451	2532	3088	2383	1223	3259	1144	1116	2110
ENSG00000036448	6	29	42	2507	31	129	167	26	28	5	306	1427	520	306	59
ENSG00000036473	2	0	2	70	17	10	0	1	0	2	0	0	0	1	2
ENSG00000036530	415	145	90	61	45	256	885	366	96	124	65	104	731	113	392
ENSG00000036549	2032	1580	1545	1568	2617	3308	1818	1499	7550	3715	733	2380	441	747	3698
ENSG00000036565	3	3	19	2	32	1	0	0	1	0	0	0	0	0	0
ENSG00000036672	179	398	403	886	550	391	137	347	52	35	71	1067	215	558	7444
ENSG00000036828	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0
ENSG00000037042	1682	1263	1792	2381	1378	1075	527	880	645	1057	657	969	2757	1333	1224
ENSG00000037241	751	1782	1113	1855	1511	1924	626	988	740	1184	940	2152	1853	444	1052
ENSG00000037280	2930	1576	721	746	447	1148	5361	2695	156	522	250	761	1043	144	636
ENSG00000037474	3163	3208	1513	2969	2584	5454	5023	3171	7974	5541	1386	3962	1321	1761	3620
ENSG00000037637	2223	2960	2856	2039	2154	2837	1861	2202	2857	3070	1229	3245	1016	701	7598
ENSG00000037749	395	1163	179	181	975	1030	1081	1644	472	1028	54	458	90	158	1073
ENSG00000037757	1369	2420	1839	1766	2388	2218	851	678	1416	1206	402	1368	482	744	1806
ENSG00000037897	1099	403	457	851	514	566	645	7420	1954	1050	20069	503	1833	159	782
ENSG00000037965	87	97	759	21	49	147	380	147	218	219	307	3	0	398	22
ENSG00000038002	729	944	872	1145	703	400	673	169	445	957	715	936	346	561	218
ENSG00000038210	726	2933	1152	1416	1470	685	607	1415	2691	1649	1017	1042	316	592	2011
ENSG00000038219	2446	5360	1759	1689	3713	6943	2384	3231	4871	5717	827	6159	404	1676	4934
ENSG00000038274	3138	2583	4782	4806	6675	4449	3702	1624	2666	4948	1874	3903	1376	1828	4015
ENSG00000038295	102	64	88	25	245	54	1052	124	15	12	14	91	49	19	53
ENSG00000038358	1926	3363	3163	1301	3707	2374	1911	1484	1992	2339	399	4065	150	934	2942
ENSG00000038382	3151	12563	3284	4686	4251	10904	15311	26393	30346	18166	4171	8231	1283	4339	14518
ENSG00000038427	6335	13863	708	13027	15355	28669	47089	11316	8471	16456	15133	135	15201	3980	36267
ENSG00000038532	1276	3335	1395	1661	3106	1805	1282	1893	1103	1953	759	2011	1560	1179	1686
