TCGA.50.5066	TCGA.55.6712	TCGA.50.5068	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.55.8615	TCGA.73.A9RS	TCGA.50.5936	TCGA.53.7813	TCGA.95.A4VP
ENSG00000016602	6	1	0	0	3	3	2	0	0	1	3
ENSG00000016864	4918	1211	1526	801	1871	1552	1566	993	1229	1316	1718
ENSG00000017260	13477	3019	2269	3594	6382	1979	6040	7807	6616	2251	3071
ENSG00000017427	1077	82	104	58	168	158	223	11	141	75	445
ENSG00000017483	1014	423	294	370	402	787	98	87	934	674	701
ENSG00000017797	9879	3625	1156	2023	4271	1508	4377	1351	3285	1490	3187
ENSG00000018189	3825	1067	767	938	1429	503	2418	1173	1447	2429	1725
ENSG00000018236	527	55	89	140	5352	229	9	1	709	33	55
ENSG00000018280	3701	648	437	1950	1400	333	1668	415	3439	143	2349
ENSG00000018408	13272	2057	2031	2813	3147	2282	1933	1563	7107	1478	3369
ENSG00000018510	10249	2820	1489	1395	4537	1246	1790	1634	2349	1665	1902
ENSG00000018607	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610	2487	711	995	586	986	536	619	489	713	606	741
ENSG00000018625	296	48	32	66	83	145	24	26	252	16	100
ENSG00000018699	3054	572	598	304	2389	513	825	404	551	457	690
ENSG00000018869	255	25	97	54	74	126	127	31	87	43	109
ENSG00000019102	191	22	1109	1758	366	605	1395	27	2011	473	3308
ENSG00000019144	8001	2536	723	1096	1818	1225	1444	383	2720	838	3194
ENSG00000019169	948	2064	217	18653	3145	1067	1533	25	18712	148	1723
ENSG00000019186	1236	141	955	4	20278	238	2244	11	6	5813	2525
ENSG00000019485	656	409	134	412	412	266	335	358	905	133	339
ENSG00000019505	73	1	0	2	173	15	9739	89	18	12	3286
ENSG00000019549	425	1587	126	100	536	547	178	64	232	169	253
ENSG00000019582	182637	266204	116191	259365	84003	213514	28168	24196	218166	45953	133704
ENSG00000019991	1501	203	425	434	482	472	106	46	1285	73	464
ENSG00000019995	2030	489	206	379	824	312	728	383	822	314	461
ENSG00000020129	4299	1067	475	621	1149	804	1220	1030	962	680	1534
ENSG00000020181	2547	688	315	659	1277	1364	848	263	1678	234	1854
ENSG00000020219	3	0	0	1	0	0	0	0	0	1	0
ENSG00000020256	2131	430	381	298	1078	411	788	486	487	307	548
ENSG00000020426	1996	493	642	313	830	358	542	459	378	676	533
ENSG00000020577	2488	3054	323	1224	691	455	1173	113	1660	241	1126
ENSG00000020633	1250	882	360	712	1609	2171	135	168	1239	300	787
ENSG00000020922	4075	992	554	514	1152	483	516	1208	789	959	887
ENSG00000021300	1548	286	985	490	601	890	1909	637	1071	1853	2323
ENSG00000021355	10951	8288	5946	5425	11678	5127	5744	2948	6865	4294	6117
ENSG00000021461	4	1	0	2	0	2	0	0	0	2	2
ENSG00000021488	87	5	6	2	50	4	108	5	1	15	176
ENSG00000021574	4010	700	1054	666	1835	682	1185	604	860	518	579
ENSG00000021645	143	50	64	315	271	195	2433	16	734	723	735
ENSG00000021762	2937	991	478	557	1105	703	3849	302	1195	839	1449
ENSG00000021776	4720	1476	742	1214	4035	1117	3215	1184	2087	964	1072
ENSG00000021826	86	43	14	32	103462	24	8881	64171	130	91	32988
ENSG00000021852	3	9	5	28	197	29	4	3	322	386	34
ENSG00000022267	2657	423	751	4007	1641	2046	124	127	12856	113	3820
ENSG00000022277	9946	2271	3163	1991	3003	2640	1886	2323	2734	2089	3070
ENSG00000022355	12	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	16	125	431	133	440	396	1685	1801	493	1295	119
ENSG00000022567	10012	1643	303	812	6072	546	2878	3534	1216	821	1523
ENSG00000022840	16393	9341	1980	3917	16816	3313	8123	5879	5554	4939	8697
ENSG00000022976	1399	166	80	169	386	160	572	197	306	211	331
ENSG00000023041	5229	918	2766	743	1281	775	1561	895	1045	1048	1904
ENSG00000023171	7391	112	35	246	5201	111	68	1276	158	85	184
ENSG00000023191	8166	5934	3724	5575	5478	4747	8143	3467	7923	1033	8523
ENSG00000023228	11035	2249	2385	1613	7031	1934	4555	3958	2814	1745	3038
ENSG00000023287	19431	2940	2427	1605	4006	1434	1841	1171	3014	3228	1752
ENSG00000023318	8441	1514	2201	2222	4300	2460	4100	1793	2896	3834	3991
ENSG00000023330	12678	2061	913	2695	4367	1387	4243	3966	4323	1434	3198
ENSG00000023445	6206	27999	3872	3589	7752	4683	634	4140	2528	740	2659
ENSG00000023516	7480	1625	1026	1844	1776	1287	2004	1366	3682	1036	1201
ENSG00000023572	889	110	570	132	497	289	198	500	145	208	281
ENSG00000023608	1392	333	584	256	421	419	324	143	450	257	418
ENSG00000023697	3693	2462	2827	770	7234	1542	2346	1069	1210	862	1944
ENSG00000023734	11371	3856	2491	1700	13600	3121	6153	5281	2781	2383	3300
ENSG00000023839	817	36	18	20	8145	33	47	17	26	61	72
ENSG00000023892	1588	584	544	557	485	1635	841	753	597	332	1569
ENSG00000023902	4300	1239	4252	1984	1255	4143	1845	387	1406	956	3513
ENSG00000023909	19754	1100	997	452	5305	666	757	648	856	603	542
ENSG00000024048	6556	1868	910	1656	2879	1204	2104	2117	2402	1485	1605
ENSG00000024422	12942	10189	1303	5674	4859	2619	2812	985	13312	2039	7604
ENSG00000024526	2439	398	322	19	1793	81	229	458	17	156	223
ENSG00000024862	3390	553	1468	908	638	740	423	286	1032	344	856
ENSG00000025039	3586	234	373	1026	656	947	1007	180	1534	402	939
ENSG00000025156	1812	546	416	375	597	412	490	262	466	412	602
ENSG00000025293	6550	1919	1191	1050	2161	1144	1863	1551	1988	1518	1584
ENSG00000025423	649	139	460	3619	1034	288	180	53	3388	90	543
ENSG00000025434	1555	543	1656	1844	938	641	788	421	766	398	2315
ENSG00000025708	7542	2412	6138	3998	8090	3700	14329	5867	2610	1635	8948
ENSG00000025770	2800	599	1819	969	3457	1357	1661	786	1287	365	2539
ENSG00000025772	4899	1540	748	675	1312	1238	1102	1072	794	741	2009
ENSG00000025796	12088	3755	1581	2744	6602	2505	2804	4409	4578	2333	2570
ENSG00000025800	18436	4776	905	1851	6905	1463	2983	2136	3049	2195	2302
ENSG00000026025	38108	46636	14355	43926	26846	38055	14516	5247	48806	8150	34007
ENSG00000026036	433	66	26	48	41	28	283	139	41	28	156
ENSG00000026103	2697	2152	3008	831	907	960	290	62	1169	225	705
ENSG00000026297	8903	1126	1728	1359	2970	1795	2655	2318	1313	1165	3623
ENSG00000026508	12438	22307	7859	20657	12243	10675	3428	843	22134	4156	10419
ENSG00000026559	66	5	1	2	89	46	6	5	4	0	36
ENSG00000026652	420	156	86	414	336	216	270	163	629	140	549
ENSG00000026751	2978	3241	3032	2502	681	2996	94	237	492	2469	1356
ENSG00000026950	6050	2942	2197	1904	1541	1504	1164	1584	2956	1673	2373
ENSG00000027001	1607	324	407	357	1467	536	641	595	480	639	471
ENSG00000027075	3176	1530	627	1227	1856	1467	629	272	2604	593	1987
ENSG00000027644	57	4	1	0	1	7	27	1	0	2	5
ENSG00000027697	10589	3523	12175	5017	5074	5286	2184	1635	5136	1075	3265
ENSG00000027847	1740	557	1066	430	1254	1187	1556	674	527	419	2531
ENSG00000027869	486	259	138	150	263	462	112	99	137	120	437
ENSG00000028116	2563	827	737	463	2078	478	688	569	657	444	404
ENSG00000028137	5695	2358	1041	2890	2389	3631	1341	713	2820	453	4019
ENSG00000028203	9459	5415	2853	1852	4587	1741	3897	1859	2291	2141	3053
ENSG00000028277	1374	459	187	344	331	1662	202	47	316	890	791
ENSG00000028310	19272	1124	892	734	3460	862	3116	1120	988	1019	2412
ENSG00000028528	11673	2580	3493	4648	5400	2847	3762	3715	6655	2209	5082
ENSG00000028839	1823	373	987	294	778	655	373	229	485	248	422
ENSG00000029153	4707	5185	1169	283	3166	802	508	806	125	229	451
ENSG00000029363	16259	3437	1788	2971	5636	2451	3053	1939	4591	2654	3457
ENSG00000029364	10490	3781	1900	2040	6359	2014	3019	2706	3074	2537	2587
ENSG00000029534	65	30	7	65	80	77	6	7	37	19	48
ENSG00000029559	79	19	2	0	41	41	78	0	2	0	15
ENSG00000029639	1224	251	706	161	544	310	366	209	162	220	336
ENSG00000029725	7356	951	915	1380	2253	1530	2383	735	2228	985	1861
ENSG00000029993	65332	17670	4369	525	12313	1769	28936	17166	569	21328	40624
ENSG00000030066	10168	2303	3014	1242	2943	1600	1582	848	2187	1583	1115
ENSG00000030110	1964	1101	1323	527	1336	1512	1269	870	441	471	1114
ENSG00000030304	13	11	13	21	41	49	0	1	78	0	15
ENSG00000030419	3756	1410	504	345	636	421	421	496	576	393	128
ENSG00000030582	32672	19996	7454	39737	24573	19219	19300	6261	33800	4551	15877
ENSG00000031003	2456	552	617	692	683	937	617	300	1534	715	709
ENSG00000031081	1836	790	468	3283	1307	1667	354	163	7775	233	1785
ENSG00000031691	1087	185	427	70	296	172	188	127	182	139	134
ENSG00000031698	14949	4456	4873	3109	7755	4071	4315	3972	4201	1917	7022
ENSG00000031823	5188	2051	795	1399	2419	1632	3913	2268	2240	763	3182
ENSG00000032219	3448	710	468	1201	664	591	657	621	1589	690	648
ENSG00000032389	2515	500	1085	357	2423	1031	1260	1272	562	469	1895
ENSG00000032444	6062	1874	1087	3796	2069	1696	3181	1336	7750	444	3619
ENSG00000032742	1331	164	337	319	1069	401	446	589	511	237	509
ENSG00000033011	1660	569	489	403	1310	662	1036	619	518	297	922
ENSG00000033030	2406	847	503	503	2257	547	1379	1132	748	1163	1195
ENSG00000033050	8677	2063	1511	836	4071	1406	2226	1703	1386	1480	2223
ENSG00000033100	6692	2029	1604	1235	4860	3054	5358	3851	1714	955	4780
ENSG00000033122	87	16	10	6	15	10	14	5	12	39	19
ENSG00000033170	5852	6337	2922	627	1373	1724	1665	249	884	2863	1074
ENSG00000033178	6435	1793	1319	935	2313	1085	2035	1897	1226	1275	1539
ENSG00000033327	6174	1630	284	2737	2013	762	1280	2657	4878	3068	3746
ENSG00000033627	6726	3090	298	2604	2483	919	1064	1026	3388	774	2730
ENSG00000033800	4301	1055	761	1950	2454	864	853	1400	3016	591	1050
ENSG00000033867	3160	769	922	579	597	562	814	423	301	584	690
ENSG00000034053	481	157	405	101	895	364	2004	421	275	133	582
ENSG00000034152	6220	1596	552	1567	5961	2439	2435	1512	1855	703	4485
ENSG00000034239	971	60	401	122	56	591	11	28	121	9	24
ENSG00000034510	76380	42703	139367	21865	116183	58130	204903	37017	23837	41188	108881
ENSG00000034533	870	199	255	189	437	285	222	221	363	227	198
ENSG00000034677	10361	3619	3163	2198	3115	2684	2352	731	3168	3348	3414
ENSG00000034693	2303	385	904	338	556	601	276	246	553	203	303
ENSG00000034713	7855	1278	7612	1878	3683	3405	2891	1156	2713	1361	2720
ENSG00000034971	11	2	1	15	4	7	1	0	89	0	10
ENSG00000035115	11102	649	2266	1222	1569	1390	4992	2757	1169	1786	1518
ENSG00000035141	7165	908	1230	521	4992	796	3594	1566	615	1743	2921
ENSG00000035403	21929	9187	1285	3454	8572	2959	3032	1711	9448	1593	5503
ENSG00000035499	1191	339	263	11	761	172	164	224	15	295	180
ENSG00000035664	2663	546	508	1887	342	370	671	117	2086	314	1995
ENSG00000035681	4120	898	988	921	1585	1005	1365	465	1179	1495	1194
ENSG00000035687	12095	1651	2600	1208	3680	1781	2611	1669	1658	2032	2160
ENSG00000035720	95	53	117	38	16	582	14	8	39	128	164
ENSG00000035862	45255	12776	3492	9198	14744	10741	7096	1274	18438	3166	7045
ENSG00000035928	7633	1601	791	1880	3247	1022	1479	1090	2601	1381	1946
ENSG00000036054	4922	1460	1810	813	1102	982	942	1180	1220	752	813
ENSG00000036257	7488	2572	2105	1553	4065	1939	2462	1955	2456	1118	2047
ENSG00000036448	89	126	83	51	169	121	42	6	268	25	104
ENSG00000036473	0	1	2	6	2	1	0	0	8	0	1
ENSG00000036530	79	16	7	12	17	20	20	41	30	9	162
ENSG00000036549	8716	1236	1358	796	1909	922	1039	677	1179	561	906
ENSG00000036565	74	4	22	3	6	22	0	0	2	8	12
ENSG00000036672	898	49	19	100	77	117	86	121	176	22	143
ENSG00000036828	3	1	1	2	2	3	0	1	5	0	0
ENSG00000037042	1688	665	221	313	461	290	735	427	431	464	1005
ENSG00000037241	942	274	1484	230	1218	586	834	423	282	408	1160
ENSG00000037280	813	562	77	622	670	594	846	126	1826	84	3018
ENSG00000037474	30473	2827	925	1152	4950	1555	5453	2175	1799	2267	2663
ENSG00000037637	3288	1122	670	874	1466	744	1227	621	1250	769	1094
ENSG00000037749	1899	415	341	353	872	412	423	409	680	228	375
ENSG00000037757	701	317	1058	354	591	424	1162	499	476	313	955
ENSG00000037897	1740	460	651	288	1838	2747	1171	532	200	744	1239
ENSG00000037965	256	2	2	1	73	10	208	4	3	213	143
ENSG00000038002	1782	882	1929	582	2528	1116	1460	860	738	1186	2017
ENSG00000038210	3117	1103	1334	772	1114	815	830	791	951	1833	1209
ENSG00000038219	7192	1951	402	1764	2979	1171	1298	1835	2844	1883	1262
ENSG00000038274	6906	3786	7575	2216	3841	3494	1335	1113	3415	1889	2105
ENSG00000038295	290	68	66	162	869	202	35	22	387	18	545
ENSG00000038358	4744	939	213	854	2446	748	2393	1288	1064	345	1577
ENSG00000038382	23290	5512	788	2069	3199	1405	7642	1716	4221	3007	3884
ENSG00000038427	35440	5211	2481	1126	14703	6780	7454	1264	3968	7690	6444
ENSG00000038532	3411	1254	282	1411	2364	892	1762	776	2000	546	3892
ENSG00000038945	7223	1936	2500	6160	2699	1198	594	298	13723	93	411
ENSG00000039068	27516	24021	2295	6287	40117	4960	15193	8182	7525	9289	7971
ENSG00000039123	7408	1958	1587	1236	4388	1266	1459	1868	2003	1606	1669
ENSG00000039139	9185	680	303	201	311	525	1394	1032	641	1135	999
ENSG00000039319	4472	1005	1491	1210	2467	981	1753	735	1728	1321	1578
ENSG00000039523	4931	1314	705	2047	2754	2246	2087	678	4996	414	3795
ENSG00000039537	190	55	51	114	67	355	259	8	136	16	171
ENSG00000039560	19829	3145	3649	2264	2970	2621	3781	1751	4285	4147	2645
ENSG00000039600	15	5	2	7	331	6	1	5	12	9	5
ENSG00000039650	3227	675	664	516	1345	810	1991	1785	684	399	3216
ENSG00000039987	19	0	0	1	0	1	0	0	0	0	2
ENSG00000040199	1443	250	86	223	414	185	808	177	512	215	383
ENSG00000040275	1092	404	383	121	741	235	298	259	195	444	581
ENSG00000040341	15357	2317	2078	792	2224	1188	1895	932	1269	4187	3258
ENSG00000040487	1970	533	349	349	1260	611	852	452	448	308	1034
ENSG00000040531	3613	451	301	448	896	622	1648	325	729	281	1220
ENSG00000040608	659	92	101	148	396	182	642	98	190	24	81
ENSG00000040633	4358	858	1493	562	2195	1560	2100	1056	707	690	1668
ENSG00000040731	22	4	5	32	42	6	0	1	13	0	45
ENSG00000040933	6366	1428	956	1157	1664	964	1845	456	1711	1077	1379
ENSG00000041353	2804	6427	3260	1261	2508	967	758	1210	1244	203	422
ENSG00000041357	11793	3053	9025	2267	11237	4003	4679	4422	2426	3997	6599
ENSG00000041515	1010	34	107	58	181	93	618	157	31	37	60
ENSG00000041802	5876	843	678	628	3819	984	1611	872	1058	1270	1442
ENSG00000041880	2026	1007	533	715	722	536	850	416	947	267	892
ENSG00000041982	12286	15162	1888	2495	6307	5099	403	697	3733	3691	3024
ENSG00000041988	1085	550	1096	165	613	584	599	363	220	135	623
ENSG00000042062	521	62	46	70	46	48	63	16	149	35	223
ENSG00000042088	1447	156	337	229	981	464	536	575	290	250	515
ENSG00000042286	8153	868	824	515	3486	625	1728	784	706	1031	2120
ENSG00000042304	1	0	0	0	1	0	0	1	0	0	0
ENSG00000042317	1147	179	496	200	195	218	424	132	230	242	365
ENSG00000042429	3328	965	1171	583	1230	689	865	1065	775	887	1017
ENSG00000042445	8317	2794	890	1699	2657	1220	3429	1384	2850	989	2342
ENSG00000042493	9838	4006	9030	10385	9461	7716	6635	1600	9441	1290	7433
ENSG00000042753	4820	1607	3379	1387	3688	2378	2906	1658	1502	1013	6175
ENSG00000042781	21	7	3	1	49	3	5	2	1	2	4
ENSG00000042813	0	1	0	1	4	2	0	0	3	0	0
ENSG00000042832	120	50	29	17	23	91	9	7	19	12	60
ENSG00000042980	2770	1526	1473	182	662	1533	3905	479	106	2262	2120
ENSG00000043039	543	960	36	8	194	87	1035	33	7	15	225
ENSG00000043093	4131	651	1288	700	3027	909	976	634	1101	923	549
ENSG00000043143	5841	2912	485	1554	2888	1776	1927	879	2796	923	2051
ENSG00000043355	58	49	9	0	430	40	0	1	1	2	0
ENSG00000043462	2849	1581	1567	2156	912	2168	579	276	1879	719	1346
ENSG00000043514	2882	670	905	250	1077	489	633	500	408	1161	1127
ENSG00000043591	971	208	78	248	172	37	1278	11	1446	42	1227
ENSG00000044012	0	0	0	1	227	0	0	1	7	0	0
ENSG00000044090	6350	2165	394	983	4343	913	6268	5589	1490	663	2354
ENSG00000044115	57792	24886	4476	10298	35157	7993	15024	8554	21770	13481	13593
ENSG00000044446	1842	876	420	635	675	475	1556	480	942	666	1387
ENSG00000044459	1487	273	165	304	429	123	48	185	432	32	161
ENSG00000044524	336	86	660	112	219	440	29	32	141	1084	59
ENSG00000044574	73020	18515	16576	12509	47548	23992	60163	42851	18572	43104	36975
ENSG00000046604	10529	12583	2202	1576	19428	2986	9238	6436	3095	3151	2621
ENSG00000046647	425	194	712	289	510	321	1095	252	322	434	1034
ENSG00000046651	2187	1029	703	790	1394	1071	2623	547	902	1586	1852
ENSG00000046653	478	124	310	435	271	171	224	28	1527	306	350
ENSG00000046774	5	0	0	0	43	0	1	4	0	0	0
ENSG00000046889	512	117	316	519	174	458	111	64	1424	108	1042
ENSG00000047056	2368	525	392	761	529	548	971	864	1049	513	861
ENSG00000047188	3338	690	677	748	1159	678	825	659	1079	1177	988
ENSG00000047230	2087	766	590	546	1612	625	2319	1061	740	1374	1406
ENSG00000047249	11902	1305	2261	1541	2703	1489	2139	1373	2021	1872	2203
ENSG00000047315	11824	3419	2508	1597	6336	2279	3655	5013	2824	3006	2265
ENSG00000047346	8966	1094	1114	1062	1064	1255	1528	2136	1889	1107	1114
ENSG00000047365	2794	1640	489	1619	1936	776	626	562	2834	868	998
ENSG00000047410	35817	4418	1668	2849	9838	2148	7621	6652	4786	5430	5520
ENSG00000047457	54206	3366	24930	579	30317	3146	16135	38075	540	12700	1587
ENSG00000047578	4424	1106	134	543	1118	428	987	1268	904	395	953
ENSG00000047579	1780	359	569	517	648	785	1325	385	660	627	1306
ENSG00000047597	102	6	282	90	800	96	666	646	169	302	50
ENSG00000047617	40	9	3	29	35	21	21	19	184	10	210
ENSG00000047621	1853	520	1057	446	1198	668	554	465	545	420	899
ENSG00000047634	734	275	301	311	191	138	354	652	396	328	535
ENSG00000047644	6683	1840	675	2904	3154	1324	8769	1271	6127	2597	5062
ENSG00000047648	265	111	57	310	134	110	298	31	1072	36	155
ENSG00000047662	77	6	5	8	10	6	52	13	12	38	41
ENSG00000047849	32247	11361	1635	6905	10997	4842	7923	5401	14666	2542	8900
ENSG00000047932	7097	1451	1439	902	2175	1156	942	891	1459	786	987
ENSG00000047936	4463	256	1885	2902	1446	765	41	105	7659	361	1640
ENSG00000048028	4919	1242	1277	529	1224	557	1159	528	648	978	1196
ENSG00000048052	4307	2216	422	237	284	909	27	51	455	130	108
ENSG00000048140	4598	2200	2842	923	2487	1803	2225	858	1143	1004	2657
ENSG00000048162	1258	372	1226	205	1248	552	543	483	166	561	1711
ENSG00000048342	2534	155	392	579	609	487	295	1551	781	355	493
ENSG00000048392	6792	1812	2775	1909	2608	1677	1823	345	2273	1393	1422
ENSG00000048405	2382	887	652	655	707	729	683	462	917	483	531
ENSG00000048462	181	96	498	46	65	598	8	25	17	480	97
ENSG00000048471	3152	1543	242	1337	1057	950	965	343	1833	623	1158
ENSG00000048540	2121	6630	2292	2982	1602	1464	1229	683	5141	274	4254
ENSG00000048544	4337	1168	1315	601	4055	1388	2223	2062	763	1060	2210
ENSG00000048545	49	2	4	0	11	8	10	0	1	6	3
ENSG00000048649	8103	2811	679	1523	2407	909	1460	2357	2672	1665	1732
ENSG00000048707	11438	3460	565	2411	3025	1183	2013	1043	4934	1228	1759
ENSG00000048740	5052	3277	1787	4484	6352	2179	270	354	7127	2368	2473
ENSG00000048828	31589	5994	2861	5046	9784	3625	8127	4974	6977	4600	5377
ENSG00000048991	3365	825	718	483	2622	632	1093	1790	706	983	1073
ENSG00000049089	6744	336	175	289	725	721	2861	179	202	1395	3549
ENSG00000049130	7199	2611	4908	2172	2620	1055	2099	2832	3786	6723	1634
ENSG00000049167	821	259	287	102	446	214	240	241	179	224	286
ENSG00000049192	163	62	41	21	146	57	76	182	37	257	252
ENSG00000049239	10505	8080	747	3459	5991	2738	3960	2161	5709	1956	4092
ENSG00000049245	11584	5484	3980	3181	5759	2801	2499	1548	6405	1487	3147
ENSG00000049246	4089	3144	540	951	244	225	290	137	3523	476	110
ENSG00000049247	11	12	24	6	10	18	153	4	3	6	2
ENSG00000049249	293	452	331	148	240	491	165	36	73	73	236
ENSG00000049283	4366	835	267	20	1914	302	2114	586	23	206	369
ENSG00000049323	6806	1432	1707	1464	9298	3953	1000	1370	2387	649	1846
ENSG00000049449	8724	7457	3300	1469	8255	3879	3790	3562	2378	6435	5307
ENSG00000049540	3546	1275	1139	2508	3962	4591	2186	752	9521	125	13883
ENSG00000049541	3246	1002	1835	365	3282	990	591	1149	549	609	1467
ENSG00000049618	9950	2605	890	2083	5612	1801	3404	1683	3757	1556	2458
ENSG00000049656	86622	6572	2962	2977	11889	4301	15112	3500	4768	2758	7015
ENSG00000049759	8476	2784	1548	5814	4590	1768	8190	4586	8134	5083	6880
ENSG00000049768	430	292	103	96	272	563	85	55	31	50	241
ENSG00000049769	393	229	154	84	202	188	566	514	135	66	233
ENSG00000049860	11542	4574	4144	7277	9680	4570	4368	1668	6518	3541	4879
ENSG00000049883	1517	328	255	158	608	176	220	173	217	371	278
ENSG00000050030	66	173	17	55	17	21	0	4	87	35	16
ENSG00000050130	5376	1044	1388	983	2254	1541	1311	839	1363	1183	927
ENSG00000050165	6493	895	1820	1618	3034	3812	1271	340	6610	632	2196
ENSG00000050327	2462	722	179	430	1227	206	637	562	564	323	523
ENSG00000050344	1084	3072	1467	822	2847	2654	4294	310	430	1642	1170
ENSG00000050393	5334	1414	802	715	2628	960	2147	1223	1695	1370	1686
ENSG00000050405	7486	1984	2057	2157	5223	2070	3488	3007	3274	2314	2909
ENSG00000050426	4007	1316	983	992	2191	1008	3086	1997	1324	1281	3104
ENSG00000050438	969	83	55	183	48	185	290	301	195	717	102
ENSG00000050555	2832	185	57	667	1302	140	416	74	2644	116	3967
ENSG00000050628	623	32	28	25	69	70	180	2	320	22	91
ENSG00000050730	104	63	307	39	261	61	9	14	303	77	345
ENSG00000050748	4062	1490	2290	1154	3285	1216	1544	966	2091	1623	2266
ENSG00000050767	66	29	16	17	32	86	42	14	64	5	56
ENSG00000050820	5000	1418	630	1248	4481	1779	5121	1325	2729	343	4634
ENSG00000051009	4476	787	580	977	1483	639	2427	822	1419	880	2562
ENSG00000051108	13071	3989	8389	5034	4855	8763	4080	9999	5821	4111	5004
ENSG00000051128	1700	525	605	271	472	629	1577	394	347	166	1461
ENSG00000051180	811	108	275	32	1888	142	147	178	45	161	259
ENSG00000051341	1020	101	42	22	1008	73	165	438	15	181	189
ENSG00000051382	3340	1284	426	1225	3418	564	1553	466	1691	894	1058
ENSG00000051523	4480	2013	7329	4315	11480	9070	5974	2360	4103	601	11024
ENSG00000051596	494	161	286	67	526	227	402	241	185	296	356
ENSG00000051620	6349	1211	3238	800	5910	2063	2604	2152	1195	1630	2498
ENSG00000051825	1663	369	225	216	896	184	649	554	323	483	440
ENSG00000052126	5067	2536	897	677	2922	888	2898	808	1084	1269	1568
ENSG00000052344	10891	6690	2840	3887	8602	7344	9315	9520	5525	2167	4907
ENSG00000052723	5667	1314	1831	633	1988	947	1136	813	942	821	903
ENSG00000052749	5323	1075	411	778	4531	837	3587	1448	846	633	3462
ENSG00000052795	5087	1381	1070	2363	1388	1368	1642	1080	5083	939	1395
ENSG00000052802	31959	2268	4540	2378	4139	1730	1781	8307	6175	3001	2079
ENSG00000052841	9072	3245	1064	1698	3409	1802	3757	2073	3097	5608	3303
