TCGA.NH.A50U	TCGA.A6.A565	TCGA.AA.A02K	TCGA.AZ.6606	TCGA.NH.A8F8	TCGA.AZ.4682	TCGA.AA.3973	TCGA.AZ.6600	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.AA.3692
ENSG00000013619	100	447	30	92	76	54	26	281	28	22	16	74
ENSG00000013725	257	2072	268	308	151	486	122	251	390	309	31	245
ENSG00000013810	6601	3703	4242	5707	1112	2831	685	1404	3312	1703	1232	1351
ENSG00000014123	4602	3028	2191	1563	1565	2449	1018	1709	1307	700	822	900
ENSG00000014138	2849	1787	1175	1669	851	1991	307	583	1409	1010	457	839
ENSG00000014164	3410	1824	2837	1467	1827	1514	661	1415	2141	482	687	1346
ENSG00000014216	24994	17775	22923	30954	14022	17718	5794	16543	14119	7094	8762	6690
ENSG00000014257	638	972	1026	553	36	282	5	94	75	198	119	333
ENSG00000014641	6797	5641	5732	7041	4271	8467	1861	6416	3762	3230	3562	4758
ENSG00000014824	4181	5009	2177	4553	1532	5102	1550	3971	2760	1733	1650	2070
ENSG00000014914	7228	13523	8476	9730	6727	6345	2843	4376	2290	1388	1157	3029
ENSG00000014919	3921	3152	1939	2244	1795	2590	1222	2147	1602	1539	1092	1296
ENSG00000015133	5933	6632	2892	2398	1535	1548	914	2433	1015	769	389	1235
ENSG00000015153	898	870	632	743	583	1216	277	416	548	513	316	469
ENSG00000015171	4486	3667	5310	2510	2515	3310	1394	2783	1557	1316	871	1034
ENSG00000015285	233	1412	201	111	187	115	43	424	231	80	55	226
ENSG00000015413	39534	955	9233	11791	28329	33585	2584	81	11594	6811	7491	17960
ENSG00000015475	3216	1810	1653	3169	2105	5594	539	1240	2414	2006	819	2970
ENSG00000015479	379	412	250	177	174	86	60	111	120	111	78	79
ENSG00000015520	36	2310	1761	17	1912	11	27	9	284	12	5	28
ENSG00000015532	2345	1905	2113	1220	1310	1988	962	755	1708	738	598	1504
ENSG00000015568	1	5	2	0	0	0	0	1	1	0	0	0
ENSG00000015592	1	9	0	1	1	2	0	23	1	0	2	0
ENSG00000015676	7013	5618	8965	4423	3700	6662	2038	3038	3792	2662	2008	3250
ENSG00000016082	6	195	0	0	20	15	5	9	42	14	18	86
ENSG00000016391	5158	2621	4371	2989	1803	2807	1786	937	2763	2246	1542	3371
ENSG00000016402	4043	310	2128	1617	1639	1929	1507	121	734	562	955	753
ENSG00000016490	0	121503	11	860	0	3200	8	22137	569	952	1098	16243
ENSG00000016602	917	60947	98	638	2	462	1	2838	523	217	842	448
ENSG00000016864	2710	2557	1217	1729	883	1563	1415	1110	1339	840	1135	1428
ENSG00000017260	7663	6077	5028	5882	3688	4582	2627	3410	2240	2284	2297	2670
ENSG00000017427	7	80	13	7	22	30	15	76	7	5	6	18
ENSG00000017483	289	3571	7485	4537	370	8855	3286	929	5556	1982	1173	2277
ENSG00000017797	2591	4983	3426	6269	1746	2149	867	3579	2665	711	797	1217
ENSG00000018189	1328	1662	1046	1069	722	760	540	866	577	338	457	459
ENSG00000018236	50	45	2	6	31	10	16	269	6	2	18	11
ENSG00000018280	897	1764	491	86	736	95	83	51	380	24	129	328
ENSG00000018408	2233	2451	403	492	970	775	1156	2010	400	210	341	469
ENSG00000018510	4052	3930	3132	3296	2517	2645	856	3680	2342	1381	1425	1528
ENSG00000018607	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000018610	2208	1231	1470	1471	856	2176	807	916	1393	725	667	648
ENSG00000018625	39	56	2	15	115	17	30	536	7	4	8	22
ENSG00000018699	1838	713	1460	1194	780	1379	261	791	646	352	579	841
ENSG00000018869	16	87	15	3	21	58	6	86	11	6	5	13
ENSG00000019102	2525	4494	456	6157	37	1810	7	6185	159	466	344	587
ENSG00000019144	4612	5126	3681	1961	2107	1101	1213	3239	1264	470	497	848
ENSG00000019169	67	25	20	4	53	31	22	3	12	4	10	109
ENSG00000019186	5	66	71	1	3	20	5	2	42	60	3	2
ENSG00000019485	639	517	1015	294	643	479	348	527	149	126	138	254
ENSG00000019505	1275	4321	1059	329	352	899	481	2454	74	1030	313	620
ENSG00000019549	380	638	72	156	210	174	81	341	113	79	147	146
ENSG00000019582	19955	72525	11017	23091	17821	22912	9368	35813	48150	26517	6948	33568
ENSG00000019991	80	329	32	57	122	133	72	279	68	79	114	136
ENSG00000019995	740	998	629	596	512	590	371	540	437	171	224	203
ENSG00000020129	1351	1533	1609	1810	1004	1446	322	745	1311	320	356	729
ENSG00000020181	2180	2993	727	648	1152	684	458	1941	577	299	363	528
ENSG00000020219	1	1	0	1	0	0	1	1	0	0	0	1
ENSG00000020256	1699	907	1657	1887	1570	1648	952	648	1124	476	777	1100
ENSG00000020426	1090	462	289	752	296	615	238	269	203	252	147	405
ENSG00000020577	855	1241	199	866	867	377	362	1008	595	56	191	339
ENSG00000020633	808	1465	91	1805	216	160	619	671	2345	130	34	233
ENSG00000020922	2824	1619	1753	1468	1528	1035	712	653	1203	520	544	787
ENSG00000021300	377	1931	793	815	3954	1974	8789	713	827	1176	1263	1667
ENSG00000021355	23022	18862	6082	18515	11327	25482	3119	14545	9568	10826	6938	10430
ENSG00000021461	6	3	5	2	0	1	1	0	0	0	1	1
ENSG00000021488	15	8	13	5	41	38	3	8	488	3	3	23
ENSG00000021574	1653	1502	1422	1310	1277	1688	744	1028	839	490	669	829
ENSG00000021645	88	171	78	609	282	826	380	197	9	13	10	452
ENSG00000021762	4854	2979	4920	1608	2293	2174	1037	2099	216	693	739	764
ENSG00000021776	3511	3471	3818	3422	2255	2471	692	2335	1799	1217	1013	1480
ENSG00000021826	30	57	8	11	78	8	4	38	310	8	2	26
ENSG00000021852	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000022267	669	2378	906	277	1465	1093	500	4823	286	244	251	755
ENSG00000022277	6198	4590	6144	6119	6943	7214	3193	3272	7850	2135	2889	3223
ENSG00000022355	0	2	0	0	0	0	0	3	0	0	0	0
ENSG00000022556	6	1133	38	58	10	29	1	132	18	27	25	1068
ENSG00000022567	2104	3931	1430	1590	1878	1354	718	1735	2772	342	550	739
ENSG00000022840	18571	8851	7182	9492	6272	8610	3067	7082	5734	3746	2700	3911
ENSG00000022976	887	619	388	211	162	195	117	195	147	108	41	185
ENSG00000023041	4548	3458	2085	2963	2633	4135	999	1536	1993	1288	1758	960
ENSG00000023171	81	474	63	90	112	167	68	93	217	40	39	27
ENSG00000023191	15925	8095	10453	6646	7413	6793	3867	7105	4857	3776	2848	3973
ENSG00000023228	6823	7082	7916	8442	4220	6033	2268	7463	3769	3439	3258	3820
ENSG00000023287	3831	3177	1916	2563	1997	2895	1273	1236	2558	693	1008	1817
ENSG00000023318	7880	6605	6612	4025	2033	7356	2913	3807	2857	3385	1881	3711
ENSG00000023330	4480	5088	2284	9486	1734	3989	884	4959	3752	2021	1569	1674
ENSG00000023445	2085	5087	481	2428	1161	1745	134	1447	1935	784	573	987
ENSG00000023516	4710	4689	3403	7720	3651	3557	1869	2097	4941	1611	3093	1049
ENSG00000023572	391	474	739	1082	414	1296	264	351	436	275	303	252
ENSG00000023608	361	367	190	248	190	319	96	134	118	130	84	115
ENSG00000023697	2165	2038	2880	1674	1318	3920	934	2239	1354	2476	896	2194
ENSG00000023734	4849	6065	6786	6500	6324	10052	2303	4300	7233	4532	3512	4645
ENSG00000023839	526	89	334	152	802	581	315	23	843	38	218	91
ENSG00000023892	4501	2763	1100	714	988	1634	427	703	346	350	397	537
ENSG00000023902	925	2434	507	519	1131	670	317	949	540	277	217	823
ENSG00000023909	1961	1273	2171	1527	774	1619	233	1191	1104	773	497	788
ENSG00000024048	5352	4605	2338	2603	2521	2470	1179	2090	1693	962	1208	1155
ENSG00000024422	2421	4667	733	896	1972	1054	599	4100	675	437	670	713
ENSG00000024526	1302	660	999	1168	139	464	99	183	462	716	366	536
ENSG00000024862	2278	1037	921	740	504	1481	720	767	462	355	474	636
ENSG00000025039	226	626	123	811	159	93	926	245	58	594	111	167
ENSG00000025156	758	574	691	413	380	841	253	220	383	302	237	360
ENSG00000025293	3012	2240	4036	2356	3601	2842	1362	1438	3110	1066	1344	1720
ENSG00000025423	112	140	43	21	110	152	37	145	32	36	15	63
ENSG00000025434	2001	1484	2761	746	1520	1504	626	1603	632	459	366	1159
ENSG00000025708	2224	3786	2436	2487	2780	814	332	2300	1503	866	375	1286
ENSG00000025770	3724	2440	2145	2157	2078	3857	386	1517	2102	1263	701	1845
ENSG00000025772	6924	1648	7789	5645	5797	7766	1254	1493	6829	1814	2593	2164
ENSG00000025796	7246	5770	4914	5119	4494	5793	1926	3588	3530	1446	1872	1895
ENSG00000025800	4199	5589	3599	4230	1901	4683	877	3108	2676	1588	1395	1197
ENSG00000026025	15709	31629	5730	5815	10960	7517	4065	22781	5242	2972	3661	7457
ENSG00000026036	424	423	260	500	553	205	105	62	1705	262	325	128
ENSG00000026103	143	1275	374	516	197	733	630	915	284	229	272	494
ENSG00000026297	28513	4843	8160	3922	4486	14961	2395	3693	1461	1402	1326	2668
ENSG00000026508	40499	14443	11773	15591	19762	17155	3635	5826	6094	13072	7502	15297
ENSG00000026559	38	247	10	42	40	64	43	203	1	59	3	149
ENSG00000026652	307	1181	152	479	268	108	67	367	93	61	71	74
ENSG00000026751	134	1449	129	144	244	228	65	1788	354	237	85	565
ENSG00000026950	2649	4521	1357	1824	1967	1367	1735	860	1523	925	943	953
ENSG00000027001	2552	1146	5679	5008	1635	3707	1509	1329	2062	1626	2361	885
ENSG00000027075	441	2305	140	613	413	484	312	720	378	199	164	315
ENSG00000027644	1	2	1	19	2	0	1	1	5	4	0	29
ENSG00000027697	8012	6637	3912	7859	2888	9510	1231	4236	7073	1811	2194	2784
ENSG00000027847	1768	1750	3011	1638	2206	2378	638	929	1200	780	834	1183
ENSG00000027869	280	476	648	545	301	275	284	265	298	201	120	369
ENSG00000028116	1144	904	1109	949	573	816	199	559	522	269	287	430
ENSG00000028137	2711	5354	3541	5432	1789	2870	1002	1955	6856	1206	1492	1046
ENSG00000028203	4690	3550	2257	2162	1848	1995	912	1780	1754	1330	718	1100
ENSG00000028277	124	1190	193	163	149	42	47	367	153	37	17	140
ENSG00000028310	3429	3223	3036	1994	3319	1530	709	1254	2011	1092	1185	764
ENSG00000028528	4996	6917	2433	4368	3665	3531	1258	3806	3041	1699	1308	2359
ENSG00000028839	1094	913	805	930	1030	2065	387	439	553	455	653	879
ENSG00000029153	1926	1462	573	1307	819	1317	176	198	1230	520	510	491
ENSG00000029363	9364	7944	5372	6227	4986	4323	2138	5394	4357	2341	2280	2149
ENSG00000029364	6890	5881	3403	4954	2788	5121	2533	3890	2180	2251	1900	3320
ENSG00000029534	40	155	21	596	20	29	20	25	30	31	9	27
ENSG00000029559	142	64	1	42	275	1	5	0	0	2	2	16
ENSG00000029639	1228	461	1306	871	730	1103	230	357	553	420	364	461
ENSG00000029725	2600	3433	1704	2083	1271	1167	1053	2011	933	930	629	701
ENSG00000029993	6902	2768	3139	5546	1595	4979	1326	2332	2065	1908	1014	1660
ENSG00000030066	4149	3555	2781	2610	2378	3326	1005	1910	2418	1435	1049	2186
ENSG00000030110	4888	3821	2146	2865	2208	3290	458	3357	2649	1739	950	1159
ENSG00000030304	1	60	20	0	2	5	1	140	1	1	1	6
ENSG00000030419	260	629	47	241	65	70	27	152	69	35	35	56
ENSG00000030582	28476	29984	30515	15294	13296	16321	11350	24820	16240	5157	6449	11970
ENSG00000031003	910	1361	1127	1066	1035	530	410	1384	946	439	308	398
ENSG00000031081	519	2085	252	574	619	683	286	1268	330	246	226	388
ENSG00000031691	655	442	419	451	223	640	191	110	272	217	212	277
ENSG00000031698	12008	7300	8531	9784	4019	14539	1517	5851	4342	4129	3841	4776
ENSG00000031823	4094	3466	3780	3833	3138	3173	1366	2418	2356	1021	1283	1411
ENSG00000032219	1543	1827	589	1457	627	637	618	593	304	303	278	528
ENSG00000032389	2842	1600	3143	2135	1602	2042	505	988	1327	866	1037	1087
ENSG00000032444	3857	4230	4234	8116	3539	3423	1840	3692	3105	1073	1868	1479
ENSG00000032742	1053	909	1645	1405	876	1300	588	613	1263	404	1042	353
ENSG00000033011	2143	1546	3512	1095	1316	1651	765	1051	1361	794	650	1342
ENSG00000033030	2725	1550	1006	1350	1029	1099	590	1003	966	606	380	677
ENSG00000033050	4012	3534	6413	4051	3404	6347	1491	2384	3869	1963	1727	2617
ENSG00000033100	5807	5972	4948	2700	3263	4169	1456	3170	3164	1525	1381	1329
ENSG00000033122	39	60	27	27	12	10	4	131	27	3	10	5
ENSG00000033170	2816	2652	776	3378	845	2801	826	1001	526	529	487	2605
ENSG00000033178	2872	3537	3818	3309	1224	2654	918	1592	2112	1136	982	1381
ENSG00000033327	2578	1974	1341	2422	1877	893	967	2081	973	471	361	651
ENSG00000033627	3784	6146	7451	4421	3712	3124	1293	4440	4340	1297	1711	1797
ENSG00000033800	1499	2787	1328	1884	1443	1249	454	1288	1297	659	498	826
ENSG00000033867	1165	1777	395	894	1171	1065	367	511	1347	451	408	739
ENSG00000034053	135	1052	69	56	104	100	46	139	97	40	40	89
ENSG00000034152	6668	7006	4473	4247	3222	7694	1278	6538	2056	1798	925	2054
ENSG00000034239	9	17	0	2	3	8	4	23	4	2	2	2
ENSG00000034510	112972	62724	113900	56799	48573	72587	18043	41381	23964	26999	28115	50335
ENSG00000034533	723	670	582	329	347	502	194	352	245	144	196	292
ENSG00000034677	2437	4941	1204	2341	1498	1800	657	1941	2180	665	696	1231
ENSG00000034693	1656	501	1003	691	452	1466	287	446	459	298	297	419
ENSG00000034713	2446	3205	3029	3025	2625	4472	2169	2254	2103	2125	1692	2911
ENSG00000034971	1	1	2	0	29	1	3	499	1	0	0	1
ENSG00000035115	4920	4245	4176	5234	3305	7055	2495	2095	1666	2890	4232	3100
ENSG00000035141	5550	3273	3414	3288	2686	3642	1483	1932	2966	1232	1882	2306
ENSG00000035403	17142	14326	4690	10846	8460	6419	2596	13084	3149	1982	2073	1960
ENSG00000035499	828	680	934	1210	381	869	928	234	836	692	354	835
ENSG00000035664	2667	3263	377	1115	2218	2375	691	1322	265	835	354	948
ENSG00000035681	3301	2234	1155	2167	1741	2112	689	1244	2190	904	1137	1964
ENSG00000035687	3279	3554	4345	5934	3086	4866	1589	2364	2101	1334	1680	1810
ENSG00000035720	11	259	10	11	20	8	7	169	6	3	3	11
ENSG00000035862	6542	14094	3093	3375	7346	4181	3630	11822	5607	1406	2437	3019
ENSG00000035928	2463	3039	1465	2799	1036	1820	1157	1369	2443	1071	955	1368
ENSG00000036054	2355	2443	1244	1632	1371	2021	739	1227	1529	774	935	1021
ENSG00000036257	5161	4587	3717	3723	2691	3873	1998	3339	2416	1328	1828	1978
ENSG00000036448	185	150	86	26	76	80	62	226	10	52	103	22
ENSG00000036473	321	22	0	16	14	634	2	301	325	16	19	74
ENSG00000036530	30	63	11	0	9	7	3	21	3	1	2	6
ENSG00000036549	2366	1956	2064	1708	947	2650	527	1152	1262	777	994	1378
ENSG00000036565	5	144	0	7	26	62	134	80	0	34	14	39
ENSG00000036672	83	645	26	41	24	136	9	739	35	63	32	68
ENSG00000036828	0	8	2	3	0	4	0	6	1	0	0	8
ENSG00000037042	495	475	1250	277	408	255	228	157	464	73	89	209
ENSG00000037241	1072	739	945	936	679	1739	227	446	657	583	374	709
ENSG00000037280	728	1416	261	192	379	208	90	503	137	83	96	123
ENSG00000037474	5691	5383	5906	6024	5040	4375	1634	3579	4688	2549	2129	2445
ENSG00000037637	1482	1720	1539	1261	659	679	348	1014	1020	555	613	524
ENSG00000037749	537	1249	498	923	574	627	397	726	590	313	383	388
ENSG00000037757	2649	1095	868	1068	1342	1114	638	574	383	433	415	828
ENSG00000037897	2665	1008	1538	795	1130	1698	349	570	1224	703	480	903
ENSG00000037965	23	1	154	4	19	3	1	0	0	0	0	0
ENSG00000038002	737	913	608	322	228	1388	461	697	163	599	316	666
ENSG00000038210	2503	1561	1350	1413	843	2388	499	1270	1016	1213	693	946
ENSG00000038219	2481	4660	1320	2947	1465	1081	888	1909	1659	597	509	723
ENSG00000038274	4321	4416	2782	6122	2583	4711	2388	3137	2156	3021	1928	3996
ENSG00000038295	16	191	14	7	41	16	5	197	9	3	1	16
ENSG00000038358	3291	3221	3058	2251	2300	1713	987	1964	1592	1026	953	1068
ENSG00000038382	7650	7743	4622	3959	6662	2614	2002	4555	3296	1965	1977	2731
ENSG00000038427	6706	7388	1450	1119	4387	2426	926	2324	1385	710	1019	1625
ENSG00000038532	1972	2583	2554	2990	1671	1338	611	1887	2080	780	589	575
ENSG00000038945	1046	1257	214	130	778	165	177	273	116	147	226	748
ENSG00000039068	28031	37464	46605	24395	36681	30651	11552	30801	17565	15205	11071	16101
ENSG00000039123	3914	3481	3974	8128	3181	3938	1032	2408	2700	1846	1815	2120
ENSG00000039139	71	35	70	84	80	49	33	9	15	25	55	31
ENSG00000039319	1491	2507	2231	2169	1190	1768	773	1328	1208	1418	921	1193
ENSG00000039523	1714	2893	3770	1628	1394	1095	775	2136	1359	820	774	930
ENSG00000039537	4	24	36	7	9	9	3	50	3	4	3	280
ENSG00000039560	1127	4289	1252	1641	1830	1354	457	928	774	362	412	603
ENSG00000039600	57	76	166	66	36	62	19	105	1	15	47	33
ENSG00000039650	2759	2355	2790	1960	1755	2101	592	1323	1213	747	871	908
ENSG00000039987	3	374	0	11	1	288	1	1639	9	30	15	114
ENSG00000040199	983	2522	2462	893	505	583	272	1582	505	420	310	430
ENSG00000040275	1028	864	631	1313	472	978	223	142	652	435	420	403
ENSG00000040341	1590	1911	1128	1792	1134	2652	567	1231	1355	601	589	1502
ENSG00000040487	755	998	1237	504	328	355	209	439	616	259	262	311
ENSG00000040531	1007	1130	993	672	402	649	425	591	463	226	156	413
ENSG00000040608	176	252	732	242	180	299	93	168	127	185	94	194
ENSG00000040633	2394	2334	1761	2273	1115	1461	882	1068	805	740	441	809
ENSG00000040731	1	3	0	0	3	0	0	15	0	0	0	0
ENSG00000040933	1198	2231	1307	860	893	675	388	857	707	319	334	542
ENSG00000041353	231	1516	118	865	52	219	54	521	151	246	68	439
ENSG00000041357	5593	7683	6479	7785	5205	10510	796	3813	4817	3344	2268	3790
ENSG00000041515	9	39	11	28	23	6	3	4	7	2	2	5
ENSG00000041802	3977	2758	3562	2414	2442	2632	893	1961	2104	1044	1188	1522
ENSG00000041880	757	1800	668	1219	513	903	695	765	535	749	461	811
ENSG00000041982	5488	21143	775	1630	7246	1199	900	1689	1769	889	1875	1036
ENSG00000041988	828	544	747	442	284	434	172	199	302	221	259	276
ENSG00000042062	40	366	84	48	42	60	31	162	236	56	81	70
ENSG00000042088	2351	1091	957	1116	484	1591	726	576	416	480	291	917
ENSG00000042286	3964	2742	1599	3768	1991	1944	423	1695	1968	703	667	465
ENSG00000042304	0	0	2	0	1	0	0	0	0	0	0	0
ENSG00000042317	491	301	180	188	139	356	299	123	72	135	86	265
ENSG00000042429	2638	1719	1736	1488	1380	1347	516	877	998	710	512	885
ENSG00000042445	7375	13909	12130	5502	5443	3637	1631	6181	3348	1485	1504	2274
ENSG00000042493	13399	7009	9294	7381	4720	8417	2138	3311	2496	2497	2279	5949
ENSG00000042753	5489	3942	5464	4592	2666	5585	1382	2796	3466	2076	2055	2244
ENSG00000042781	6	14	8	7	5	25	2	4	9	11	12	7
ENSG00000042813	0	0	1	0	0	1	0	0	0	0	0	2
ENSG00000042832	107	2109	653	893	231	1049	21	23	55	170	117	162
ENSG00000042980	192	1958	73	67	123	117	75	855	199	137	70	239
ENSG00000043039	447	759	56	1145	60	378	45	425	323	38	31	83
ENSG00000043093	1688	1816	1285	1598	1104	1766	470	1160	908	624	689	798
ENSG00000043143	2122	2667	3196	3131	2012	1869	1909	1159	1370	1223	709	948
ENSG00000043355	1724	1	474	2629	723	6	0	4	1201	0	0	5
ENSG00000043462	567	2915	282	342	469	359	163	881	462	313	215	658
ENSG00000043514	1803	1421	1445	1000	702	2432	268	614	785	464	603	1125
ENSG00000043591	18	40	6	29	6	7	25	203	8	11	1	15
ENSG00000044012	10	461	3	4	4	141	2	1498	9	3	22	33
ENSG00000044090	5653	2911	2646	1352	2101	1345	1150	1013	1092	401	580	1153
ENSG00000044115	21100	31753	30668	33941	19075	18538	8107	22105	16134	11123	9593	10334
ENSG00000044446	972	2615	1619	866	1844	1716	1085	1139	884	627	545	1087
ENSG00000044459	213	593	157	271	81	277	197	246	139	147	64	221
ENSG00000044524	140	353	23	103	114	106	109	254	49	82	67	86
ENSG00000044574	22599	52691	40121	25645	18308	29339	15363	28392	25324	10891	9647	15129
ENSG00000046604	9453	30917	14848	29799	7945	14723	6692	20819	11073	4955	6621	9206
ENSG00000046647	1649	821	1299	726	583	1907	482	485	426	653	432	750
ENSG00000046651	3785	3812	2930	1421	1811	1923	1233	1037	1745	1009	464	1159
ENSG00000046653	168	273	55	50	87	89	292	548	56	33	41	142
ENSG00000046774	0	0	159	0	0	0	0	0	0	0	0	0
ENSG00000046889	162	836	66	81	129	50	32	467	84	32	42	38
ENSG00000047056	1282	1938	1604	1066	1045	749	545	882	708	303	400	278
ENSG00000047188	854	3031	1893	1878	1345	1077	438	1497	1166	748	707	685
ENSG00000047230	3361	2687	2794	1668	1331	3389	1965	1082	791	1429	952	1590
ENSG00000047249	4644	2182	3075	2266	1572	3112	910	1334	2481	1236	1355	1962
ENSG00000047315	5388	6769	6333	7426	2371	4728	2299	3387	4130	2222	2077	2653
ENSG00000047346	925	2029	307	721	620	714	259	832	492	375	279	435
ENSG00000047365	1003	2155	546	1358	441	677	265	867	758	337	289	395
ENSG00000047410	8609	8296	8253	12208	6899	4691	2012	3513	4867	1301	1591	2186
ENSG00000047457	11	346	7	9	15	46	15	856	90	22	4	100
ENSG00000047578	2656	2216	2194	1850	1419	971	419	1286	1698	546	396	717
ENSG00000047579	2299	1225	1458	1121	982	2025	386	826	943	507	575	544
ENSG00000047597	4935	1977	3762	1386	621	2340	695	2450	503	1617	555	801
ENSG00000047617	45	115	16	17	11	14	9	57	13	14	10	29
ENSG00000047621	660	1218	790	2179	605	793	212	624	579	533	382	483
ENSG00000047634	1475	1294	3142	863	1491	3478	732	438	740	1278	518	1027
ENSG00000047644	3493	2714	3092	997	3256	1528	2366	1061	1438	610	536	373
ENSG00000047648	138	484	152	67	110	739	1344	266	109	28	48	51
ENSG00000047662	57	22	170	47	15	14	9	76	12	6	2	14
ENSG00000047849	17886	15237	13247	15790	8081	8233	4745	11097	9365	3013	4480	5105
ENSG00000047932	4081	3578	2211	2283	1689	2133	661	2329	1345	753	716	999
ENSG00000047936	1	19	25	0	7	5	0	65	1	1	0	3
ENSG00000048028	2004	1421	1297	1128	1010	1264	594	716	642	601	385	583
ENSG00000048052	140	672	18	302	140	123	54	271	287	48	35	68
ENSG00000048140	1901	3114	2672	4113	2035	4241	843	2359	1858	2093	1352	2294
ENSG00000048162	3129	1587	2614	3053	1820	3692	555	1353	1890	914	954	1212
ENSG00000048342	801	306	472	200	227	399	188	408	161	88	144	597
ENSG00000048392	1197	1390	851	990	1121	1284	739	1409	1097	320	427	1196
ENSG00000048405	1696	2442	2149	1294	1052	2241	517	1498	907	816	564	788
ENSG00000048462	0	270	6	9	10	44	6	546	70	18	3	26
ENSG00000048471	605	1752	613	572	795	357	351	656	474	260	253	308
ENSG00000048540	78	52	15	27	181	47	80	178	18	0	13	41
ENSG00000048544	3150	2442	2959	2626	1907	4885	636	1456	1415	1072	1448	1183
ENSG00000048545	4	12	12	1	3	0	0	2	1	0	1	5
ENSG00000048649	3496	2862	1931	1833	1869	1185	831	1581	1449	614	555	773
ENSG00000048707	3029	6167	2513	4249	1309	1102	656	4522	2096	899	911	632
ENSG00000048740	2307	6080	184	3385	2270	3560	662	2839	1063	1019	1312	1434
ENSG00000048828	26468	21633	27048	19994	6451	14200	4468	15955	10146	8119	5310	6321
ENSG00000048991	2941	1834	1937	2179	1719	2228	785	1155	1418	710	1001	1009
ENSG00000049089	971	647	215	982	73	1441	139	243	604	931	191	1077
ENSG00000049130	785	1947	1329	1117	439	952	124	1519	270	523	298	719
ENSG00000049167	405	372	533	499	353	651	176	263	160	264	285	358
ENSG00000049192	200	238	71	77	157	93	41	21	63	27	18	39
ENSG00000049239	4827	7276	6902	6663	1722	2985	1099	4998	2208	1706	2009	1236
ENSG00000049245	5455	6454	6438	5783	2186	7706	1454	4499	3720	3216	3859	2287
ENSG00000049246	307	1140	865	930	179	177	119	383	214	104	151	265
ENSG00000049247	109	10	261	20	92	19	2	9	7	0	9	29
ENSG00000049249	76	202	25	57	50	37	23	44	91	67	11	124
ENSG00000049283	4209	1554	1684	2204	321	1974	207	1238	930	496	284	900
ENSG00000049323	3342	4562	3190	2270	3170	2848	903	2168	299	655	423	741
ENSG00000049449	12373	7855	1821	5955	6266	8485	4478	2834	5276	3953	3137	2530
ENSG00000049540	2353	3474	989	391	1456	2682	1038	2177	385	459	588	1365
