TCGA.FS.A1ZE	TCGA.W3.AA1O	TCGA.EE.A185	TCGA.GN.A8LK	TCGA.EE.A2MD	TCGA.EE.A2MQ	TCGA.HR.A2OH	TCGA.EB.A5FP	TCGA.EE.A3JI	TCGA.FS.A4F0	TCGA.EE.A29Q	TCGA.EE.A29V	TCGA.EE.A2ML	TCGA.ER.A19H
ENSG00000011295	4601	2810	1115	1215	2120	3023	1539	2714	4161	5629	8447	1149	6188	3903
ENSG00000011304	17444	21138	15566	23371	26576	21242	16763	18081	20842	18085	25636	32215	13483	29914
ENSG00000011332	14	199	179	162	62	39	187	128	3	262	392	579	127	89
ENSG00000011347	121	124	162	208	129	199	51	81	914	136	106	116	65	194
ENSG00000011376	2064	4446	2744	2933	2186	2035	3494	2680	3055	1937	5019	5684	2089	2424
ENSG00000011405	5171	4131	1577	838	6560	4948	2030	4761	14018	5514	2142	781	5198	9616
ENSG00000011422	265	2868	1382	439	1633	11761	4923	2387	327	362	2697	3369	997	670
ENSG00000011426	1036	11214	1504	2792	6122	9429	3543	10628	4164	1615	8010	3933	1538	10490
ENSG00000011451	4197	3207	4213	5947	4441	6112	3331	2284	6807	7318	9716	16559	3134	6452
ENSG00000011454	3446	3872	2484	1395	6842	2085	2402	4497	3695	3751	3882	3279	2082	4013
ENSG00000011465	10654	4342	115	50	5333	8840	2284	2254	1948	1435	4293	5006	763	12627
ENSG00000011478	1960	2036	3428	2605	4893	1325	965	4322	2464	2454	2977	12137	1899	2619
ENSG00000011485	4106	3645	3137	5109	4356	2576	3970	5483	9797	8590	7987	8471	3936	8483
ENSG00000011523	2228	2935	1539	853	3441	1733	832	2073	3484	2944	6308	2994	1746	4927
ENSG00000011566	2493	2845	537	883	3104	3157	796	2555	4624	3862	3978	1002	2367	2983
ENSG00000011590	0	27	6	4	51	33	277	10	19	45	39	12	40	108
ENSG00000011600	471	1414	110	340	1660	1621	12357	259	3638	471	1141	1079	2784	3334
ENSG00000011638	1278	1019	1347	827	1713	1004	429	1856	495	2996	5726	2588	1499	1055
ENSG00000011677	4	2	368	35	910	18	0	54	888	1271	1685	4	1118	1418
ENSG00000012048	1804	3910	1436	1220	5105	1553	2722	3763	3256	1490	3538	2270	1093	2119
ENSG00000012061	3851	4033	3435	5904	4179	7285	3809	3648	6417	5072	12832	10942	5558	7462
ENSG00000012124	697	1268	362	561	887	698	261	307	1740	28	978	922	765	297
ENSG00000012171	6997	4965	3073	193	266	1298	19925	6628	11142	3506	13525	8658	16808	187
ENSG00000012174	2401	3802	2258	837	3182	3514	1582	3693	4965	4252	8350	2720	5924	5955
ENSG00000012211	585	649	1503	1314	1225	833	954	816	1017	1409	1573	3436	797	556
ENSG00000012223	757	147	32	5	26	87	11	11	5	32	505	63	86	176
ENSG00000012232	6236	3819	6041	4771	8464	8817	5950	4553	7325	8136	9760	8398	7614	12422
ENSG00000012504	0	0	0	3	1	0	1	4	0	0	2	0	26	118
ENSG00000012660	4995	4533	4942	3169	7879	7294	7148	8539	8891	5099	5950	2711	3890	6953
ENSG00000012779	154	265	24	17	438	520	796	44	208	63	673	134	373	402
ENSG00000012817	169	3365	3	1738	5699	0	1	2	7300	0	1	3481	389	564
ENSG00000012822	4578	2574	1748	1118	4969	2394	2615	2297	6715	11055	3198	4812	4995	4319
ENSG00000012963	1596	4013	1545	1391	2244	3812	3170	4340	3461	3825	5644	2141	2645	3257
ENSG00000012983	3361	2024	676	814	1747	1872	2297	3219	4213	3736	5286	1410	3616	1188
ENSG00000013016	153	192	91	151	1517	423	372	96	73	48	5417	3305	2661	13866
ENSG00000013275	4124	6187	4962	10566	9254	11311	6559	5255	5586	6126	7925	14252	4449	6817
ENSG00000013288	3285	1851	4876	4257	5404	2810	5837	3804	3647	5482	11313	6671	12098	4775
ENSG00000013293	0	0	0	0	1	0	1	0	6	2	2	1	0	6
ENSG00000013297	96	11	1	11	144	33	682	10	151	24	223	29	115	2859
ENSG00000013306	5321	11103	12980	17619	19280	6370	7531	9217	11363	5533	14576	41104	7529	10555
ENSG00000013364	10241	12679	6146	13841	9285	20411	20032	8824	6325	12686	33733	32747	19903	14148
ENSG00000013374	3225	6588	2392	2954	5140	4002	12494	5535	4901	5022	8958	3829	4628	6642
ENSG00000013375	2582	2232	750	1211	4880	5198	1553	3903	3731	3572	2662	873	3559	3934
ENSG00000013392	517	538	92	165	581	392	323	542	691	846	656	215	409	571
ENSG00000013441	6477	2493	560	1549	6752	2622	2050	3531	12738	16225	5646	803	2997	2175
ENSG00000013503	772	1003	723	1194	1823	1702	837	631	958	1687	1770	1278	1146	2038
ENSG00000013523	1447	2351	2348	871	1513	1656	3666	2818	2351	2102	5674	1860	1627	1912
ENSG00000013561	7707	3750	2110	2570	8878	2647	3634	3240	8228	4043	8265	3961	4975	3642
ENSG00000013563	1093	1939	1958	453	1104	2281	1958	3407	2201	4135	3229	3789	2224	890
ENSG00000013573	1500	3041	592	1734	1843	1097	842	2349	4581	2574	1407	1939	1726	2435
ENSG00000013583	1936	2283	3598	3695	3988	3231	2244	1992	4268	4583	4096	7203	3950	979
ENSG00000013588	399	42	5362	1788	1500	62	319	3050	52	23	1686	2301	19	151
ENSG00000013619	3753	951	727	1155	865	2067	788	807	1839	7836	3190	1180	3643	894
ENSG00000013725	88	52	8	50	591	287	4246	56	143	37	287	161	982	873
ENSG00000013810	4193	4593	2648	7458	5195	2827	5096	8323	4944	2059	4400	7799	1537	7126
ENSG00000014123	3340	1579	552	680	4492	2203	2339	3907	3271	3963	3414	797	3518	4022
ENSG00000014138	1026	2087	1391	1895	749	2743	1384	2925	2386	2090	1051	3123	993	2451
ENSG00000014164	1694	1715	1740	3225	2806	1807	3166	1469	2319	2896	3046	8527	1635	5493
ENSG00000014216	11385	7634	9543	15030	1296	7756	8274	10757	19727	14713	11780	37782	9409	12773
ENSG00000014257	11	6	11	5	14	1799	118	27	8	138	19	42	21	96
ENSG00000014641	9264	24873	11209	9403	19553	13385	9875	13769	14994	11151	36602	21955	13812	12632
ENSG00000014824	4869	5741	2525	1827	4665	2821	4189	7282	8047	5918	9058	3533	6362	5521
ENSG00000014914	646	823	217	142	67	999	175	782	759	3201	1336	246	1740	442
ENSG00000014919	3234	3374	1156	1928	2403	3346	2187	1957	3097	5559	6775	4274	3387	3132
ENSG00000015133	170	136	43	304	1666	321	2068	164	221	215	458	300	685	791
ENSG00000015153	942	715	260	323	1119	534	557	549	1143	961	555	352	563	682
ENSG00000015171	6724	3590	804	1566	3364	5012	2423	7223	2093	7890	7614	3229	7585	5129
ENSG00000015285	116	320	25	51	672	321	3953	52	751	92	319	231	987	1176
ENSG00000015413	10	7	0	0	76	42	2139	9	0	1	15	639	1	23
ENSG00000015475	1016	404	707	1067	1090	2149	1591	2181	1587	859	4620	2350	723	1246
ENSG00000015479	438	297	47	53	326	161	233	294	607	428	501	63	284	455
ENSG00000015520	2	5	3	4	1	9	0	2	22	48	6	1	12	8
ENSG00000015532	2315	3419	4712	2634	4465	896	1904	2940	3251	3049	5552	8644	2279	3140
ENSG00000015568	2	0	0	1	1	0	4	1	3	2	2	0	0	2
ENSG00000015592	2	3	0	0	0	1	0	0	1	5	2	1	0	0
ENSG00000015676	6814	10205	7428	4600	7505	12519	8381	11188	9461	6515	15636	13668	7458	10100
ENSG00000016082	268	0	0	23	286	0	0	31	129	315	0	3	0	0
ENSG00000016391	112	8	1	147	20	30	338	15	16	18	740	29	8	118
ENSG00000016402	22	4	5	5	178	12	0	38	0	2	5	33	0	0
ENSG00000016490	0	2	0	0	0	0	0	1	0	3	1	0	0	0
ENSG00000016602	5	1	117	0	7	2	0	2	0	4	8	41	8	220
ENSG00000016864	4805	2459	2114	1778	1960	5009	3749	5010	4311	4644	9665	2710	5633	3190
ENSG00000017260	9108	8046	6686	3110	6237	9123	6195	6022	10553	13222	13560	7481	11356	6469
ENSG00000017427	33	43	39	101	199	76	23	229	58	16	63	11	48	129
ENSG00000017483	85	70	35	41	299	105	715	216	72	16	63	460	96	249
ENSG00000017797	5862	4327	3261	1790	8515	2673	4873	6281	7827	6973	11933	7681	6280	5658
ENSG00000018189	2868	1569	1203	1032	3574	1594	1431	2030	3574	4047	5047	1489	4050	2472
ENSG00000018236	585	10	532	235	1561	1223	9	1103	19	3181	2320	379	4317	61
ENSG00000018280	40	488	29	42	90	166	290	53	50	21	319	612	9	100
ENSG00000018408	11156	6616	2528	1058	6792	17167	4645	9953	18834	7160	9333	3142	8675	17413
ENSG00000018510	8413	3457	2280	2135	6360	5762	3865	5437	9481	5298	11289	3558	7204	8627
ENSG00000018607	0	0	0	0	0	1	0	0	0	0	5	0	1	0
ENSG00000018610	1871	1194	862	1140	2260	1516	1546	3114	3113	2451	2479	2762	1859	1500
ENSG00000018625	55	8	9	6	7	7	0	2	9	17	9	9	13	149
ENSG00000018699	1531	2006	814	713	2008	1306	812	738	1132	1935	4615	1728	1322	2416
ENSG00000018869	52	15	144	30	194	90	44	199	284	113	16	117	36	75
ENSG00000019102	6	12	8	5	10	15	9	4	13	22	17	6	5	11
ENSG00000019144	10213	7074	6796	1815	5660	8751	4023	8817	19581	5099	9589	4017	6044	30144
ENSG00000019169	103	89	7	9	5	205	4338	22	1693	30	653	34	4121	904
ENSG00000019186	6	1	8	1	2	1	4	9	3	3	15	5	1	10
ENSG00000019485	1212	289	455	879	921	848	294	812	873	1365	1263	710	430	2449
ENSG00000019505	3	25	1	5	76	1	1	8	1	1	589	3	0	3
ENSG00000019549	4513	1108	2222	2815	3166	4173	1866	3725	4626	16330	4132	13651	949	3090
ENSG00000019582	16949	18356	2759	4444	76207	51018	715994	7809	46879	11819	32189	41248	123820	109138
ENSG00000019991	69	97	4	14	199	96	379	22	125	43	103	30	155	95
ENSG00000019995	1978	897	528	458	1188	1390	636	848	1615	2435	3095	1400	1815	1282
ENSG00000020129	2891	5692	4680	3145	7168	7838	4140	4137	5217	4888	8431	8628	4966	5997
ENSG00000020181	1500	2208	994	875	1025	3977	5679	1267	1205	3839	2073	1646	3329	2161
ENSG00000020219	0	1	1	1	0	0	0	0	0	1	0	1	0	2
ENSG00000020256	2941	1287	1041	1035	1763	1342	1281	1499	2435	2413	3578	2869	1513	2149
ENSG00000020426	395	1488	327	589	791	419	607	1550	1315	1773	2116	865	944	619
ENSG00000020577	3303	3269	2258	802	1008	1635	3487	2585	7547	7891	10150	3840	3779	6317
ENSG00000020633	6672	16124	15018	8469	16444	12797	10161	11301	1626	15743	4996	15471	7082	1842
ENSG00000020922	1673	1518	629	791	1529	1792	1046	1953	4277	4724	2102	799	740	2795
ENSG00000021300	21007	7376	637	349	4097	4977	12811	838	26057	823	20846	1053	14927	16638
ENSG00000021355	4126	2865	1800	2398	5401	517	6473	5585	5699	4200	3950	2901	4039	2706
ENSG00000021461	7	4	0	0	1	0	1	0	5	0	3	0	1	0
ENSG00000021488	8	9	1	4	3	1	5	2	24	10	16	4	3	2
ENSG00000021574	2018	1527	397	340	1850	961	969	1038	3160	2032	3582	498	2048	2255
ENSG00000021645	212	1225	94	20	34	1319	28	44	23	959	5420	18	78	60
ENSG00000021762	2872	3418	940	1644	2820	1793	703	2796	3008	2460	1647	4625	2098	1806
ENSG00000021776	1813	4514	2133	993	2549	3968	2559	4861	7564	4512	7598	2816	3263	6134
ENSG00000021826	90	464	1779	15	1778	453	26	547	5228	5767	8945	1825	3568	815
ENSG00000021852	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000022267	1730	184	228	1463	373	447	198	105	2199	2184	4010	2833	861	1456
ENSG00000022277	14317	8011	5117	25463	11400	6207	7139	7587	8816	9261	12753	17455	7730	5935
ENSG00000022355	0	0	0	0	1	0	0	0	4	0	0	0	0	0
ENSG00000022556	21	4	7	0	1751	12	495	340	28	3	29	4	21	814
ENSG00000022567	1015	903	1363	1188	1690	1205	1787	726	950	1210	2158	2150	1765	946
ENSG00000022840	11182	6297	7813	16422	13559	9125	9619	9521	16356	13053	10611	15541	9896	15657
ENSG00000022976	135	1517	428	167	346	368	463	1122	505	960	1678	377	535	390
ENSG00000023041	2672	2416	601	1293	1963	2569	1389	2254	3007	3501	4884	2133	2711	1602
ENSG00000023171	25	2824	104	117	2205	104	962	1611	76	11	520	676	208	451
ENSG00000023191	12421	11693	8543	19072	12107	24775	10774	10910	15624	15489	15217	18465	16650	17096
ENSG00000023228	12467	10047	5165	4442	13774	10423	6032	8060	19876	7628	15300	9232	9292	10821
ENSG00000023287	6535	2952	782	958	10131	4437	3953	3946	7904	7980	9218	1978	6427	7417
ENSG00000023318	3711	3651	1991	3238	8135	3526	5180	6272	3019	3035	4561	4008	2800	3446
ENSG00000023330	3710	6335	5898	5866	4571	5989	6606	5294	5057	5255	4913	13202	3468	3807
ENSG00000023445	174	1512	78	23	1189	534	4480	54	376	56	1695	50	2417	3351
ENSG00000023516	8327	2351	1696	984	4517	2991	2476	2990	4694	4867	5485	1572	4817	4171
ENSG00000023572	404	1802	390	765	575	1433	674	879	713	673	1440	759	825	667
ENSG00000023608	318	975	207	241	647	1091	475	1637	1154	1043	2386	192	684	583
ENSG00000023697	5316	3760	2860	4961	6500	1951	1957	5894	8248	5359	2537	9834	2422	3180
ENSG00000023734	10124	6969	7675	5590	16558	12899	5275	7786	11695	6721	9643	19647	7676	10377
ENSG00000023839	1515	811	2740	2476	6861	3424	1745	2517	7982	6107	53	3607	40	5141
ENSG00000023892	97	178	71	444	588	246	2378	1015	408	76	278	297	569	1566
ENSG00000023902	1044	1077	863	1672	2121	4250	9091	908	2513	3891	2449	5549	6551	10248
ENSG00000023909	848	1782	516	430	2520	1792	486	2856	1906	865	2273	688	1057	1570
ENSG00000024048	6641	2304	2828	2591	5372	5706	4508	3229	7856	5592	4704	1300	4471	5258
ENSG00000024422	3861	1346	1477	1185	1110	2675	982	1556	650	672	8431	11429	751	5606
ENSG00000024526	385	3008	284	180	2064	1485	1220	2797	1260	37	1794	491	437	2506
ENSG00000024862	869	470	280	938	1756	513	1180	703	1217	1418	1190	618	1398	543
ENSG00000025039	5309	9729	3575	10511	8941	4534	3861	11336	6716	6606	6041	6107	7119	2863
ENSG00000025156	1349	463	326	552	1762	1226	715	760	2049	2488	1217	773	874	1271
ENSG00000025293	6484	2452	3104	2324	6011	3110	3254	3705	5997	4038	7101	4537	3872	5816
ENSG00000025423	33	13	25	5	53	24	33	19	24	364	223	44	179	19
ENSG00000025434	439	567	590	229	811	888	5620	866	2198	2021	1206	1552	1794	3837
ENSG00000025708	4603	2711	1705	915	2672	2181	12615	1466	1802	543	6429	3158	1980	2959
ENSG00000025770	4725	4064	1745	8164	3959	10794	4372	5044	4549	2450	7498	9800	3864	3630
ENSG00000025772	5605	1517	1867	2843	4889	7628	2921	4608	2536	2323	5573	5723	2209	6407
ENSG00000025796	5288	2784	2462	4548	14266	12256	4740	9323	12457	12582	11484	4115	11782	14435
ENSG00000025800	6341	7090	5609	4642	16424	10172	6652	6571	9507	7424	13463	9366	7773	9272
ENSG00000026025	308626	236614	179794	228051	200133	232078	109203	108114	236367	207064	504865	443706	277716	204584
ENSG00000026036	393	238	37	340	88	118	157	412	389	455	118	72	76	195
ENSG00000026103	160	122	104	81	500	252	1659	70	864	1549	1942	110	2632	3377
ENSG00000026297	1048	914	208	1365	700	1096	4342	252	1621	1448	1913	1203	1329	2042
ENSG00000026508	149890	27842	22932	23881	71388	50793	25360	42894	239628	113001	90647	20202	140205	41620
ENSG00000026559	263	18	7	62	9	79	24	5	31	352	315	253	375	8
ENSG00000026652	143	288	28	296	160	134	55	49	44	83	94	456	37	211
ENSG00000026751	118	8897	270	254	13855	7637	15188	4395	4308	84	2408	150	1942	1764
ENSG00000026950	1114	1674	1958	547	3701	1663	8145	1843	3529	5439	3485	1252	10965	5819
ENSG00000027001	4910	3016	1203	2169	3023	1899	1798	1430	2043	1391	3860	2963	2717	1178
ENSG00000027075	1474	364	549	1138	1512	1496	5711	2747	2223	3086	2737	1811	2200	1780
ENSG00000027644	4	26	0	1	5	28	8	4	5	6	13	12	2	10
ENSG00000027697	4916	1833	1002	1473	8263	2878	3410	2626	4377	3339	3188	995	3483	2917
ENSG00000027847	1153	1444	1776	3499	2489	954	1823	1502	2529	1763	2765	3356	2139	1775
ENSG00000027869	42	251	147	237	303	210	2436	355	105	11	931	521	308	485
ENSG00000028116	994	1453	398	512	1522	1525	909	945	1939	1642	2246	553	1283	2122
ENSG00000028137	1089	1248	211	284	2178	1489	15878	289	2506	330	1323	1485	3797	4877
ENSG00000028203	1867	2400	888	936	3394	1829	1591	1906	2588	4156	1787	692	2840	2301
ENSG00000028277	119	98	38	12	722	191	1660	49	401	55	234	467	651	702
ENSG00000028310	4839	3291	1049	1359	2214	1728	1885	2587	4157	4038	4591	6353	3624	3911
ENSG00000028528	15991	5701	3487	9086	9463	8053	11994	6730	22059	11618	14916	8540	9128	22259
ENSG00000028839	837	373	199	454	940	578	635	561	972	1808	964	305	752	492
ENSG00000029153	86	49	52	13	305	102	496	695	33	8	192	62	284	249
ENSG00000029363	8065	3727	1986	2132	11091	6493	6095	5123	13382	7415	12887	3360	6552	9675
ENSG00000029364	3820	5924	5835	3098	4662	4324	5335	7054	9273	7593	12697	5273	7752	5746
ENSG00000029534	19	9	5	2	33	23	97	5	66	16	13	22	58	74
ENSG00000029559	20	23	0	0	1	11	1	14	0	0	30	12	0	12
ENSG00000029639	964	876	456	670	1360	756	667	976	1034	504	984	549	489	800
ENSG00000029725	6229	4671	1124	2346	5174	3380	4366	2748	9077	8357	9401	1497	6476	8023
ENSG00000029993	949	3070	1135	2972	2837	1239	1208	2041	29	518	2190	4550	691	1742
ENSG00000030066	6001	3922	2631	1465	7222	4458	2429	6018	11269	5644	4315	1950	4903	11156
ENSG00000030110	2058	1383	2202	3536	3677	1616	2577	2208	2924	1897	2245	3266	2049	1870
ENSG00000030304	2	0	0	0	3	1	0	0	0	0	0	0	1	34
ENSG00000030419	203	37	62	61	442	79	443	40	138	259	805	82	339	147
ENSG00000030582	22365	55533	28183	29027	90399	32846	74844	55772	33613	71056	61041	176392	54869	37875
ENSG00000031003	4565	1192	577	482	3588	1332	2080	2846	3272	2196	6062	738	2068	3633
ENSG00000031081	8411	4139	2851	1462	2713	8789	6977	2733	4497	6159	8297	6267	17610	13525
ENSG00000031691	654	559	132	189	688	698	420	728	808	959	657	99	499	362
ENSG00000031698	12300	11503	6909	5431	16905	21897	11921	6439	19669	17387	26457	18284	18345	10828
ENSG00000031823	4377	3114	3827	5848	4913	4445	5230	2311	6549	6180	6226	5218	3908	4997
ENSG00000032219	1108	1590	270	337	1102	882	1383	1514	4923	2974	2195	512	2577	1752
ENSG00000032389	649	2123	1621	2317	2056	1560	1145	1744	1942	1434	3605	4728	1770	2725
ENSG00000032444	7181	4080	4077	4949	6872	8538	7338	1712	8794	5658	9754	5725	10818	5394
ENSG00000032742	3020	1445	270	563	1337	922	1253	972	2043	1553	1297	263	1648	1083
ENSG00000033011	1593	2584	1782	1551	2014	1771	1550	1940	1067	1588	4487	4957	1814	2033
ENSG00000033030	1341	1280	707	1515	1375	977	1093	1429	3292	3070	1483	599	1434	1779
ENSG00000033050	4006	10867	4602	5847	7814	8691	6463	8305	5401	4697	10353	13340	4824	10752
ENSG00000033100	2821	7391	6300	6101	4604	9146	6386	6535	3694	5854	7457	10951	5882	10834
ENSG00000033122	48	37	1	5	24	73	36	30	82	79	34	6	28	529
ENSG00000033170	1545	1982	532	502	1330	1041	3073	2638	1808	1922	4502	712	2339	2356
ENSG00000033178	2537	3408	1672	1130	4498	2471	3046	3300	4696	3437	5845	1101	3096	4926
ENSG00000033327	13859	5132	7073	4478	4674	13362	2282	8666	16062	8384	1986	8104	9460	15332
ENSG00000033627	10588	10959	13328	13182	17193	9570	12312	6854	34087	17097	15987	16789	11097	6689
ENSG00000033800	2222	1875	1403	1579	2904	1888	2561	2045	5269	4009	3130	1574	2378	2462
ENSG00000033867	3319	1715	930	149	1491	2672	1878	5966	5937	3307	4139	401	2331	3047
ENSG00000034053	2820	68	708	1032	109	89	335	30	2594	2721	523	5143	110	4253
ENSG00000034152	2733	6742	4307	4625	1842	3424	4633	6002	3291	3135	12644	6331	4355	4390
ENSG00000034239	5	0	1	0	0	2	1	5	2	4	1	1	1	5
ENSG00000034510	34651	37892	31708	52121	26648	56276	66200	39961	34217	31685	80814	63271	39870	33614
ENSG00000034533	580	599	237	375	625	418	631	637	579	814	1269	497	703	367
ENSG00000034677	4649	4976	3487	1073	6947	3382	12801	5419	4495	3795	17395	2400	5041	8394
ENSG00000034693	846	396	199	497	1317	1098	709	507	1203	1505	1152	423	1086	655
ENSG00000034713	5630	2988	1530	1775	3850	2959	4823	5443	4100	5397	10499	5643	5563	5131
ENSG00000034971	15	0	0	0	0	5	196	2	10	2	0	0	12	46
ENSG00000035115	755	1757	421	279	1025	1237	469	840	2046	2814	2262	451	516	1334
ENSG00000035141	2795	2737	1099	2425	2945	2257	1400	2047	6152	3136	5574	4055	1579	3813
ENSG00000035403	6367	6691	2535	3401	4580	12626	2629	3413	13478	11153	12253	12895	9833	11641
ENSG00000035499	448	729	134	221	887	827	604	654	660	416	918	345	189	501
ENSG00000035664	83	57	12	147	73	163	626	33	288	69	231	63	122	173
ENSG00000035681	3934	2605	1144	2338	3691	4007	2906	2028	3914	3418	6085	6053	3628	6603
ENSG00000035687	6144	9514	3432	2223	5294	7608	5297	9967	7249	5530	10027	4024	6398	8454
ENSG00000035720	3	4	1	0	70	11	54	1	56	8	15	4	39	22
ENSG00000035862	138996	143541	83255	53337	93537	42769	29043	77872	84816	62255	68054	246034	88998	70595
ENSG00000035928	6083	6344	2660	1820	8175	2717	5097	7573	12893	6702	11267	3620	5554	7313
ENSG00000036054	2356	2979	728	687	3483	2312	2821	2444	4566	4237	5742	888	3174	1813
ENSG00000036257	4380	3581	2021	1585	5696	4294	3173	3583	7905	4075	8298	2342	4753	5350
ENSG00000036448	79	412	36	168	82	15	220	159	45	30	27	233	15	32
ENSG00000036473	3	0	0	5	0	0	0	0	1	1	11	0	0	1
ENSG00000036530	4	152	4	25	10	9	2	11	6	104	38	9	9	16
ENSG00000036549	4916	4595	1609	793	7961	5399	1533	4646	10082	12982	9164	2704	4814	7134
ENSG00000036565	0	8	3	0	6	3	22	1	6	0	12	0	8	1218
ENSG00000036672	727	96	125	114	139	121	204	150	677	1382	509	1036	95	1093
ENSG00000036828	0	0	0	0	0	0	2	0	23	5	0	4	2	3
ENSG00000037042	1294	1722	896	1217	1111	457	1153	2424	2599	2590	1574	1624	1240	2005
ENSG00000037241	766	1496	359	1626	1295	647	871	899	900	581	1853	1227	804	736
ENSG00000037280	401	483	227	360	412	983	288	210	249	182	488	306	438	705
ENSG00000037474	8468	11099	2204	3065	7854	3195	3978	7781	7651	7224	11135	8276	4306	9257
ENSG00000037637	2356	2308	2057	2044	1334	2725	2740	1880	3485	3034	4104	3369	1873	2727
ENSG00000037749	1548	1000	591	387	2397	1275	747	620	1308	965	2614	654	2300	1265
ENSG00000037757	1316	1121	765	504	1317	939	553	579	2850	2229	1547	2954	972	1748
ENSG00000037897	1841	1391	989	1027	1813	1503	1092	1153	575	1356	1843	4232	1023	2120
ENSG00000037965	277	197	113	82	22	431	309	246	52	580	523	542	316	314
ENSG00000038002	2457	3307	1176	326	2366	2032	1711	5564	1273	1457	8039	3596	3579	1451
ENSG00000038210	717	884	288	231	865	848	1008	1629	1902	1594	1539	363	792	900
ENSG00000038219	7733	3522	2386	2535	11432	3140	5237	8430	9061	7684	8912	3630	5515	7407
ENSG00000038274	4687	4061	896	2356	4904	2536	5215	2704	7698	2861	8227	1584	4430	3816
ENSG00000038295	32	53	1	1	54	111	10	3	30	14	30	19	3	45
ENSG00000038358	4124	3278	1522	2748	3057	3219	3925	3718	3380	5140	5331	5671	3077	3808
ENSG00000038382	9320	12979	4963	5135	10847	4067	1513	7274	5916	8605	6070	13999	4878	14129
ENSG00000038427	2703	3187	457	163	4391	8608	3275	1580	383	404	3377	3405	481	6828
ENSG00000038532	2658	2367	3125	3450	3373	2213	3102	2099	2234	3347	5150	5413	4612	3331
ENSG00000038945	582	785	35	37	977	1811	6709	161	1623	449	805	130	1528	2913
ENSG00000039068	46669	27290	18724	2840	39724	6388	37200	58594	11	328	9738	3321	104766	29317
ENSG00000039123	4695	5163	1157	858	7973	6900	3086	2669	10353	5905	7691	1330	4738	5111
ENSG00000039139	9	5	1	0	104	3	1	3	0	9	99	4	6	4
ENSG00000039319	38842	4673	3037	2583	22184	7024	3787	7916	24137	8328	23625	1745	13811	13386
ENSG00000039523	7281	6234	4352	9679	4758	6903	5436	7590	5395	8818	10977	18233	7035	11501
ENSG00000039537	34	2	0	1	21	10	29	6	4	0	28	0	22	86
ENSG00000039560	8086	8829	1132	1536	5602	2977	5201	5377	13004	5844	6498	1964	10088	6943
ENSG00000039600	7	7	3	1	9	7	62	1	0	3	86	9	12	36
ENSG00000039650	919	2850	2194	4116	1510	1229	2200	2964	3026	2662	4188	7108	2454	2908
ENSG00000039987	1	0	4	0	3	1	2	7	3	0	2	2	1	1
ENSG00000040199	714	1057	272	170	437	703	778	1035	498	659	1381	611	1512	793
ENSG00000040275	1421	1716	170	686	1311	907	2037	709	2794	1007	2333	295	936	1309
ENSG00000040341	1942	2259	884	562	4820	1251	1458	1654	1735	2264	5618	1300	1807	4009
ENSG00000040487	1487	3113	1669	5464	1308	3457	2086	2447	1923	2140	3038	4253	1828	2032
ENSG00000040531	2362	5553	1370	4008	2054	872	2734	1460	2220	3617	3819	3175	3150	2698
ENSG00000040608	1004	1808	1733	6452	714	1517	954	1593	1497	1907	1500	4150	1566	115
ENSG00000040633	3270	6585	3178	4288	3209	2780	4721	3928	4729	4274	7983	8683	4380	6536
ENSG00000040731	3	0	0	1	2	0	0	0	1	1	1	0	0	153
ENSG00000040933	2295	1563	1308	1060	3035	1587	2497	1324	4191	3302	8024	2070	2952	4509
ENSG00000041353	47	5	27	0	48	13	6	109	0	6	269	21	5	18
ENSG00000041357	5414	7939	1935	6267	11625	10849	8861	7346	7835	7737	11264	5204	4349	6792
ENSG00000041515	25	24	459	11	76	104	21	159	17	6	38	1013	19	338
ENSG00000041802	3335	4089	2173	2445	5459	3546	3992	4831	3667	4458	6077	6484	3604	3613
