TCGA.L9.A7SV	TCGA.69.7973	TCGA.55.8505	TCGA.55.8508	TCGA.91.7771	TCGA.97.8176	TCGA.64.5815	TCGA.86.A4P8	TCGA.64.5779	TCGA.50.8459	TCGA.73.4675	TCGA.73.7498	TCGA.55.8205	TCGA.55.7283	TCGA.55.A48Y	TCGA.55.A48X	TCGA.55.7576
ENSG00000010165	2115	3126	1855	1964	1685	2838	1347	1671	1242	1026	3140	3730	2341	3030	3480	2529	8611
ENSG00000010219	468	1820	467	450	1002	387	453	1074	611	764	888	656	781	385	791	425	899
ENSG00000010244	9926	12316	5719	4134	6613	6829	3975	7981	6502	5184	10494	13657	11046	7970	7330	7620	14678
ENSG00000010256	6207	8930	12315	3683	4692	5806	3130	5288	2940	6686	11097	9725	8600	8217	10498	4495	9446
ENSG00000010270	2188	2162	1228	751	1530	2101	1170	2304	1417	1366	2907	2502	3548	2235	1937	1594	4873
ENSG00000010278	7764	40979	10484	8727	13874	10333	12201	20214	8767	12260	27587	43529	18393	8843	6050	11587	69945
ENSG00000010282	4	2	0	1	2	5	5	241	0	8	11	5	2	22	0	26	1
ENSG00000010292	2523	16912	3171	2457	3026	5856	2022	2447	5598	2441	3705	4196	12990	2237	3046	2976	13550
ENSG00000010295	417	480	358	263	601	394	386	3007	466	1489	652	1175	1645	165	258	809	608
ENSG00000010310	709	212	169	67	35	151	74	438	175	616	1011	735	221	190	23	484	201
ENSG00000010318	387	176	122	95	119	105	53	300	101	197	148	379	308	109	57	215	287
ENSG00000010319	982	854	250	158	529	465	207	3154	252	409	428	899	736	881	463	299	553
ENSG00000010322	8003	5284	3370	4126	3390	3190	1584	11510	2724	3843	5914	9969	4471	3027	2543	4907	5259
ENSG00000010327	1833	4794	3151	1645	4574	5064	2350	8089	1879	4255	3102	5690	12754	1740	1781	4438	4916
ENSG00000010361	1671	2000	413	264	246	417	301	981	789	704	2137	1387	682	222	275	398	658
ENSG00000010379	3	8	5	2	116	7	0	100	4	6	13	27	6	18	35	10	3
ENSG00000010404	8003	4869	4799	2279	5537	2415	13923	9885	4135	8664	12474	7500	16306	5330	2906	10579	25267
ENSG00000010438	2	10	925	1	33	35	30	3	0	437	19	6	10	10	5	10	10
ENSG00000010539	487	1026	456	232	337	574	225	435	240	348	527	711	797	742	712	478	821
ENSG00000010610	2044	5942	1907	1610	7315	2871	7040	11115	1996	13955	7241	9836	17647	4229	3675	5630	9306
ENSG00000010626	475	580	417	287	342	926	301	685	143	829	1913	1163	411	330	355	1031	1342
ENSG00000010671	221	493	153	385	635	277	461	1857	512	1221	713	885	2313	400	318	1132	1214
ENSG00000010704	1068	975	1654	341	593	1111	555	1024	293	735	1737	2238	1365	1513	576	1304	1895
ENSG00000010803	6222	2506	1808	1592	1563	1362	728	2115	1492	1670	3536	3602	2579	2289	1107	1988	2836
ENSG00000010810	1938	4149	754	1160	1709	752	1640	3532	1837	2995	1092	3787	2638	2863	1249	2938	6061
ENSG00000010818	1093	2687	2018	882	3171	915	1626	1836	1524	3357	2121	3416	4618	2042	1210	2063	4744
ENSG00000010932	15	258	173	20	339	64	401	80	50	323	247	227	362	49	410	39	176
ENSG00000011007	8578	3893	2273	1424	1866	1774	1138	3879	2747	2241	5113	5152	4102	3717	2234	2832	7651
ENSG00000011009	7302	3234	3045	1945	1305	3289	1612	3328	2168	3399	5908	6819	3948	6015	4230	6228	10514
ENSG00000011021	2780	1104	755	523	895	504	282	2269	1358	1086	1166	2852	1230	517	712	1830	1412
ENSG00000011028	1608	9640	7520	2848	3969	4046	13817	11664	3614	21119	17407	7419	5934	6115	7382	8457	8459
ENSG00000011052	52	26	32	18	47	26	23	15	12	49	38	19	35	47	28	28	9
ENSG00000011083	3	2	13	7	7	17	1	21	5	34	13	9	15	2	6	11	21
ENSG00000011105	1625	3289	2720	1096	2269	1992	2456	4347	1407	5560	5997	4424	1672	1601	2648	2138	5989
ENSG00000011114	1895	3901	1734	757	1441	1027	847	2167	987	1532	1742	4001	2825	1615	2648	2237	4599
ENSG00000011132	627	1007	751	343	377	417	606	1245	403	662	866	1016	1104	971	266	758	1050
ENSG00000011143	2770	1692	510	438	435	915	256	736	412	507	1028	1673	792	783	589	1133	1328
ENSG00000011198	730	1164	638	282	511	963	606	1199	550	663	818	746	2168	1226	631	555	2221
ENSG00000011201	187	1432	243	290	737	881	985	10623	371	2179	741	7916	1853	1728	832	2370	4069
ENSG00000011243	3151	4293	1114	1108	1425	1128	782	3532	1331	1905	3250	3057	2092	1154	1015	2022	2063
ENSG00000011258	4211	2648	558	741	1062	917	369	1563	1148	744	1204	2227	1128	1159	982	1349	2321
ENSG00000011260	4042	3664	1332	822	1167	1108	682	1399	993	1061	2510	1958	3800	1681	1444	1360	3834
ENSG00000011275	4955	4618	3002	1576	2021	2031	1253	3247	2272	2389	5331	4188	5013	3163	3765	2868	5598
ENSG00000011295	3362	4151	2075	1266	1972	1773	631	2671	1839	1443	7005	5469	2279	4075	1477	2017	2924
ENSG00000011304	18963	24606	10260	7753	8267	14802	7919	11871	7064	8970	15986	19268	25924	16476	9687	11112	28489
ENSG00000011332	34	57	13	34	8	7	7	16	29	22	46	25	31	12	11	10	66
ENSG00000011347	7220	18898	2734	6836	2484	3400	2142	326	4068	616	11617	17965	265	2282	5091	2567	2610
ENSG00000011376	1102	2424	1151	573	953	1274	355	882	660	765	845	1760	1736	1060	1196	818	2167
ENSG00000011405	2103	9470	1677	1426	3981	2038	1057	3893	2753	1722	3168	4878	6398	2746	3375	2879	7326
ENSG00000011422	1026	2086	6089	2609	2506	4500	6189	3193	982	6463	6282	1726	8000	1597	4780	2063	7755
ENSG00000011426	3617	3329	3303	424	452	2103	826	195	1689	634	1410	376	9019	1499	1424	1266	3771
ENSG00000011451	3089	7833	1668	1755	1142	1771	1735	2702	1752	2591	4041	3761	3001	2472	2521	2294	4304
ENSG00000011454	6199	4552	1436	1026	2409	1651	1324	3437	1853	2048	3534	7846	3772	2093	2534	3601	7689
ENSG00000011465	3435	23983	17684	6880	28447	5277	33918	31689	19437	41555	32212	38252	15578	13584	21552	16618	29071
ENSG00000011478	1196	1086	631	468	453	964	295	700	468	586	1864	1153	753	304	533	702	1157
ENSG00000011485	5481	7436	2591	1528	1481	1955	1386	2594	1967	3241	7458	4725	2920	1808	1812	2408	6291
ENSG00000011523	1697	2360	664	716	1140	905	614	1663	1054	1133	2061	3585	1600	2127	1270	1615	2799
ENSG00000011566	4942	5465	1991	807	2051	1083	1057	2201	1176	1361	2877	2802	4133	2525	1184	1734	5615
ENSG00000011590	49	63	19	42	36	13	11	69	62	73	55	76	86	9	19	197	143
ENSG00000011600	1474	2319	979	822	2823	2310	3737	8979	570	8869	7676	3528	9026	2179	1116	2029	7005
ENSG00000011638	6606	4525	1159	428	1488	1476	1883	1473	536	1328	6878	3642	2910	4386	1748	2090	8665
ENSG00000011677	761	0	79	25	103	178	2	2	291	6	3	2	24	0	0	6	2
ENSG00000012048	1946	3425	573	235	206	563	222	347	704	255	654	261	4102	402	705	701	1793
ENSG00000012061	4012	4436	1467	1535	1041	1345	1620	2249	1105	2459	4687	2673	1698	1818	1496	1827	4068
ENSG00000012124	184	376	97	195	546	207	146	1369	294	936	419	549	769	144	118	3505	836
ENSG00000012171	188	640	4276	297	3084	8441	1439	6103	109	2806	9159	3363	2464	1120	2493	607	2442
ENSG00000012174	1284	2912	1356	495	978	1275	878	880	1170	971	2281	1657	2267	1633	1456	1029	2734
ENSG00000012211	1332	1569	711	465	393	468	316	481	380	478	1409	814	1578	799	366	611	1173
ENSG00000012223	3905	24850	950	237	2578	13460	18547	2617	40	5476	2097	1443	4408	4204	5155	26394	3237
ENSG00000012232	2176	2988	4020	1730	2069	2203	985	2160	1804	3063	6999	2909	3736	1599	2406	3189	2934
ENSG00000012504	0	1	226	0	74	267	1	12	0	5	1	7	1	6	92	2	3
ENSG00000012660	14403	19823	3482	2864	6352	3387	3604	4943	4503	3055	4603	12667	11746	6208	10027	7313	11099
ENSG00000012779	832	2120	2142	1024	1533	3503	3888	8479	680	9849	3326	2624	7852	1024	503	2560	5075
ENSG00000012817	494	2	1022	3	2294	1583	343	2	1922	1675	2338	1	3	0	1808	1	1521
ENSG00000012822	4480	4043	2255	2612	3543	3382	1908	14418	3538	4840	6231	11048	4167	2083	2913	4399	3387
ENSG00000012963	1759	4977	993	800	867	831	1167	1580	919	927	2353	2689	3326	1613	1473	1970	3021
ENSG00000012983	4351	6691	1801	915	4065	909	1687	2671	2027	2722	2107	3692	3417	1674	1919	2357	3638
ENSG00000013016	1031	1759	682	395	593	571	435	832	742	1455	532	1102	661	570	623	673	1319
ENSG00000013275	5929	8934	4029	2462	2510	4548	2315	2236	2217	3338	7176	4445	5815	3198	2875	3284	10849
ENSG00000013288	2135	4246	3701	2135	2946	3133	2052	4910	2498	4999	11149	9048	7288	3822	2491	4827	11304
ENSG00000013293	2	2	2	0	3	4	1	5	3	0	1	1	0	1	0	4	1
ENSG00000013297	701	725	30	295	238	63	174	484	722	236	85	207	105	114	124	141	157
ENSG00000013306	12582	17351	7365	4687	4854	4908	4189	4722	4905	5401	17475	12557	12937	8035	7006	7827	14856
ENSG00000013364	9873	15823	15764	11187	17597	13892	16644	15830	3178	20090	37933	34779	26464	30313	11600	28697	66009
ENSG00000013374	5872	5772	2786	2034	3414	2065	2053	4702	2415	2973	7832	6310	16373	5346	4035	4041	7232
ENSG00000013375	1651	4538	3422	1406	2668	2240	1358	1605	1795	1520	2308	1874	3667	1139	2653	1246	4070
ENSG00000013392	325	767	525	291	294	240	182	381	336	361	681	479	526	255	444	241	479
ENSG00000013441	5277	4752	1313	1764	4640	1473	1418	9476	3928	3031	3826	6071	4519	1161	1592	5343	2184
ENSG00000013503	672	1517	574	182	335	518	207	508	449	321	848	748	795	483	553	376	1021
ENSG00000013523	2410	3697	894	774	1623	660	560	2645	1178	1110	2183	3030	2017	1007	1524	1902	2630
ENSG00000013561	1557	4028	2082	1127	2124	1800	2674	1993	1062	1948	5488	3285	2783	1987	1381	2240	3365
ENSG00000013563	1696	1260	1335	668	808	718	1002	1432	482	1170	4449	1595	2027	768	511	2491	4909
ENSG00000013573	974	3570	756	1091	339	1562	313	390	1246	1345	2017	1110	2132	699	777	1410	2207
ENSG00000013583	1012	3306	1423	548	1470	1378	1203	2658	648	1272	4471	4121	2975	1359	2013	1271	5162
ENSG00000013588	17969	27698	36343	21030	79692	18657	11671	62082	2705	15849	187867	55457	18657	34823	38569	28548	177716
ENSG00000013619	125	439	189	295	171	309	470	405	135	396	574	775	1353	97	333	463	278
ENSG00000013725	311	912	156	318	988	245	340	2710	600	786	506	1310	2090	749	350	1337	1020
ENSG00000013810	2504	4670	1943	1350	797	4261	699	1338	1268	1538	1861	1547	7077	1286	1437	2258	6949
ENSG00000014123	1464	3523	1644	793	2616	1534	818	2217	1585	1613	3824	2983	3504	1715	1692	1674	3656
ENSG00000014138	863	2564	810	525	517	1371	348	773	1327	519	1016	1105	4831	726	827	930	1483
ENSG00000014164	2576	3068	1190	1931	2714	1359	816	1343	1261	1255	2575	3951	1746	1748	1278	1654	2620
ENSG00000014216	10387	31446	13537	7206	7860	13840	13069	11069	5449	12918	20468	32200	33519	26347	12271	21027	36139
ENSG00000014257	182	201	274	102	261	459	190	261	130	81	118	858	421	453	192	327	278
ENSG00000014641	5449	8887	5840	1938	4336	3759	2973	4234	2630	3907	9560	6712	7958	5208	4521	4082	7799
ENSG00000014824	3247	5133	2256	1979	4564	1954	3207	3041	3507	2354	8081	6681	6304	3742	3546	2991	7932
ENSG00000014914	2847	1066	2015	793	1237	1355	579	511	1054	1798	719	976	683	800	1036	1006	2072
ENSG00000014919	4405	4081	1679	942	2183	1778	801	1986	1658	1188	3483	4109	4177	2534	2332	1766	4692
ENSG00000015133	3120	16391	1080	2560	2563	1232	950	3857	1976	1902	2479	4883	4217	2478	1730	4276	8490
ENSG00000015153	596	1404	272	373	762	718	449	864	572	688	548	809	964	474	606	401	1049
ENSG00000015171	6655	7113	1629	2302	4969	1947	2170	4930	2922	3335	5037	9325	5222	2808	2777	2632	7982
ENSG00000015285	549	711	260	471	831	527	610	1924	531	1739	845	1245	2419	597	362	1503	1473
ENSG00000015413	31	207	67	202	289	1155	103	38	147	94	140	67	48	8	122	246	128
ENSG00000015475	1926	1509	1865	633	742	2175	669	1078	440	1238	2308	1379	2836	1133	2809	1871	4801
ENSG00000015479	604	430	88	124	471	113	68	632	303	158	305	505	325	178	225	357	316
ENSG00000015520	21	13	332	516	154	32	9	24	687	506	25	29	5	17	8	20	27
ENSG00000015532	6140	2865	1773	1287	1266	1749	1350	2083	1111	2325	7852	4169	2573	2786	1291	3205	6965
ENSG00000015568	0	0	0	1	2	0	1	0	4	0	0	0	2	0	0	1	2
ENSG00000015592	2	0	1	2	1	1	1	1	9	1	3	1	0	1	0	1	0
ENSG00000015676	7476	6527	3458	2436	3151	3001	3042	4412	3028	3694	12711	7712	7285	6260	4645	4237	10191
ENSG00000016082	0	55	0	22	2	1	0	1	7	37	2	2	1	0	1	34	2
ENSG00000016391	1091	768	2073	490	693	372	222	994	549	921	1821	1892	1331	2583	594	297	820
ENSG00000016402	114	209	1123	129	47	204	344	911	91	296	315	926	66	382	168	388	363
ENSG00000016490	6	1061	0	19	0	3	1	0	100	0	0	0	0	0	0	0	0
ENSG00000016602	6	1	3	3	7	6	0	2	1	75	2	1	0	169	0	23	1
ENSG00000016864	2309	3397	1916	2025	2132	1614	1209	2066	1332	3033	2988	3294	2889	1840	1600	1935	2748
ENSG00000017260	7981	9505	4252	4217	6765	2829	4540	6926	8915	4366	4434	6365	14029	3478	3939	5417	10367
ENSG00000017427	14	550	52	178	80	54	129	43	145	62	138	95	158	55	268	159	220
ENSG00000017483	307	1705	773	868	467	361	1333	1298	920	3390	972	832	630	454	813	751	567
ENSG00000017797	2579	10821	4703	3417	3337	2766	2838	3796	3628	3153	8509	6650	8197	2660	4272	3923	8054
ENSG00000018189	1906	2545	666	546	1931	701	429	3548	1611	822	1676	4168	2003	1084	1077	1875	2552
ENSG00000018236	117	126	579	7	118	79	375	460	101	359	125	395	61	179	33	111	812
ENSG00000018280	448	1023	1178	1488	1625	3110	1409	9535	728	8386	4519	1822	4320	296	744	851	2611
ENSG00000018408	10602	5739	2474	1909	4299	3196	5369	6048	3011	4132	5610	10855	8063	2646	1935	3386	6301
ENSG00000018510	2938	6880	2688	823	2395	1701	1601	2826	2741	2001	3202	3350	6365	3465	4061	2225	8227
ENSG00000018607	0	5	0	1	2	0	0	0	0	0	0	0	78	0	0	0	1
ENSG00000018610	1907	1566	741	585	1064	743	845	1003	839	774	1524	1566	1626	916	717	1022	1551
ENSG00000018625	76	85	30	33	297	27	15	390	21	166	85	1089	160	161	21	299	99
ENSG00000018699	4477	2458	894	450	829	612	369	599	519	473	1436	1419	2332	1629	1224	992	2483
ENSG00000018869	31	255	75	23	54	84	75	189	53	89	37	239	93	62	92	119	266
ENSG00000019102	943	1195	164	126	635	633	108	3446	420	1591	129	3144	311	945	632	412	171
ENSG00000019144	5179	6637	2054	1318	2527	1335	2158	5255	3851	6716	4176	6975	3452	1892	2804	5702	7837
ENSG00000019169	209	268	540	521	2679	2711	6100	15699	42	9884	6359	3980	26625	1632	472	659	4230
ENSG00000019186	23	11552	2484	1678	3813	7634	2164	81	524	647	3150	1477	2064	54	11253	345	2575
ENSG00000019485	327	732	491	234	472	383	177	1086	112	488	611	1337	593	567	403	685	915
ENSG00000019505	2	4830	1691	2798	145	298	2422	24	50	3379	2196	16	8	2	304	27	5
ENSG00000019549	166	716	612	190	244	351	1073	461	389	2500	680	645	610	109	1054	402	633
ENSG00000019582	50149	88660	26561	100834	214291	80139	134733	321572	27951	266218	201648	186850	387317	233175	38466	211998	231594
ENSG00000019991	149	961	298	170	2179	238	434	1674	640	636	432	1998	1002	660	587	762	1108
ENSG00000019995	1028	1654	462	306	775	378	393	1023	740	744	898	1388	1170	732	749	549	2191
ENSG00000020129	2894	1879	1971	1576	1265	2081	871	1451	1045	1459	4890	3772	2418	1114	898	2381	4510
ENSG00000020181	906	3244	2003	989	1578	977	1932	2958	1909	6134	2547	5537	2299	725	1889	1361	1917
ENSG00000020219	2	2	1	0	3	0	0	3	0	0	1	3	0	0	0	1	1
ENSG00000020256	1214	2783	935	693	912	1014	735	681	887	670	953	1430	1225	1084	927	868	2066
ENSG00000020426	1144	2206	488	340	1371	323	439	419	436	478	1196	1535	941	541	331	633	1426
ENSG00000020577	3032	1516	989	531	1115	376	1064	2292	708	1837	1304	1438	2628	1994	420	1512	2500
ENSG00000020633	405	819	263	404	1200	289	442	2361	620	1589	566	1224	2117	605	315	1876	1349
ENSG00000020922	2748	3539	972	739	1291	859	295	1854	1605	863	1359	1843	1971	1373	1488	1396	1670
ENSG00000021300	4004	7867	1046	1098	2607	665	326	1129	1322	1146	4318	8362	344	2819	1224	1276	2640
ENSG00000021355	4352	6973	10684	4940	9971	8286	11810	7561	3208	7720	9203	11705	26318	13499	9163	13646	14473
ENSG00000021461	7	1	1	2	4	0	0	20	0	3	3	5	1	0	0	2	0
ENSG00000021488	162	32	121	6	1130	159	2	39	53	6	42	16	10	5	28	26	7
ENSG00000021574	8257	3400	1032	636	1213	912	779	1281	677	776	1443	1356	2042	1765	1600	1130	4879
ENSG00000021645	154	5481	70	769	284	109	57	354	1589	546	146	376	145	180	62	333	398
ENSG00000021762	1816	25965	1315	425	1185	1948	1473	1933	641	2988	2902	5226	1108	2147	1145	1425	4925
ENSG00000021776	1154	3960	2701	1169	2334	1765	1196	2511	1731	1534	3232	4860	3482	2480	3513	2038	3620
ENSG00000021826	372	10503	7245	4974	2111	33471	169	207	945	193	76	156	504	38	179920	65	1070
ENSG00000021852	232	49	11	3	12	94	194	32	0	144	518	60	5	3	5	6	217
ENSG00000022267	364	1075	681	257	3766	464	679	14155	476	1935	1075	7083	1662	3534	762	2228	1873
ENSG00000022277	6401	6590	3074	2232	4624	3043	2428	3707	2837	3530	4396	6756	5702	3452	3184	3920	7539
ENSG00000022355	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000022556	3065	28	160	4506	150	226	1370	864	54	73	349	3841	111	59	82	713	2744
ENSG00000022567	3837	6552	3752	1029	2199	2972	400	1850	1554	805	3997	7694	2971	1323	11818	2140	3251
ENSG00000022840	12898	16746	9582	3475	5376	7206	5031	7947	6567	6576	16457	13234	10094	7660	7204	6317	17599
ENSG00000022976	1262	1061	328	178	332	293	179	683	231	269	618	974	485	379	302	522	996
ENSG00000023041	3864	2660	1166	835	1805	1124	1139	1954	1972	1314	3156	3411	4734	1313	3408	1491	4169
ENSG00000023171	85	542	932	182	400	881	102	595	327	823	144	340	528	76	494	190	300
ENSG00000023191	10578	12852	9563	4528	7476	5637	4736	14498	3329	10135	14650	20311	17840	8309	5224	8414	11528
ENSG00000023228	4844	7464	6256	2146	4238	4677	1792	3445	3618	2784	7979	8466	7559	6445	5586	3873	12406
ENSG00000023287	3737	6870	1675	1224	2565	1979	1883	3328	5019	2678	3652	7398	5007	2991	2065	2838	6796
ENSG00000023318	3297	7200	2498	2084	5422	3352	2684	3457	2417	2835	4295	7912	6667	2923	4429	4396	12564
ENSG00000023330	3148	8997	5085	3094	3897	3533	1680	4210	2551	2172	5031	5006	4837	3753	3137	2237	5779
ENSG00000023445	1478	2267	4229	570	5694	3964	2849	5447	1824	2985	1921	2653	7766	990	2376	5779	6118
ENSG00000023516	2560	6058	1582	1237	3984	1504	1718	4404	2455	2410	2382	4434	6136	2435	2413	2784	5277
ENSG00000023572	230	792	405	189	224	429	149	230	118	224	471	544	399	393	308	191	485
ENSG00000023608	885	1173	320	279	731	176	357	436	313	409	415	507	794	467	219	484	1128
ENSG00000023697	684	4077	2062	934	2175	2204	1276	1561	922	1358	2860	2590	4058	999	2876	1358	5705
ENSG00000023734	1789	12441	6046	2810	5452	6595	2811	2891	3552	3298	8179	5839	7214	2565	9588	2677	11910
ENSG00000023839	40	27	10589	29	95	7321	16	85	60	39	71	70	59	12	79	61	57
ENSG00000023892	1805	1377	350	688	1155	794	747	2323	662	1954	1926	2158	2839	1798	494	2517	2359
ENSG00000023902	1119	4123	1318	1278	1514	912	1526	3746	997	4461	1934	2001	5770	1356	2009	2621	2619
ENSG00000023909	1340	1348	5194	569	1713	6845	546	1124	567	794	12162	2441	3885	1307	3847	1107	4083
ENSG00000024048	4226	4975	1860	1100	3078	1436	1070	3891	2710	2175	2664	6461	4548	4056	2261	3528	5899
ENSG00000024422	6234	9106	6318	2347	4907	2175	9015	14144	1935	11466	28537	19739	7924	6954	4290	7023	13231
ENSG00000024526	642	1433	422	244	144	537	180	50	424	74	227	80	2087	192	497	207	1343
ENSG00000024862	1020	960	465	365	1122	455	686	1673	512	944	1481	1650	1473	1109	596	997	1133
ENSG00000025039	3479	3082	699	314	803	474	1276	2036	555	1154	814	597	1303	569	309	530	1917
ENSG00000025156	918	1008	467	306	549	325	198	833	473	482	455	686	894	558	447	609	974
ENSG00000025293	2346	3820	1216	1375	2955	1561	1701	2452	1617	2390	2632	2957	2793	2368	2536	2304	6527
ENSG00000025423	347	592	190	188	559	185	806	5433	111	381	579	1126	239	3873	301	407	557
ENSG00000025434	1163	1817	566	631	1290	1145	654	3620	484	640	1389	2470	5371	1441	642	1340	1894
ENSG00000025708	7476	11603	7285	4623	4034	5975	8959	8565	2305	9411	14556	6611	20076	4478	6889	5707	7120
ENSG00000025770	4348	3606	1513	965	943	1963	1559	2775	2060	1680	6052	3050	3289	1695	647	2210	2072
ENSG00000025772	3032	2396	1399	1034	1766	1883	786	1170	724	1631	1274	2929	3105	1479	1864	2425	2991
ENSG00000025796	4077	9219	5144	2666	5489	2970	2599	5037	3846	4474	7133	7042	7320	4621	3493	4080	7044
ENSG00000025800	7336	5147	5254	2548	5570	2050	1575	3855	2293	3171	6926	7750	6069	4555	4455	4571	16893
ENSG00000026025	28841	20344	21271	13708	26537	14921	57310	86841	19409	98783	39621	53826	64097	14787	24986	27495	60152
ENSG00000026036	1997	129	167	123	210	167	23	496	192	165	406	572	262	32	44	293	102
ENSG00000026103	713	667	344	212	788	760	1300	2084	459	919	1503	1066	4948	1470	554	962	2803
ENSG00000026297	3810	2955	6070	1435	3260	5267	1414	4414	1218	4661	3431	3653	4682	2652	2124	2576	3439
ENSG00000026508	13349	8794	8096	7320	11046	6814	22713	30647	5032	21823	16278	27912	69068	11287	10638	13759	31812
ENSG00000026559	2	22	16	6	60	10	13	4	9	63	18	4	6	0	5	38	9
ENSG00000026652	225	592	270	165	581	203	362	1646	214	1278	837	611	799	134	284	242	340
ENSG00000026751	531	1546	573	3340	2200	380	1413	1909	3553	1370	593	2166	6844	600	1799	2270	1511
ENSG00000026950	2323	2668	1254	1289	3701	1042	1439	6114	1889	1873	3039	3284	5893	2936	1112	3827	4635
ENSG00000027001	480	1860	1033	355	576	854	286	705	376	693	1275	1460	1960	849	1188	875	1363
ENSG00000027075	1012	3902	754	518	2904	869	866	4035	993	1704	943	3318	2775	1581	882	1784	3847
ENSG00000027644	6	4	14	0	3	2	21	3	3	14	17	3	5	1	6	9	10
ENSG00000027697	2497	4469	6066	1598	5530	3013	3901	11956	1865	6797	5174	6354	5988	3859	2780	4737	9171
ENSG00000027847	963	3417	1067	1166	992	1358	1149	1293	652	1396	3193	3173	1572	1070	707	2026	3430
ENSG00000027869	1273	311	92	93	281	140	145	657	191	309	1142	300	561	196	193	397	562
ENSG00000028116	676	1884	1046	334	768	901	414	642	676	683	799	940	2623	935	772	898	2505
ENSG00000028137	1915	2690	1551	1919	5120	2646	2362	6325	4124	4005	8128	3773	6173	2310	2184	3663	4040
ENSG00000028203	5534	10125	3920	1092	2161	3099	3118	3571	3946	2726	4554	7914	6117	4389	2069	3198	11034
ENSG00000028277	313	1060	271	1110	559	275	462	546	1560	911	347	914	1350	235	317	1367	805
ENSG00000028310	7781	4223	2011	1566	1363	1848	837	2585	1390	1599	4532	3145	2632	1788	1377	2990	1346
ENSG00000028528	4609	6219	4652	2269	10893	3769	2409	9273	2848	4817	8406	14331	6720	3752	5598	5058	6256
ENSG00000028839	486	894	424	314	432	285	295	694	401	553	346	544	911	406	399	481	904
ENSG00000029153	135	332	2338	352	997	1441	692	295	333	1394	2291	438	8428	206	497	824	3241
ENSG00000029363	4766	9804	3199	2105	5435	3647	2206	6702	4004	3525	6109	6741	8707	6668	5006	4302	10127
ENSG00000029364	5893	11552	3107	2082	2914	2137	1929	3639	2934	2791	6539	7439	4803	3622	3105	4237	8058
ENSG00000029534	18	231	36	38	66	120	83	58	135	317	319	50	106	30	33	72	99
ENSG00000029559	32	1	160	3	34	24	118	2	3	1232	118	0	4	87	9	2	123
ENSG00000029639	465	750	466	224	257	306	152	400	227	377	748	669	863	294	561	356	688
ENSG00000029725	4226	5837	1575	1030	2146	1636	1056	3307	1897	2083	4335	3880	3913	2674	1250	1969	4977
ENSG00000029993	7668	34545	5182	21068	7232	15956	7681	694	57250	2179	30058	64449	23056	14040	10003	4175	30206
ENSG00000030066	2836	8044	1835	1701	3154	2454	1302	2781	3331	1599	2337	4613	4440	3261	2993	3800	7576
ENSG00000030110	1591	1616	2343	814	1369	1243	864	848	579	1316	1940	2752	2006	1776	968	1435	2350
ENSG00000030304	6	18	3	4	50	7	1	39	8	9	6	58	19	14	3	46	13
ENSG00000030419	947	1669	218	370	729	769	328	864	841	460	460	1745	812	1368	761	1262	3422
ENSG00000030582	42121	27781	18979	15055	22654	16349	27228	64860	9113	50206	56367	46090	45650	19547	20229	32858	55008
ENSG00000031003	934	1686	709	660	1190	900	383	1885	794	1361	1690	2098	1885	997	953	1544	1859
ENSG00000031081	2232	1934	790	393	1807	914	1564	6384	826	2633	1108	4388	3843	2077	1320	1943	3048
