TCGA.86.7954	TCGA.55.5899	TCGA.97.8547	TCGA.50.6590	TCGA.55.7281	TCGA.49.AAR4	TCGA.55.8301	TCGA.86.8054	TCGA.55.7994	TCGA.50.5933	TCGA.50.5051	TCGA.55.7995	TCGA.55.1596	TCGA.49.AAR2
ENSG00000011451	5282	1838	2057	2564	2001	2017	2890	2627	3243	1782	1565	4111	1431	1476
ENSG00000011454	3540	1131	1080	2899	1887	1849	2444	5829	3217	3158	3092	5115	1332	2165
ENSG00000011465	19993	18588	32922	6738	13884	7484	16240	15556	4282	36517	4105	12891	6197	2478
ENSG00000011478	919	413	535	710	712	856	723	564	911	917	304	762	731	563
ENSG00000011485	3942	2367	1118	2060	2226	3779	2802	6220	2472	1787	1946	3806	2176	2328
ENSG00000011523	2760	801	697	762	1147	983	1302	1513	2156	891	1007	2910	844	608
ENSG00000011566	3717	2477	844	1366	1505	1347	1416	5686	2975	1797	840	3529	2190	770
ENSG00000011590	81	50	13	95	20	131	109	19	138	14	13	203	35	84
ENSG00000011600	9353	2056	2678	4195	8900	2899	7418	1532	4341	4748	809	7877	1906	2778
ENSG00000011638	3227	206	2143	794	7833	1437	2251	700	2863	1317	1222	5084	2965	940
ENSG00000011677	2446	530	1	8	63	426	3	199	85	0	1	1570	61	424
ENSG00000012048	1785	1277	440	1028	476	819	489	2371	3803	1218	221	2092	3291	535
ENSG00000012061	2874	1157	1133	1408	2382	2212	2592	2720	1985	1378	1164	2491	1379	1500
ENSG00000012124	430	61	28	357	122	265	770	150	629	65	357	1188	51	266
ENSG00000012171	268	153	2034	875	3038	5965	895	304	3676	3092	380	449	56	2973
ENSG00000012174	2721	1340	570	1773	531	696	1268	1473	1286	1206	590	2291	1497	417
ENSG00000012211	1349	380	478	964	291	625	944	324	971	440	565	1332	523	752
ENSG00000012223	701	745	31	681	734	89	291	2165	92	22	8332	1523	437	1801
ENSG00000012232	1629	3576	1866	1870	2526	1262	4142	2761	5323	2075	2425	2142	1522	1732
ENSG00000012504	873	2	102	0	0	2	3	3	0	0	0	0	0	292
ENSG00000012660	13171	9961	2954	7688	4536	4198	4590	7564	21406	8293	3630	11145	8357	1264
ENSG00000012779	3867	700	3141	1203	5522	3026	4100	535	2832	3503	684	5359	409	810
ENSG00000012817	0	314	0	0	1	4057	2489	2673	1023	467	0	4	176	896
ENSG00000012822	6638	1157	2301	1594	2843	3544	3726	3651	5867	2260	3404	6486	1434	3389
ENSG00000012963	3169	2892	1338	2302	1139	1637	1871	3200	3447	1538	1299	8127	1780	1114
ENSG00000012983	2984	2708	1706	2144	1042	2477	2696	3730	4966	2758	1264	4745	1123	1438
ENSG00000013016	1032	516	583	712	633	1178	939	952	251	910	281	1253	640	255
ENSG00000013275	9960	4411	2024	4597	4335	4014	5147	5969	4466	4066	2132	9726	5006	3284
ENSG00000013288	8066	3620	2154	2662	3064	2966	3931	2429	5858	4150	2260	4496	4339	2738
ENSG00000013293	0	5	2	0	0	2	3	5	1	1	3	3	0	2
ENSG00000013297	240	9636	25	174	121	124	374	1015	41	16	46	372	38	37
ENSG00000013306	12955	10080	6290	6568	9751	9700	10289	7352	12092	8200	7255	11043	26893	16236
ENSG00000013364	25588	5951	18907	10497	46865	20817	28419	4105	40287	15751	11682	28872	9546	16448
ENSG00000013374	13089	2884	2222	5874	3845	3303	9060	5335	8256	4909	2301	6992	3169	2168
ENSG00000013375	5230	2267	857	1340	1478	1248	2091	4217	1938	3419	921	3204	3007	1649
ENSG00000013392	583	356	187	173	287	352	483	565	389	258	194	447	797	285
ENSG00000013441	3638	2135	1750	779	3072	4890	3134	4289	4635	1612	3397	4327	2162	4958
ENSG00000013503	1139	528	307	717	376	254	847	1119	998	415	454	843	548	414
ENSG00000013523	1900	2740	1031	1957	465	1244	1421	1394	3115	778	845	2660	1554	1393
ENSG00000013561	5852	1781	1093	1819	1499	997	2143	4327	2543	2323	1526	3075	1485	778
ENSG00000013563	1991	1205	2021	584	1495	1306	1447	871	2964	1282	767	2703	2222	1067
ENSG00000013573	3189	3167	1090	876	736	1126	1295	2983	784	1050	717	6920	1564	2207
ENSG00000013583	2566	741	1163	2295	2597	1090	2227	1087	2272	1479	887	5823	1651	692
ENSG00000013588	19354	24	13549	10913	49886	22289	38574	8058	21056	14099	10529	19137	15845	9821
ENSG00000013619	1080	84	1101	363	192	225	523	2643	1034	511	89	225	198	89
ENSG00000013725	2454	337	180	927	394	2113	2009	239	1580	366	144	2963	433	703
ENSG00000013810	4505	2437	875	2925	1859	3297	4018	6229	8781	2677	2070	2946	3434	2501
ENSG00000014123	4922	2032	1023	1402	1445	1145	1744	2443	3204	2036	1031	3235	1844	1351
ENSG00000014138	2052	2456	604	1186	795	1148	1403	1438	2066	1204	593	2680	1109	1281
ENSG00000014164	3883	1082	1177	1883	1317	1517	3152	1986	3347	1906	2095	1997	1650	2948
ENSG00000014216	24304	10959	9365	9268	18980	16174	11260	7457	33371	10894	10424	22753	5567	8663
ENSG00000014257	587	62	275	95	119	86	95	445	1095	108	162	258	890	553
ENSG00000014641	6026	6697	2953	3159	5317	3555	5086	12514	6692	3519	2973	7752	7113	2785
ENSG00000014824	4855	2981	1720	1899	1998	1714	3752	9211	5489	4482	1499	2824	4059	1817
ENSG00000014914	1397	904	957	296	605	1386	1652	1074	3196	1133	701	1680	1915	993
ENSG00000014919	3190	2209	958	1740	947	1430	2223	3529	3002	3628	2139	3326	4145	2164
ENSG00000015133	5300	2139	1320	3136	1710	3704	3183	4876	4367	2070	1316	6677	1414	2524
ENSG00000015153	1270	400	286	444	590	342	682	1407	1220	571	371	808	712	539
ENSG00000015171	6890	3793	2055	2986	1922	2124	4297	6486	4299	3826	2841	4760	1313	941
ENSG00000015285	2650	525	565	1074	1391	1570	2014	390	1410	814	286	2365	350	1058
ENSG00000015413	172	102	26	48	63	69	138	106	16	19	22	15	18	223
ENSG00000015475	2210	1549	1006	2088	1758	2699	1446	1441	796	1047	464	2520	2135	889
ENSG00000015479	543	118	166	134	84	189	210	578	324	125	185	390	83	43
ENSG00000015520	39	11932	155	8	15	12	32	1233	12	5	53	84	26	49
ENSG00000015532	4454	1372	2464	1501	2209	3101	2209	2830	3924	2046	1091	5402	1185	1971
ENSG00000015568	1	0	1	1	0	0	0	2	0	3	3	1	0	0
ENSG00000015592	2	3	0	0	4	4	0	2	2	0	0	4	0	6
ENSG00000015676	5133	6332	5057	6494	3746	4259	6800	5463	5358	7165	3234	6245	3829	2287
ENSG00000016082	6	0	63	0	1	3	747	991	1	0	3	3	6	0
ENSG00000016391	367	1689	2549	146	280	316	1839	909	4343	774	770	463	1835	599
ENSG00000016402	793	658	110	345	386	398	340	232	22	66	217	334	479	90
ENSG00000016490	17	1	0	0	0	2	0	3393	1	0	8	0	0	0
ENSG00000016602	3	2	0	0	0	19	5	8	0	0	0	20	1	0
ENSG00000016864	2768	1539	2123	1461	1937	1532	2497	3257	3323	1741	1843	1908	1744	1289
ENSG00000017260	10754	3005	3212	8517	3756	3241	5064	12444	16519	6395	2684	27606	5638	2088
ENSG00000017427	77	1317	29	38	276	46	76	181	38	94	136	43	47	126
ENSG00000017483	691	205	767	738	479	813	2710	483	216	821	237	1270	180	1434
ENSG00000017797	4230	1869	2299	4088	2566	2606	3473	13480	10319	5396	2247	5342	2428	905
ENSG00000018189	2703	1175	1006	927	933	961	1342	4542	2906	1077	821	3375	1025	1349
ENSG00000018236	878	749	460	19	397	26	375	410	5	504	66	57	9362	6
ENSG00000018280	2512	532	1847	816	1792	1590	1748	1554	1174	2137	795	2664	617	1267
ENSG00000018408	5040	2328	2520	2800	2444	1876	2635	3642	6459	5243	2926	14517	1955	1099
ENSG00000018510	5949	2822	1576	5136	2615	1824	2528	3419	6194	3782	1307	3890	2454	685
ENSG00000018607	2	0	0	0	0	1	0	0	0	0	0	0	2	0
ENSG00000018610	2130	1138	550	680	1272	691	1248	2445	1954	1265	698	2545	1153	487
ENSG00000018625	72	14	10	10	89	41	192	31	32	22	49	14	61	5
ENSG00000018699	1813	1011	501	1293	983	529	880	2049	1696	996	435	1384	924	473
ENSG00000018869	209	61	38	477	119	35	134	41	130	132	17	90	37	17
ENSG00000019102	2218	8	36	2	1219	474	200	140	87	13	193	208	31	4142
ENSG00000019144	6076	1767	4072	2556	2249	2947	3686	2144	5267	4727	1919	3032	2811	1227
ENSG00000019169	1749	558	2378	3034	2619	1437	3028	656	2590	8433	87	2521	29	97
ENSG00000019186	316	56	105	1470	302	449	17	189	646	1921	2084	239	2200	184
ENSG00000019485	755	277	201	295	212	360	320	419	642	218	193	2117	302	384
ENSG00000019505	1332	2141	1116	820	0	997	34	4217	0	1	89	990	16	20
ENSG00000019549	451	570	785	4024	401	221	489	305	179	550	130	268	165	61
ENSG00000019582	614957	71347	190097	164076	330091	107788	387560	34569	393600	204910	64128	330940	42884	119996
ENSG00000019991	549	550	231	178	265	143	525	693	1155	609	184	473	203	109
ENSG00000019995	1611	473	284	830	261	562	763	2023	687	915	404	2129	803	210
ENSG00000020129	6405	1372	1538	1293	1474	1395	2908	1882	5133	1910	1008	1935	854	1459
ENSG00000020181	2341	1689	1121	1292	1160	763	1403	951	759	2098	566	1751	620	408
ENSG00000020219	4	0	2	0	0	2	3	0	0	0	1	1	0	1
ENSG00000020256	3746	841	328	1473	585	500	906	1782	1293	956	349	2808	1020	435
ENSG00000020426	900	1418	358	938	430	834	854	1547	908	700	661	1603	691	612
ENSG00000020577	1419	703	2034	1996	1096	2579	2895	280	2260	1078	270	1444	134	242
ENSG00000020633	2537	726	655	7696	1107	1591	2320	360	1852	318	197	3970	407	485
ENSG00000020922	2170	671	718	1094	810	985	1481	1708	2539	1501	743	1352	2185	580
ENSG00000021300	1069	12209	936	129	1355	714	2245	2105	3261	328	2724	5768	4697	3759
ENSG00000021355	10420	4993	5378	10311	10371	4474	13255	6011	32279	15938	5384	11131	14792	9332
ENSG00000021461	1	4	1	0	1	5	3	4	7	0	1	1	2	2
ENSG00000021488	29	108	16	0	2	40	128	11	14	13	14	26	11	354
ENSG00000021574	2805	1063	653	1033	1415	807	1255	3567	1784	1419	494	2229	1139	581
ENSG00000021645	1747	111	91	60	88	147	358	1657	132	142	399	1130	54	154
ENSG00000021762	4309	606	1272	1255	1848	1161	1119	852	4256	1596	8466	2338	176	291
ENSG00000021776	2832	1746	1486	1870	1545	1275	2904	10911	5369	2231	1137	4253	1723	1336
ENSG00000021826	53	152	28	746	119	67	40	160846	95	737	28500	54	48	93174
ENSG00000021852	395	3	53	0	9	4	2	6	9	24	8	13	10	16
ENSG00000022267	921	785	513	776	443	523	919	1081	418	1320	382	585	352	224
ENSG00000022277	10488	5272	2209	4091	4228	2539	4847	7569	4927	3513	1953	6865	4088	3141
ENSG00000022355	0	16	5	0	0	1	0	5	0	0	0	0	1	0
ENSG00000022556	3270	29	1125	3454	71	130	152	46	41	54	33	5613	668	1341
ENSG00000022567	3496	2911	630	832	825	983	2386	2527	5502	1248	746	2362	1266	1661
ENSG00000022840	21375	6629	4602	6184	7669	6055	14068	11426	12234	6780	11588	9741	6915	8567
ENSG00000022976	529	463	433	361	151	806	534	572	847	168	369	823	374	478
ENSG00000023041	2270	1258	832	1269	938	1795	1729	3252	2124	2013	1621	3317	3482	1827
ENSG00000023171	532	347	171	469	133	162	193	752	1063	209	438	892	6052	685
ENSG00000023191	14554	4883	6502	7068	11419	8935	10001	6066	9385	7345	7018	10918	4848	6516
ENSG00000023228	4664	6246	1768	2538	3105	2080	3692	10640	6854	4450	2738	6930	6494	2298
ENSG00000023287	8391	2447	752	3244	2395	1603	3830	7631	6390	6651	2480	4025	3574	1648
ENSG00000023318	5500	3514	1530	4167	3370	2237	4339	7061	5048	4257	4792	7051	4009	4119
ENSG00000023330	5071	3687	2071	2610	4244	1466	3428	4722	9241	3266	2369	5512	2056	1662
ENSG00000023445	4061	529	1078	17043	4493	2797	8880	716	14081	5705	815	4968	6494	907
ENSG00000023516	4935	1435	996	2031	1772	1059	2307	4715	3620	2445	1341	5346	1190	848
ENSG00000023572	642	354	176	430	240	225	440	689	165	297	229	315	391	179
ENSG00000023608	519	383	590	1750	295	504	424	1219	746	690	268	456	446	332
ENSG00000023697	2848	1610	1285	2902	1899	1285	1486	2083	3256	1538	1045	5279	3374	1369
ENSG00000023734	10065	4748	2916	8992	3183	2264	4808	15346	6240	4568	2155	12724	6492	1897
ENSG00000023839	204	5950	6	128	9	123	67	52	88	41	207	487	3975	188
ENSG00000023892	2199	637	668	1417	1579	2482	2117	436	4388	1523	307	2875	1114	3471
ENSG00000023902	7736	1392	1396	3886	4204	3058	5945	4189	3132	2593	1028	6843	915	2579
ENSG00000023909	4576	11037	607	3171	923	836	1726	1082	2225	3497	2742	37221	1243	1110
ENSG00000024048	6393	2093	1338	3006	1684	1564	4230	3421	6675	2982	1036	4573	1959	2621
ENSG00000024422	5161	1877	4521	7197	16165	6771	5164	2391	7937	10728	2352	2395	1467	1407
ENSG00000024526	659	405	149	948	127	277	683	1981	2047	475	243	938	749	247
ENSG00000024862	1539	874	371	592	1243	1014	1222	951	1716	783	640	1687	735	1156
ENSG00000025039	2051	2490	252	650	1483	811	1748	3281	727	937	537	6363	630	1039
ENSG00000025156	1413	689	223	366	605	534	766	2362	703	390	321	1253	525	524
ENSG00000025293	5959	1622	1210	2833	1991	1025	2393	6521	3402	2720	994	3783	1697	1208
ENSG00000025423	1922	17	695	197	323	86	2040	427	3295	522	114	350	111	35
ENSG00000025434	4170	1058	782	1688	724	713	2753	1163	4044	1098	323	8421	880	1382
ENSG00000025708	23742	3202	4798	9827	7855	9966	17005	2033	11454	4261	2576	16118	9631	11053
ENSG00000025770	2480	2469	2199	1590	1788	2529	3184	3142	2913	1565	1173	6705	3666	3412
ENSG00000025772	3276	2748	611	2164	1904	1493	2840	3898	3504	1925	682	2224	1737	1145
ENSG00000025796	16240	5159	2058	4328	4131	2681	6338	9286	6518	5310	2267	8083	3563	3339
ENSG00000025800	8674	3074	2254	3616	4505	3564	5626	5523	9380	6749	2325	6300	3495	1903
ENSG00000026025	44554	20675	49600	45591	46983	25464	50612	21067	29728	55220	10869	41068	8259	13176
ENSG00000026036	486	64	199	135	38	334	132	145	366	59	77	660	93	471
ENSG00000026103	3025	295	671	777	984	890	2678	810	2480	1193	199	1431	247	200
ENSG00000026297	7319	5649	1408	2951	3617	2925	4364	1292	2186	1415	1912	7980	1941	10905
ENSG00000026508	26504	3945	13260	25604	10212	11426	18367	5096	29571	45233	4245	39003	2854	2682
ENSG00000026559	50	13	5	459	7	4	4	7	7	5	5	35	3	7
ENSG00000026652	633	174	363	304	227	776	356	313	624	391	181	486	114	419
ENSG00000026751	4865	1438	222	6542	866	4579	9721	366	10825	3781	446	9003	791	2019
ENSG00000026950	9288	1424	1236	2975	1166	4329	6896	1329	11274	3255	536	6005	2512	3045
ENSG00000027001	788	523	294	812	879	573	646	763	706	585	648	814	959	414
ENSG00000027075	2252	1163	694	1111	984	2040	1744	1262	2532	1262	806	3078	2568	885
ENSG00000027644	13	14	25	11	7	9	27	27	7	3	1	13	2	10
ENSG00000027697	8208	2733	3198	6324	6070	2980	6252	3735	7395	4093	2175	5655	2904	1868
ENSG00000027847	3945	926	1215	955	1006	1070	2771	1480	1805	1172	1096	2081	1581	1775
ENSG00000027869	808	425	101	896	167	590	804	197	564	446	172	1169	236	446
ENSG00000028116	2336	877	441	991	915	529	960	1593	1354	1034	297	2158	910	319
ENSG00000028137	7471	1791	1249	3674	4054	2571	5416	2683	5137	2695	755	9322	1376	3582
ENSG00000028203	10904	3063	2513	2470	3889	3575	3379	6148	10322	4302	2766	4694	5159	2204
ENSG00000028277	1459	213	95	1862	625	579	2046	219	1176	418	407	1927	243	444
ENSG00000028310	5083	1218	2058	1982	1825	3047	7287	5244	2318	1818	1453	2850	1036	5618
ENSG00000028528	9672	3565	3179	2626	3122	3544	5120	7916	6925	3424	3119	7792	5900	3495
ENSG00000028839	1157	917	244	433	490	410	640	847	654	354	296	1571	644	369
ENSG00000029153	1298	1386	483	4742	1622	815	1915	1010	3727	2772	121	2232	704	775
ENSG00000029363	10015	3675	2125	3755	4514	2768	5643	9013	7565	5460	2420	7452	2673	2859
ENSG00000029364	5868	7481	2591	4682	2148	2886	3598	6439	5820	3096	2822	6795	4844	3175
ENSG00000029534	70	81	29	978	39	41	94	174	77	31	60	114	24	41
ENSG00000029559	407	194	104	53	114	36	51	37	26	1355	98	1	7	11
ENSG00000029639	536	739	213	237	567	332	465	499	545	349	282	379	561	797
ENSG00000029725	5617	1861	905	3093	1329	1543	2616	4096	2615	2212	1197	3762	1188	1660
ENSG00000029993	36323	10719	6157	2070	8219	8711	10864	195371	13731	2460	41015	46760	24303	15879
ENSG00000030066	5841	1941	1320	2303	2148	1282	2081	9577	3860	2948	919	6915	1484	1194
ENSG00000030110	3677	609	1192	1997	2275	907	2143	2658	1818	1140	625	2918	1826	765
ENSG00000030304	30	0	1	3	2	2	12	6	11	0	24	16	0	4
ENSG00000030419	1344	128	687	154	779	1606	967	613	1734	659	202	2309	352	259
ENSG00000030582	76054	38492	23287	26503	39508	25310	30805	15138	42917	29916	16267	67139	62520	22128
ENSG00000031003	5020	412	997	855	484	555	1022	1941	2743	933	797	2520	795	433
ENSG00000031081	3872	678	1008	1977	1987	561	2844	810	1873	2153	480	1959	627	318
ENSG00000031691	439	488	139	473	199	179	335	794	1235	402	95	633	617	118
ENSG00000031698	17232	4809	2959	3999	7388	4458	9507	9282	9220	8900	4096	4117	5394	3350
ENSG00000031823	4677	2241	2380	2260	3176	2407	3130	7844	2765	1326	1815	4933	1671	2355
ENSG00000032219	1843	735	575	955	572	816	1315	1381	2896	948	479	2577	506	814
ENSG00000032389	2119	1946	741	1155	1552	1322	1402	2618	2747	1096	1262	3189	1772	1632
ENSG00000032444	5872	1942	2486	5417	3809	3466	3803	8442	5384	2521	1575	5636	2140	1828
ENSG00000032742	724	276	235	428	640	459	314	924	585	337	353	607	302	747
ENSG00000033011	2482	913	868	842	890	452	819	1374	1551	1044	900	2483	1184	900
ENSG00000033030	3189	783	833	1107	733	1036	1498	2449	2896	1251	1555	2074	1391	1484
ENSG00000033050	6303	2962	1792	6095	2350	2675	5010	5993	6136	3151	2519	3465	3944	1972
ENSG00000033100	13570	4068	3973	5589	4340	5713	6910	3988	4181	4220	4677	6401	4348	11379
ENSG00000033122	52	11	27	8	25	33	29	59	52	4	18	26	10	27
ENSG00000033170	3445	855	1650	4073	2556	3716	2076	1649	7978	1185	1039	4053	2112	887
ENSG00000033178	4496	1928	1339	5331	1790	2189	2857	3550	4595	5679	836	6628	2902	1552
ENSG00000033327	2740	2799	681	939	2253	1148	1922	2076	5966	1890	1181	2074	737	952
ENSG00000033627	6086	6688	2380	1631	3729	3464	3001	2898	9470	2502	1591	4612	3106	1905
ENSG00000033800	3890	979	981	1121	1136	1163	1621	2672	2444	1474	618	2886	1741	1091
ENSG00000033867	2155	1268	768	1028	904	717	1286	2172	1540	1095	300	1345	408	172
ENSG00000034053	2504	560	538	605	2055	1443	579	4404	83	431	157	1912	50	137
ENSG00000034152	7058	1919	1245	2633	4863	1697	3157	6592	2798	3001	2017	4555	1536	3663
ENSG00000034239	146	5	16	5	42	438	4	8	16	31	33	15	92	6
ENSG00000034510	131159	18166	36266	55280	130487	69411	85375	66234	70505	43788	44544	77617	62069	90860
ENSG00000034533	698	184	283	410	317	360	364	303	841	258	236	1316	480	316
ENSG00000034677	6651	1164	5878	2304	5182	3908	6394	3902	12014	8842	2922	3859	1856	1320
ENSG00000034693	1457	838	190	414	487	386	1052	791	1041	492	323	1116	1158	447
ENSG00000034713	3685	3883	1817	1635	2393	2053	3034	3737	5196	2529	2568	4045	2884	2466
ENSG00000034971	14	0	1	1	2	7	4	1	0	0	1	5	0	3
ENSG00000035115	3612	2196	1143	1370	2712	1383	3375	4649	5976	1172	1840	5565	2956	1413
ENSG00000035141	3571	2805	1089	2382	1859	2077	2442	7950	4413	1812	2001	4473	3763	3192
ENSG00000035403	11030	2890	5520	9115	5333	3906	8356	6853	13716	14568	3566	10456	3147	1715
ENSG00000035499	533	611	95	619	261	273	442	1969	744	385	326	378	649	205
ENSG00000035664	1371	160	258	290	501	1439	1500	903	939	197	310	2403	215	872
ENSG00000035681	3740	1718	678	2394	1146	1026	2458	3786	820	1710	1073	2828	1469	1292
ENSG00000035687	8515	2192	1633	5856	4067	2691	3611	6370	2684	3338	2412	4569	2552	1537
ENSG00000035720	94	5	10	107	56	91	292	16	70	28	50	104	43	127
ENSG00000035862	23630	11168	34358	13660	20482	10369	14267	8282	13639	38682	4812	15710	3545	3218
ENSG00000035928	4683	3151	1193	2087	1530	1326	3205	8845	6030	3666	1199	3115	2243	1407
ENSG00000036054	2454	3459	1025	1626	1445	1005	2045	2347	3952	2861	793	3456	2027	918
ENSG00000036257	4177	2349	1267	2513	3618	1176	2930	4753	4939	3108	1659	6403	1320	1092
ENSG00000036448	115	24	29	92	104	8	40	13	4	22	50	67	27	97
ENSG00000036473	1	0	0	0	0	2	5	0	1	0	0	0	0	0
ENSG00000036530	104	5	126	25	59	146	47	31	166	26	73	90	6	33
ENSG00000036549	3756	631	566	1880	1208	942	1680	2729	3814	2400	644	2568	1206	1512
ENSG00000036565	57	3	2	1	10	4	15	2	13	1	1	6	1	7
ENSG00000036672	174	144	80	72	308	179	330	116	268	51	127	85	137	112
ENSG00000036828	26	0	3997	1	2	3	9	17	0	0	5	1	1	1
ENSG00000037042	1631	695	756	311	563	2080	799	971	1533	387	466	1429	1172	2000
ENSG00000037241	1515	717	424	708	866	392	1212	2077	811	527	876	693	788	436
ENSG00000037280	1432	539	328	603	374	401	873	647	562	1590	478	897	429	531
ENSG00000037474	10441	4145	3780	5280	2933	4337	11601	9393	5120	5989	2756	4888	3328	4964
ENSG00000037637	3562	865	850	1171	1362	1015	1715	1775	2455	1144	744	2636	1206	1382
ENSG00000037749	2061	543	308	1755	218	190	513	2473	1719	1265	291	1499	541	75
ENSG00000037757	1014	453	973	659	546	864	677	801	1130	562	584	1962	813	407
ENSG00000037897	5452	675	969	1029	931	646	1233	1119	1183	969	888	847	1707	1731
ENSG00000037965	109	10	50	106	11	6	18	93	5	14	220	211	6	5
ENSG00000038002	5772	1781	1036	856	1257	875	1253	3234	1189	1333	2630	1858	2279	2469
ENSG00000038210	2255	2011	370	333	1130	982	1811	2473	2421	1147	1009	1134	2336	1601
ENSG00000038219	5124	1379	1179	2972	1756	1248	2708	3910	7082	3476	1012	3491	1184	937
ENSG00000038274	8577	1190	1849	4784	2349	1725	6052	3050	5538	3833	2016	5514	2801	862
ENSG00000038295	124	28	118	21	21	46	214	311	168	84	56	130	32	28
ENSG00000038358	4804	1886	1175	2058	870	1464	2168	2907	3517	1786	1188	4276	1712	1970
ENSG00000038382	16945	3676	5779	5444	3184	8855	10494	8743	10828	12167	2728	8456	2825	5488
ENSG00000038427	26088	9072	20302	8427	9307	6948	9992	16226	5788	33864	3091	10728	2460	1763
ENSG00000038532	3746	1315	1738	1149	2246	1555	2067	2320	3832	1526	1418	5602	954	2083
ENSG00000038945	7257	1862	1617	2159	3599	1295	4974	1577	4235	8283	232	4165	1879	963
ENSG00000039068	61458	23902	16119	10658	18657	17462	15801	12703	45324	14391	7506	13955	26091	11093
ENSG00000039123	5402	1832	1417	2181	2486	1099	2589	8040	4049	3978	1877	2502	1588	754
ENSG00000039139	2521	115	521	85	720	1262	2624	1416	1050	616	1068	730	827	2061
ENSG00000039319	4728	904	1999	1011	1053	786	1492	4330	2569	2055	1615	2223	1129	762
ENSG00000039523	6575	2879	1467	5236	1991	1216	3665	1395	2166	3122	1295	5322	1597	2136
ENSG00000039537	218	3	106	1	55	85	11	44	17	2	323	1	70	43
ENSG00000039560	12201	2056	4547	2608	13700	4559	9610	11922	11536	3521	2526	18134	6355	1508
ENSG00000039600	149	5	10	153	3	6	9	4	182	26	1	58	35	8
ENSG00000039650	1986	1122	790	1628	1249	2557	1764	2359	1496	794	1086	3493	841	2893
ENSG00000039987	3	0	0	0	2	1	0	0	4	0	3	6	1	1
ENSG00000040199	1468	468	306	721	192	488	370	1022	1259	562	250	1137	341	197
ENSG00000040275	1342	933	286	578	233	391	1266	2522	1143	846	506	886	501	312
ENSG00000040341	5891	2571	637	961	1648	1238	2082	10705	5320	2487	3331	3381	2784	1225
ENSG00000040487	2826	805	588	691	1350	1120	951	829	1119	601	638	1387	1293	2366
ENSG00000040531	2254	1372	483	1195	925	861	940	2113	1127	888	926	2081	849	1365
ENSG00000040608	455	182	359	1124	378	507	169	309	551	252	64	1289	140	52
ENSG00000040633	3239	927	785	2793	1711	1470	2201	2216	2082	2087	1570	2296	1195	2179
ENSG00000040731	4	9	0	0	0	2	1	36	0	0	1	1	3	22
ENSG00000040933	4701	1122	1365	1897	1819	1901	2653	2053	3744	1531	1254	4124	910	825
ENSG00000041353	1975	63	787	94	1142	1351	1603	540	18507	1244	217	1590	1524	179
