TCGA.95.A4VK	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7624	TCGA.55.7281	TCGA.55.A48Z	TCGA.69.7974	TCGA.69.A59K
ENSG00000016082	0	2	17	97	0	19	4	1	119	3	0
ENSG00000016391	378	248	1388	902	258	1680	360	280	296	817	223
ENSG00000016402	1495	246	32	169	125	42	46	386	448	262	36
ENSG00000016490	0	0	0	927	0	0	0	0	236	1	2
ENSG00000016602	5	3	5	2	0	0	1	0	0	10	1
ENSG00000016864	1903	1552	2326	1566	993	1520	1693	1937	1994	2894	2299
ENSG00000017260	1968	1979	2916	6040	7807	6779	5974	3756	5681	6740	5667
ENSG00000017427	28	158	16	223	11	81	7	276	219	64	79
ENSG00000017483	226	787	1566	98	87	2732	236	479	1709	504	806
ENSG00000017797	4867	1508	3179	4377	1351	4417	5052	2566	2234	7625	2880
ENSG00000018189	2010	503	2577	2418	1173	3702	1003	933	1562	1905	2129
ENSG00000018236	22	229	99	9	1	25	375	397	273	79	1376
ENSG00000018280	1444	333	132	1668	415	316	634	1792	2197	2937	2419
ENSG00000018408	1597	2282	3394	1933	1563	7745	1553	2444	2569	5489	5127
ENSG00000018510	1828	1246	1560	1790	1634	3017	5281	2615	1986	6235	4385
ENSG00000018607	0	0	0	0	0	2	1	0	0	0	7
ENSG00000018610	903	536	1578	619	489	896	1439	1272	2045	1486	1781
ENSG00000018625	137	145	43	24	26	29	32	89	13	254	150
ENSG00000018699	1125	513	942	825	404	1039	1712	983	552	2024	1638
ENSG00000018869	95	126	60	127	31	25	118	119	263	244	187
ENSG00000019102	379	605	3075	1395	27	1589	13	1219	325	1088	128
ENSG00000019144	2649	1225	4021	1444	383	2056	2348	2249	3726	7392	7158
ENSG00000019169	467	1067	63	1533	25	30	919	2619	1721	2672	2079
ENSG00000019186	11318	238	3100	2244	11	235	688	302	611	7732	103
ENSG00000019485	720	266	637	335	358	666	230	212	376	893	343
ENSG00000019505	686	15	9	9739	89	0	91	0	656	17	5
ENSG00000019549	143	547	94	178	64	547	934	401	702	432	182
ENSG00000019582	69439	213514	271092	28168	24196	145460	60938	330091	337464	312314	132005
ENSG00000019991	254	472	118	106	46	401	48	265	1832	11069	216
ENSG00000019995	710	312	551	728	383	854	1365	261	553	930	736
ENSG00000020129	1314	804	2344	1220	1030	3858	1596	1474	1616	2880	4867
ENSG00000020181	1447	1364	384	848	263	1422	958	1160	1374	2166	1087
ENSG00000020219	3	0	0	0	0	0	0	0	1	0	1
ENSG00000020256	729	411	655	788	486	976	941	585	727	1307	1048
ENSG00000020426	650	358	633	542	459	871	795	430	912	1128	1446
ENSG00000020577	668	455	568	1173	113	1450	433	1096	2296	2881	734
ENSG00000020633	751	2171	184	135	168	1111	428	1107	917	1847	510
ENSG00000020922	1447	483	1289	516	1208	1529	2132	810	1517	3199	2142
ENSG00000021300	1872	890	1485	1909	637	2883	457	1355	948	1978	6747
ENSG00000021355	8818	5127	35124	5744	2948	10331	5695	10371	5299	38361	3273
ENSG00000021461	6	2	1	0	0	7	0	1	7	3	14
ENSG00000021488	13	4	13	108	5	6	24	2	142	29	69
ENSG00000021574	1263	682	1102	1185	604	1529	2909	1415	1266	2438	1630
ENSG00000021645	145	195	297	2433	16	63	121	88	419	273	220
ENSG00000021762	2537	703	2259	3849	302	2306	680	1848	1826	2817	796
ENSG00000021776	2398	1117	2091	3215	1184	2541	3802	1545	1691	5019	2621
ENSG00000021826	117	24	9	8881	64171	40	294	119	203	122	243
ENSG00000021852	25	29	4	4	3	0	0	9	16	9	6
ENSG00000022267	1084	2046	574	124	127	518	371	443	556	2197	898
ENSG00000022277	3552	2640	4096	1886	2323	3899	3989	4228	4048	4866	3349
ENSG00000022355	0	0	0	0	0	0	1	0	1	1	0
ENSG00000022556	326	396	667	1685	1801	129	31842	71	135	3274	251
ENSG00000022567	10798	546	1482	2878	3534	3054	1939	825	2230	1871	1631
ENSG00000022840	8975	3313	8421	8123	5879	8357	11715	7669	7084	11596	13759
ENSG00000022976	802	160	546	572	197	581	641	151	691	462	959
ENSG00000023041	2468	775	1706	1561	895	2223	2886	938	2296	2142	1994
ENSG00000023171	126	111	62	68	1276	160	9625	133	118	214	469
ENSG00000023191	8172	4747	15573	8143	3467	8008	6009	11419	9010	13558	6973
ENSG00000023228	4504	1934	3615	4555	3958	5369	4957	3105	2550	7187	4207
ENSG00000023287	2158	1434	2198	1841	1171	4808	3822	2395	2852	5248	4055
ENSG00000023318	2990	2460	2978	4100	1793	3012	6923	3370	4196	5395	3899
ENSG00000023330	3014	1387	3340	4243	3966	2559	3000	4244	1730	5570	2472
ENSG00000023445	9268	4683	5234	634	4140	3710	30826	4493	1324	16252	2955
ENSG00000023516	2031	1287	1918	2004	1366	3161	4567	1772	1983	4243	2176
ENSG00000023572	213	289	300	198	500	389	366	240	339	267	452
ENSG00000023608	323	419	337	324	143	698	517	295	641	3815	653
ENSG00000023697	2438	1542	2154	2346	1069	975	2116	1899	1755	3322	1694
ENSG00000023734	3893	3121	3864	6153	5281	3109	6757	3183	3283	6616	8392
ENSG00000023839	150	33	42	47	17	123	11124	9	57	90	48
ENSG00000023892	1450	1635	1106	841	753	2180	725	1579	1573	2065	1343
ENSG00000023902	1744	4143	723	1845	387	1566	1186	4204	3253	4320	1094
ENSG00000023909	783	666	722	757	648	1482	5382	923	1176	3502	15770
ENSG00000024048	2550	1204	2707	2104	2117	3245	5325	1684	2347	3218	2146
ENSG00000024422	3067	2619	13512	2812	985	9838	5990	16165	6600	38479	2241
ENSG00000024526	274	81	30	229	458	306	2270	127	390	778	433
ENSG00000024862	1015	740	1430	423	286	962	1120	1243	960	1359	950
ENSG00000025039	825	947	1228	1007	180	1360	612	1483	2719	1918	1383
ENSG00000025156	571	412	383	490	262	473	763	605	806	679	646
ENSG00000025293	2268	1144	1645	1863	1551	1918	6017	1991	2464	4096	3632
ENSG00000025423	128	288	1439	180	53	251	205	323	257	1488	1685
ENSG00000025434	1050	641	1236	788	421	1219	763	724	1557	1554	1258
ENSG00000025708	12259	3700	9296	14329	5867	11057	8820	7855	7975	14422	6510
ENSG00000025770	2596	1357	1974	1661	786	2124	1910	1788	3314	3574	3796
ENSG00000025772	739	1238	1687	1102	1072	2259	2486	1904	1372	2296	1215
ENSG00000025796	5785	2505	6111	2804	4409	4184	4244	4131	5511	6479	3996
ENSG00000025800	4054	1463	3490	2983	2136	2709	5307	4505	3079	7307	9284
ENSG00000026025	17489	38055	15133	14516	5247	14335	10519	46983	49631	62901	39299
ENSG00000026036	362	28	386	283	139	99	145	38	405	268	701
ENSG00000026103	784	960	582	290	62	736	517	984	636	5559	485
ENSG00000026297	1918	1795	1924	2655	2318	2208	2590	3617	3502	3440	1458
ENSG00000026508	9397	10675	5894	3428	843	18795	5855	10212	12200	15831	8459
ENSG00000026559	15	46	1	6	5	36	249	7	52	2	54
ENSG00000026652	531	216	733	270	163	144	236	227	381	784	453
ENSG00000026751	726	2996	239	94	237	3566	1083	866	2000	4604	3313
ENSG00000026950	3003	1504	1901	1164	1584	2707	3286	1166	3290	4368	2293
ENSG00000027001	766	536	1426	641	595	980	1144	879	359	970	649
ENSG00000027075	1903	1467	968	629	272	1726	1692	984	1224	3612	2776
ENSG00000027644	5	7	2	27	1	5	3	7	37	4	5
ENSG00000027697	4868	5286	3109	2184	1635	2251	3115	6070	5151	6694	5263
ENSG00000027847	1363	1187	2491	1556	674	1074	836	1006	2773	1161	2590
ENSG00000027869	286	462	83	112	99	349	247	167	302	523	346
ENSG00000028116	1013	478	471	688	569	1004	1620	915	756	2164	1368
ENSG00000028137	2505	3631	934	1341	713	2141	1639	4054	2508	6201	2353
ENSG00000028203	5050	1741	4556	3897	1859	2971	5601	3889	2946	10101	5981
ENSG00000028277	617	1662	69	202	47	1034	444	625	632	1345	847
ENSG00000028310	3485	862	3448	3116	1120	1720	2192	1825	1950	3847	3937
ENSG00000028528	5302	2847	6349	3762	3715	5264	6257	3122	4385	9042	4244
ENSG00000028839	472	655	419	373	229	367	838	490	634	621	451
ENSG00000029153	1811	802	584	508	806	123	4298	1622	715	7576	461
ENSG00000029363	5820	2451	4051	3053	1939	3749	5087	4514	5527	8364	4688
ENSG00000029364	4361	2014	3029	3019	2706	5535	5625	2148	3608	4175	3018
ENSG00000029534	105	77	36	6	7	33	52	39	33	74	40
ENSG00000029559	28	41	1	78	0	6	16	114	206	179	1
ENSG00000029639	808	310	273	366	209	396	311	567	564	596	328
ENSG00000029725	1337	1530	2620	2383	735	1893	2921	1329	1297	2996	2655
ENSG00000029993	41660	1769	10793	28936	17166	3476	9009	8219	10420	19302	2889
ENSG00000030066	2478	1600	2643	1582	848	4142	4335	2148	2591	9705	1798
ENSG00000030110	702	1512	1423	1269	870	2605	2732	2275	1562	1939	756
ENSG00000030304	16	49	2	0	1	5	1	2	0	9	4
ENSG00000030419	1120	421	1298	421	496	113	866	779	1101	932	1722
ENSG00000030582	15304	19219	20500	19300	6261	18857	14140	39508	21105	48385	29073
ENSG00000031003	1149	937	1698	617	300	1813	615	484	1760	1724	854
ENSG00000031081	832	1667	669	354	163	4783	593	1987	729	3669	3490
ENSG00000031691	207	172	116	188	127	102	497	199	308	453	336
ENSG00000031698	6272	4071	6385	4315	3972	8486	8238	7388	6549	9075	8607
ENSG00000031823	2033	1632	3566	3913	2268	2373	3381	3176	3579	5399	2231
ENSG00000032219	1248	591	1098	657	621	1821	831	572	1611	2478	1159
ENSG00000032389	2456	1031	1182	1260	1272	1351	2216	1552	938	2163	1635
ENSG00000032444	1746	1696	2835	3181	1336	3866	3233	3809	3305	5775	3020
ENSG00000032742	947	401	844	446	589	595	743	640	265	808	397
ENSG00000033011	1368	662	1942	1036	619	1023	822	890	981	1454	1060
ENSG00000033030	1342	547	1472	1379	1132	1248	2343	733	1429	1567	1528
ENSG00000033050	2594	1406	2829	2226	1703	3648	3313	2350	1952	4948	8375
ENSG00000033100	4477	3054	5392	5358	3851	3312	4288	4340	4037	5271	13755
ENSG00000033122	47	10	27	14	5	31	23	25	53	28	76
ENSG00000033170	1767	1724	5542	1665	249	2953	1072	2556	3125	1552	5071
ENSG00000033178	1777	1085	2168	2035	1897	2773	2970	1790	2360	5002	6023
ENSG00000033327	2074	762	3138	1280	2657	1267	5760	2253	952	3915	2417
ENSG00000033627	3330	919	5041	1064	1026	4902	1364	3729	4692	9713	7427
ENSG00000033800	1718	864	1623	853	1400	1422	4839	1136	1203	3492	2045
ENSG00000033867	672	562	735	814	423	2317	305	904	3035	2206	2080
ENSG00000034053	597	364	435	2004	421	170	497	2055	2300	211	667
ENSG00000034152	3326	2439	4933	2435	1512	3985	2027	4863	3294	3572	3852
ENSG00000034239	15	591	99	11	28	263	4	42	43	538	122
ENSG00000034510	93663	58130	53796	204903	37017	27068	50856	130487	55471	163677	108349
ENSG00000034533	194	285	323	222	221	341	311	317	395	374	586
ENSG00000034677	2480	2684	11876	2352	731	3340	2956	5182	7436	9762	42347
ENSG00000034693	481	601	275	276	246	348	886	487	709	767	723
ENSG00000034713	3009	3405	7517	2891	1156	3320	3930	2393	2048	3898	4081
ENSG00000034971	1	7	2	1	0	1	0	2	0	20	1
ENSG00000035115	4518	1390	6185	4992	2757	4329	3316	2712	2382	3879	1865
ENSG00000035141	3480	796	3253	3594	1566	2102	4197	1859	2053	4012	3265
ENSG00000035403	5591	2959	4208	3032	1711	5483	10725	5333	6169	12264	6709
ENSG00000035499	164	172	69	164	224	240	717	261	798	684	230
ENSG00000035664	863	370	1489	671	117	1463	115	501	1480	1125	623
ENSG00000035681	1327	1005	1377	1365	465	2823	1199	1146	1702	3286	1326
ENSG00000035687	3334	1781	5266	2611	1669	4222	3110	4067	4391	7352	2744
ENSG00000035720	113	582	18	14	8	86	34	56	47	61	84
ENSG00000035862	7699	10741	3515	7096	1274	5780	30476	20482	18870	77925	9434
ENSG00000035928	2047	1022	2312	1479	1090	3182	2898	1530	2261	4134	2774
ENSG00000036054	1425	982	1431	942	1180	2097	1413	1445	1379	2091	2863
ENSG00000036257	2233	1939	3679	2462	1955	3492	3524	3618	2742	5938	4412
ENSG00000036448	74	121	159	42	6	28	3	104	117	167	223
ENSG00000036473	2	1	0	0	0	2	0	0	0	2	1
ENSG00000036530	82	20	47	20	41	13	47	59	111	36	212
ENSG00000036549	1536	922	1243	1039	677	2764	2248	1208	1734	2027	2601
ENSG00000036565	12	22	0	0	0	8	1	10	6	7	4
ENSG00000036672	66	117	45	86	121	140	525	308	218	605	174
ENSG00000036828	6	3	2	0	1	2	0	2	54	0	1
ENSG00000037042	730	290	1294	735	427	875	429	563	1461	1656	1159
ENSG00000037241	601	586	1030	834	423	523	776	866	587	736	1100
ENSG00000037280	1172	594	756	846	126	528	204	374	838	2270	1053
ENSG00000037474	5412	1555	6156	5453	2175	3253	6150	2933	2890	9719	7334
ENSG00000037637	1694	744	1260	1227	621	996	1825	1362	1483	1931	1642
ENSG00000037749	889	412	477	423	409	714	817	218	527	1681	1316
ENSG00000037757	624	424	1350	1162	499	873	816	546	1343	1364	1430
ENSG00000037897	595	2747	1024	1171	532	690	1113	931	736	1263	1269
ENSG00000037965	7	10	0	208	4	4	148	11	72	2	149
ENSG00000038002	1491	1116	1634	1460	860	1367	575	1257	735	1506	642
ENSG00000038210	2887	815	1092	830	791	4087	1485	1130	1306	2118	1278
ENSG00000038219	3026	1171	2509	1298	1835	2930	4322	1756	2042	5328	2617
ENSG00000038274	4929	3494	5516	1335	1113	3744	2188	2349	3237	5215	3881
ENSG00000038295	88	202	13	35	22	54	17	21	46	211	89
ENSG00000038358	2482	748	4268	2393	1288	1831	2843	870	1309	3146	3440
ENSG00000038382	8473	1405	10566	7642	1716	4998	9850	3184	4924	18369	9342
ENSG00000038427	3906	6780	4271	7454	1264	8286	2206	9307	22093	13438	4705
ENSG00000038532	4133	892	4076	1762	776	1798	1920	2246	2346	3295	2532
ENSG00000038945	680	1198	182	594	298	1136	1132	3599	2315	9299	2484
ENSG00000039068	20357	4960	30343	15193	8182	22225	37164	18657	12191	44123	30044
ENSG00000039123	2766	1266	3789	1459	1868	3441	2604	2486	2423	5530	2630
ENSG00000039139	1979	525	11238	1394	1032	1505	59	720	580	2806	368
ENSG00000039319	2678	981	3348	1753	735	2334	1451	1053	2814	3819	1358
ENSG00000039523	1830	2246	3810	2087	678	887	3902	1991	2067	3823	2601
ENSG00000039537	33	355	61	259	8	26	4	55	1	332	121
ENSG00000039560	5898	2621	16332	3781	1751	7426	2256	13700	6919	21534	3254
ENSG00000039600	10	6	13	1	5	7	245	3	17	301	23
ENSG00000039650	1780	810	2086	1991	1785	1460	2661	1249	1951	2591	2359
ENSG00000039987	2	1	2	0	0	1	32	2	1	3	3
ENSG00000040199	363	185	555	808	177	206	1105	192	361	852	732
ENSG00000040275	441	235	226	298	259	482	1054	233	648	885	1149
ENSG00000040341	2354	1188	3826	1895	932	4458	1426	1648	2545	3575	2654
ENSG00000040487	902	611	780	852	452	358	1153	1350	935	1060	1609
ENSG00000040531	675	622	1321	1648	325	687	725	925	501	1578	1141
ENSG00000040608	376	182	474	642	98	183	387	378	846	584	135
ENSG00000040633	2379	1560	3617	2100	1056	1378	1276	1711	879	2388	1579
ENSG00000040731	1	6	2	0	1	0	8	0	3	5	0
ENSG00000040933	1992	964	1761	1845	456	1740	1493	1819	2555	2674	3199
ENSG00000041353	2906	967	4044	758	1210	2181	280	1142	988	5650	2123
ENSG00000041357	3971	4003	3660	4679	4422	4374	14334	3739	4634	10565	3581
ENSG00000041515	36	93	6	618	157	14	246	9	58	32	25
ENSG00000041802	1087	984	1542	1611	872	2427	3304	1301	1705	2423	5025
ENSG00000041880	2430	536	1483	850	416	1042	620	1978	1050	2467	2411
ENSG00000041982	3438	5099	30153	403	697	2957	7251	16345	21146	76933	5641
ENSG00000041988	579	584	622	599	363	291	418	655	737	738	792
ENSG00000042062	86	48	46	63	16	189	49	52	163	174	647
ENSG00000042088	819	464	201	536	575	1146	1184	442	1232	926	359
ENSG00000042286	1556	625	1786	1728	784	1258	3350	783	1307	2277	1782
ENSG00000042304	0	0	0	0	1	0	0	0	1	0	0
ENSG00000042317	405	218	277	424	132	413	343	251	396	363	339
ENSG00000042429	1620	689	1507	865	1065	1347	1601	1098	1362	2863	1915
ENSG00000042445	2600	1220	4990	3429	1384	3939	1911	2793	2281	6463	3316
ENSG00000042493	8896	7716	8621	6635	1600	13273	16683	24254	9626	23533	5536
ENSG00000042753	1441	2378	2700	2906	1658	1744	11269	3777	3216	5908	2311
ENSG00000042781	6	3	6	5	2	0	10	1	10	1	6
ENSG00000042813	0	2	1	0	0	0	0	0	5	2	4
ENSG00000042832	12	91	8	9	7	11	14	77	121	90	111
ENSG00000042980	1377	1533	5418	3905	479	621	156	1263	1305	1982	627
ENSG00000043039	3591	87	52	1035	33	75	44	419	1845	5348	687
ENSG00000043093	813	909	1212	976	634	1633	3810	1065	1021	1783	2795
ENSG00000043143	2714	1776	10426	1927	879	2873	2628	2004	3703	6242	8220
ENSG00000043355	127	40	2	0	1	9	3	123	86	353	158
ENSG00000043462	1079	2168	371	579	276	1238	932	3508	1700	6925	1648
ENSG00000043514	981	489	923	633	500	1530	1817	749	758	1298	1653
ENSG00000043591	51	37	176	1278	11	213	6	64	51	144	31
ENSG00000044012	1	0	0	0	1	1	0	2	0	0	1
ENSG00000044090	5535	913	3775	6268	5589	3483	4742	2535	3507	4435	3191
ENSG00000044115	30055	7993	50762	15024	8554	18140	31244	23210	21884	55684	21806
ENSG00000044446	2067	475	1054	1556	480	1214	888	599	1837	2117	1321
ENSG00000044459	377	123	70	48	185	272	458	217	940	850	443
ENSG00000044524	186	440	69	29	32	45	35	1596	137	4884	50
ENSG00000044574	25453	23992	41706	60163	42851	35700	22662	36752	31483	58520	38220
ENSG00000046604	7912	2986	11676	9238	6436	9430	7254	5231	5960	44112	6103
ENSG00000046647	694	321	480	1095	252	606	479	937	1181	684	268
ENSG00000046651	2451	1071	1415	2623	547	1757	1377	1419	4258	3087	1182
ENSG00000046653	288	171	117	224	28	160	114	244	297	386	199
ENSG00000046774	0	0	1	1	4	0	172	0	2	0	0
ENSG00000046889	311	458	121	111	64	137	48	203	376	418	242
ENSG00000047056	1157	548	1290	971	864	1266	608	548	1256	864	1630
ENSG00000047188	970	678	2532	825	659	1169	1248	884	1652	3001	1486
ENSG00000047230	1651	625	848	2319	1061	1343	1195	1137	2339	2673	708
ENSG00000047249	2072	1489	3016	2139	1373	2881	2344	2099	1861	3653	2692
ENSG00000047315	5332	2279	4991	3655	5013	5608	9518	2881	2765	7969	8825
ENSG00000047346	2719	1255	3135	1528	2136	1855	1039	1013	2426	2135	3159
ENSG00000047365	1678	776	1379	626	562	1668	2420	1168	685	2795	852
ENSG00000047410	9817	2148	9178	7621	6652	8668	10885	5130	8577	17203	10551
ENSG00000047457	5126	3146	35481	16135	38075	50488	499	7432	13282	4586	2420
ENSG00000047578	2444	428	2846	987	1268	540	1160	1160	996	2354	2267
ENSG00000047579	912	785	1152	1325	385	1368	1465	867	1555	829	793
ENSG00000047597	132	96	106	666	646	46	1031	130	473	1538	399
ENSG00000047617	24	21	14	21	19	23	155	12	20	51	29
ENSG00000047621	765	668	600	554	465	566	842	650	625	1743	1271
ENSG00000047634	412	138	400	354	652	94	468	166	1153	409	203
ENSG00000047644	3167	1324	3122	8769	1271	4465	12576	2098	6442	5205	5653
ENSG00000047648	138	110	107	298	31	96	42	99	142	389	184
ENSG00000047662	28	6	38	52	13	23	21	10	22	18	39
ENSG00000047849	10434	4842	9500	7923	5401	7951	10385	11965	10668	31327	15611
ENSG00000047932	2259	1156	1056	942	891	2000	2518	1617	2063	2452	2012
ENSG00000047936	4909	765	13459	41	105	8716	5	3742	867	9220	983
ENSG00000048028	1671	557	1274	1159	528	1048	4550	797	1606	3557	1325
ENSG00000048052	305	909	59	27	51	618	100	474	763	494	326
ENSG00000048140	2763	1803	4807	2225	858	2543	1578	1937	4317	5417	7132
ENSG00000048162	551	552	1672	543	483	975	667	534	1151	889	965
ENSG00000048342	863	487	456	295	1551	1103	319	338	386	1292	454
ENSG00000048392	1220	1677	4209	1823	345	2413	1134	1422	2167	3902	3146
ENSG00000048405	774	729	829	683	462	1263	909	697	1084	1755	3253
ENSG00000048462	75	598	13	8	25	622	38	35	262	57	552
ENSG00000048471	1409	950	1071	965	343	1138	1363	1251	1150	2639	1525
ENSG00000048540	9643	1464	23203	1229	683	2504	7	6940	4178	7093	1051
ENSG00000048544	1715	1388	1609	2223	2062	3418	3471	1388	2027	1854	1346
ENSG00000048545	4	8	1	10	0	3	1	11	29	13	3
ENSG00000048649	2233	909	2805	1460	2357	3418	4349	2122	2296	7139	4508
ENSG00000048707	2836	1183	2761	2013	1043	1932	3936	3094	1871	5398	3478
ENSG00000048740	6789	2179	7493	270	354	4290	1246	8077	2145	6976	3241
ENSG00000048828	10045	3625	10235	8127	4974	10840	13901	12366	10828	22311	7678
ENSG00000048991	1769	632	884	1093	1790	2432	2461	1081	1122	2945	2252
ENSG00000049089	347	721	1623	2861	179	576	2278	1341	680	350	484
ENSG00000049130	1496	1055	4956	2099	2832	9026	192	2958	5661	5924	2290
ENSG00000049167	409	214	484	240	241	532	288	183	360	396	291
ENSG00000049192	159	57	60	76	182	39	63	46	82	60	50
ENSG00000049239	22249	2738	4200	3960	2161	3792	7456	5532	7149	9787	7209
ENSG00000049245	4419	2801	4297	2499	1548	2676	4621	6742	4204	9088	9032
ENSG00000049246	886	225	2096	290	137	644	1141	1746	2853	2102	1155
ENSG00000049247	7	18	7	153	4	66	12	8	5	10	15
ENSG00000049249	179	491	25	165	36	535	311	360	305	501	722
ENSG00000049283	1240	302	1890	2114	586	712	1055	848	535	1227	1187
ENSG00000049323	3729	3953	1371	1000	1370	1915	5656	2897	4025	3805	1986
ENSG00000049449	4704	3879	3265	3790	3562	6748	8449	5837	3420	5666	4651
ENSG00000049540	8824	4591	3169	2186	752	1619	69	5974	3317	2642	5295
ENSG00000049541	1286	990	1032	591	1149	984	1627	1328	2571	2591	2026
ENSG00000049618	5895	1801	2565	3404	1683	3858	4346	2575	3302	4844	3256
ENSG00000049656	24551	4301	20024	15112	3500	10713	9781	11284	10016	21276	18892
ENSG00000049759	13670	1768	12895	8190	4586	5965	1691	3215	1992	8387	1859
ENSG00000049768	314	563	60	85	55	137	171	542	432	516	350
ENSG00000049769	271	188	199	566	514	80	422	114	295	460	962
ENSG00000049860	3592	4570	5477	4368	1668	6475	6465	6016	7975	9675	3994
ENSG00000049883	584	176	773	220	173	508	455	205	627	709	593
ENSG00000050030	48	21	438	0	4	220	14	123	90	458	120
ENSG00000050130	2462	1541	1862	1311	839	2269	1585	969	2914	3694	2332
ENSG00000050165	2636	3812	1160	1271	340	1766	2161	2167	3865	3528	2469
ENSG00000050327	1066	206	1059	637	562	703	1161	857	609	1623	2395
ENSG00000050344	838	2654	1168	4294	310	1551	5405	6953	4025	3937	1264
ENSG00000050393	2486	960	2807	2147	1223	2326	4448	1630	1695	2794	1092
ENSG00000050405	3649	2070	4006	3488	3007	4107	42883	2258	3241	9471	4973
ENSG00000050426	3778	1008	3412	3086	1997	2489	2342	1340	2499	2634	2926
ENSG00000050438	84	185	132	290	301	236	119	109	669	778	1944
ENSG00000050555	1269	140	509	416	74	531	570	383	422	2492	1169
ENSG00000050628	24	70	2	180	2	549	106	96	157	24	28
ENSG00000050730	42	61	57	9	14	63	55	91	82	493	73
ENSG00000050748	4658	1216	3637	1544	966	2076	2321	1394	4344	4523	2896
ENSG00000050767	75	86	31	42	14	70	27	76	452	43	91
ENSG00000050820	4514	1779	7337	5121	1325	2200	5881	3430	3303	5350	2813
ENSG00000051009	3002	639	2923	2427	822	1528	1105	1543	2463	2280	2018
ENSG00000051108	4128	8763	8611	4080	9999	11678	5850	6395	6483	7275	13117
ENSG00000051128	812	629	1618	1577	394	847	886	1862	2002	2512	680
ENSG00000051180	274	142	87	147	178	186	1918	192	269	542	300
ENSG00000051341	152	73	35	165	438	126	1040	94	269	537	851
ENSG00000051382	1226	564	941	1553	466	2900	2827	1266	1678	3025	5915
ENSG00000051523	8893	9070	9416	5974	2360	8284	2506	9590	6610	11296	4011
